u,i1,i2,hl,nl
47,,,484,"[1050.3, 76.23, 44.0, 52.47, 107.0, 87.0, 32.0]"
48,,,2392,"[836.4000000000001, 74.25, 43.56, 43.56, 114.0, 108.0, 13.86]"
49,,,125,"[3503.9, 267.0, 1146.0, 156.0, 179.19, 279.0, 139.0]"
50,,,483,"[761.4089999999999, 27.72, 230.67, 17.82, 30.69, 13.86, 44.55]"
51,,,484,"[666.8639999999999, 47.0, 203.0, 12.0, 48.51, 61.0, 25.74]"
52,,,3459,"[2682.1, 379.0, 4.0, 34.0, 96.03, 218.79, 22.0]"
53,,,3510,"[470.052, 18.0, 69.3, 16.0, 34.0, 10.0, 25.0]"
54,,,193,"[893.0, 87.12, 147.0, 35.0, 100.98, 99.99, 13.0]"
55,,,1902,"[859.7, 31.0, 335.0, 15.84, 34.0, 35.64, 51.0]"
56,,,740,"[628.8480000000001, 11.879999999999999, 272.25, 23.759999999999998, 36.0, 11.879999999999999, 42.0]"
57,,,4888,"[979.2, 56.0, 183.15, 47.0, 73.0, 73.0, 40.589999999999996]"
58,,,2646,"[724.3, 27.72, 55.44, 78.0, 73.0, 33.66, 33.0]"
59,,,276,"[727.8480000000001, 25.0, 234.0, 27.0, 37.62, 22.0, 32.67]"
60,,,45,"[1775.565, 120.78, 115.83, 112.86, 67.32, 121.0, 76.23]"
61,,,2549,"[826.947, 42.57, 321.0, 160.38, 48.51, 26.0, 41.58]"
62,,,648,"[529.2, 57.42, 13.0, 24.0, 48.51, 69.0, 6.0]"
63,,,3238,"[658.5, 44.55, 51.0, 41.0, 105.0, 71.28, 13.86]"
64,,,3080,"[1214.433, 76.23, 170.0, 47.0, 203.94, 109.0, 25.74]"
65,,,2138,"[377.19, 34.0, 62.37, 12.87, 41.0, 51.0, 6.93]"
66,,,532,"[412.3, 12.87, 150.48, 29.0, 17.82, 22.0, 21.78]"
67,,,4091,"[414.9, 31.0, 23.0, 52.0, 91.0, 34.65, 2.0]"
68,,,69,"[701.0, 65.34, 34.65, 65.0, 97.02, 56.0, 8.91]"
69,,,2647,"[375.111, 6.0, 38.0, 2.9699999999999998, 19.8, 1.98, 25.0]"
70,,,1288,"[1138.203, 68.0, 59.0, 110.0, 180.18, 123.75, 32.67]"
71,,,4814,"[590.1, 57.42, 38.0, 30.69, 38.61, 63.36, 15.0]"
72,,,647,"[3763.7, 518.76, 379.17, 39.6, 147.0, 163.35, 50.49]"
73,,,125,"[2187.2, 154.0, 1094.0, 34.65, 67.32, 93.0, 101.97]"
74,,,1602,"[120.6, 5.9399999999999995, 19.0, 9.0, 8.0, 2.9699999999999998, 4.95]"
75,,,125,"[4278.78, 308.0, 2166.0, 64.0, 130.68, 186.0, 201.96]"
76,,,137,"[1099.0, 138.6, 20.0, 93.06, 78.0, 172.0, 8.0]"
77,,,767,"[546.3, 43.0, 78.21, 12.87, 44.0, 77.0, 16.83]"
78,,,357,"[443.6, 52.47, 9.0, 30.69, 36.63, 63.36, 4.0]"
80,,,648,"[1445.7959999999998, 69.0, 5.9399999999999995, 66.0, 96.0, 65.34, 69.0]"
81,,,2356,"[386.397, 44.0, 32.0, 23.0, 38.61, 33.0, 2.9699999999999998]"
82,,,4177,"[430.551, 19.0, 83.0, 31.68, 20.79, 30.0, 24.75]"
83,,,191,"[528.957, 16.83, 26.73, 25.74, 135.63, 19.8, 10.89]"
84,,,4352,"[198.0, 16.83, 9.9, 5.0, 15.0, 34.65, 3.96]"
85,,,1600,"[1034.7, 104.94, 35.64, 82.17, 78.0, 164.34, 20.79]"
86,,,484,"[944.955, 99.0, 24.75, 41.0, 145.0, 90.0, 5.9399999999999995]"
87,,,648,"[1189.287, 124.0, 8.0, 50.0, 97.02, 206.91, 22.77]"
88,,,4177,"[588.951, 32.0, 48.51, 33.0, 36.0, 32.67, 29.0]"
89,,,647,"[6789.0, 944.46, 633.6, 47.519999999999996, 276.0, 296.0, 88.0]"
90,,,15,"[1054.0, 88.0, 30.69, 62.37, 151.47, 108.0, 18.0]"
91,,,2274,"[754.8000000000001, 44.55, 176.0, 20.0, 87.0, 36.0, 18.0]"
92,,,2274,"[309.375, 5.9399999999999995, 148.0, 48.51, 10.89, 9.0, 13.0]"
93,,,240,"[562.122, 25.74, 29.0, 32.0, 47.0, 38.0, 24.75]"
94,,,4091,"[774.873, 37.62, 316.8, 179.19, 94.05, 18.0, 31.0]"
95,,,1646,"[427.878, 22.0, 185.13, 13.0, 11.0, 38.61, 23.759999999999998]"
96,,,125,"[2315.2, 152.46, 1228.0, 32.0, 66.0, 93.0, 113.85]"
97,,,4177,"[1206.2160000000001, 75.24, 192.0, 52.0, 195.03, 98.01, 29.7]"
98,,,2139,"[592.3169999999999, 25.74, 46.0, 23.759999999999998, 55.0, 23.0, 28.0]"
99,,,767,"[248.09400000000002, 12.0, 122.76, 2.0, 4.95, 23.0, 13.86]"
100,,,3300,"[1191.9, 88.0, 48.51, 65.34, 141.0, 112.86, 28.71]"
101,,,251,"[764.28, 79.0, 99.0, 17.0, 64.35, 60.39, 14.85]"
102,,,284,"[1016.5, 83.0, 34.0, 52.47, 89.0, 99.99, 28.0]"
103,,,740,"[704.6, 44.55, 238.0, 24.75, 22.0, 79.0, 33.66]"
104,,,2894,"[356.10300000000007, 39.6, 87.12, 6.0, 12.0, 21.78, 9.0]"
105,,,8,"[948.6, 6.0, 336.0, 3.0, 17.0, 3.0, 40.0]"
106,,,3314,"[401.8, 10.89, 41.58, 25.0, 19.0, 22.0, 21.78]"
107,,,1646,"[602.1, 34.0, 215.0, 28.0, 16.83, 61.0, 32.67]"
108,,,740,"[1011.0, 84.15, 240.57, 42.57, 36.63, 51.48, 38.0]"
109,,,903,"[789.2, 21.78, 50.49, 22.0, 86.0, 26.73, 37.0]"
110,,,3182,"[379.17, 48.51, 17.0, 19.8, 27.0, 98.0, 2.9699999999999998]"
111,,,357,"[676.8, 33.0, 224.73, 35.0, 35.64, 31.68, 33.66]"
112,,,4790,"[1319.8, 107.0, 16.0, 33.66, 89.0, 196.0, 41.0]"
113,,,679,"[655.38, 59.0, 16.83, 14.85, 27.72, 88.0, 20.79]"
114,,,2138,"[518.5619999999999, 55.44, 5.9399999999999995, 25.74, 73.26, 93.06, 2.0]"
115,,,1755,"[546.678, 67.0, 48.51, 31.68, 31.68, 73.0, 7.0]"
116,,,1611,"[966.0, 126.72, 11.879999999999999, 64.0, 71.0, 116.82, 6.0]"
117,,,4642,"[1017.6, 78.21, 143.0, 31.68, 56.0, 154.0, 29.7]"
118,,,416,"[954.855, 74.0, 26.73, 61.38, 113.85, 79.2, 21.78]"
119,,,648,"[553.9, 52.0, 38.61, 21.78, 47.0, 68.31, 11.0]"
120,,,983,"[1028.016, 108.9, 39.6, 72.27, 76.23, 111.0, 21.78]"
121,,,125,"[2743.2, 201.0, 1135.0, 89.1, 140.0, 154.0, 114.84]"
122,,,10,"[1087.02, 79.2, 81.17999999999999, 40.0, 75.24, 68.0, 39.6]"
123,,,3080,"[1087.713, 28.71, 49.0, 52.0, 71.0, 40.0, 61.38]"
124,,,2949,"[986.832, 111.0, 229.68, 13.0, 37.0, 70.29, 24.75]"
125,,,14,"[450.945, 48.0, 13.0, 30.0, 59.4, 63.0, 2.9699999999999998]"
126,,,4698,"[804.474, 63.0, 57.42, 46.0, 65.0, 51.48, 25.74]"
127,,,648,"[495.3, 49.5, 5.9399999999999995, 18.0, 57.42, 59.4, 6.0]"
128,,,4446,"[323.6, 13.86, 54.45, 49.5, 43.0, 17.0, 12.87]"
129,,,145,"[1019.6999999999999, 80.19, 190.0, 35.64, 67.32, 122.76, 34.0]"
130,,,4091,"[510.14699999999993, 29.0, 87.0, 64.35, 105.92999999999999, 20.79, 9.0]"
131,,,2491,"[2871.4, 216.0, 1251.36, 92.0, 125.73, 422.73, 125.73]"
132,,,647,"[3472.8, 472.23, 354.42, 30.0, 142.0, 146.52, 49.5]"
133,,,2955,"[1036.2, 71.28, 38.61, 67.0, 252.45, 77.0, 5.0]"
134,,,3685,"[1353.3000000000002, 91.0, 25.74, 51.48, 123.0, 151.0, 45.54]"
135,,,1197,"[517.5, 35.64, 26.73, 64.0, 89.0, 59.0, 10.0]"
136,,,2274,"[536.1, 9.9, 139.59, 13.86, 20.0, 12.87, 28.71]"
137,,,1984,"[987.8000000000001, 69.3, 67.32, 98.01, 58.41, 118.0, 35.64]"
138,,,117,"[812.9, 77.0, 52.0, 50.49, 91.08, 113.0, 12.0]"
139,,,3389,"[652.0, 36.0, 170.0, 7.92, 27.72, 54.0, 31.68]"
140,,,357,"[508.56300000000005, 46.53, 11.879999999999999, 31.68, 60.0, 36.63, 9.0]"
141,,,4091,"[619.5419999999999, 43.0, 32.0, 60.39, 119.78999999999999, 25.0, 8.91]"
142,,,2820,"[276.012, 0.0, 252.0, 0.0, 0.99, 0.0, 21.78]"
143,,,1646,"[578.1, 32.0, 278.0, 10.0, 21.0, 63.0, 29.0]"
144,,,4198,"[255.915, 21.78, 56.43, 5.0, 5.0, 41.0, 9.0]"
145,,,2083,"[645.5999999999999, 50.49, 40.0, 37.62, 107.91, 61.38, 10.0]"
146,,,908,"[684.5999999999999, 48.51, 15.0, 42.0, 44.55, 47.0, 24.75]"
147,,,3459,"[4424.0, 371.25, 1372.14, 68.0, 122.76, 288.0, 175.0]"
148,,,4639,"[842.2919999999999, 91.08, 17.0, 62.37, 80.0, 84.0, 10.0]"
149,,,4005,"[794.2, 50.49, 50.0, 100.0, 69.0, 59.4, 29.0]"
150,,,2472,"[661.1, 50.49, 190.0, 16.0, 16.0, 69.0, 26.73]"
151,,,647,"[4293.927000000001, 533.0, 369.0, 91.0, 216.81, 193.05, 79.0]"
152,,,4722,"[490.5, 13.86, 31.68, 30.0, 33.0, 15.0, 26.73]"
153,,,4642,"[1179.486, 106.92, 22.0, 44.55, 105.0, 199.0, 28.71]"
154,,,647,"[3503.808, 488.0, 348.48, 53.46, 141.0, 166.32, 49.5]"
155,,,14,"[658.1519999999999, 40.0, 36.0, 23.0, 88.0, 49.5, 20.79]"
156,,,331,"[573.21, 10.0, 16.83, 4.0, 11.879999999999999, 25.74, 2.0]"
157,,,4894,"[3604.4, 485.1, 415.0, 29.7, 152.46, 172.26, 51.48]"
158,,,4642,"[1099.494, 88.0, 10.89, 36.63, 174.24, 157.41, 19.0]"
159,,,88,"[855.063, 84.0, 212.85, 17.82, 46.53, 150.0, 23.0]"
160,,,945,"[797.4449999999999, 53.46, 372.0, 10.89, 8.91, 107.91, 39.6]"
161,,,297,"[615.978, 47.0, 23.0, 35.64, 38.61, 42.57, 23.0]"
162,,,647,"[6180.7, 810.81, 449.46, 314.0, 296.01, 444.51, 86.0]"
163,,,2086,"[680.4, 60.0, 35.0, 100.98, 91.0, 55.0, 11.879999999999999]"
164,,,4501,"[698.742, 39.6, 284.0, 45.54, 18.81, 66.0, 37.0]"
165,,,1646,"[619.641, 23.0, 214.0, 37.62, 17.82, 40.589999999999996, 38.0]"
166,,,437,"[905.7, 93.0, 18.0, 40.0, 56.0, 123.75, 19.0]"
167,,,1646,"[594.99, 43.0, 188.1, 41.0, 36.63, 75.24, 21.78]"
168,,,3676,"[694.3, 49.5, 16.0, 34.0, 125.73, 52.47, 8.91]"
169,,,4932,"[620.3000000000001, 57.42, 43.0, 19.8, 89.0, 41.58, 8.0]"
170,,,483,"[571.329, 36.63, 24.75, 0.0, 24.75, 44.0, 24.75]"
171,,,4814,"[563.8000000000001, 56.43, 58.41, 39.6, 29.7, 55.44, 15.0]"
172,,,4091,"[3687.453, 492.03, 342.0, 70.0, 222.0, 160.38, 46.0]"
173,,,1445,"[537.57, 48.0, 131.67, 26.0, 38.61, 80.19, 15.84]"
174,,,532,"[280.7, 12.87, 2.0, 32.0, 19.8, 22.0, 11.0]"
175,,,3335,"[663.993, 67.32, 41.58, 24.75, 90.09, 84.0, 6.0]"
176,,,740,"[529.155, 11.0, 225.0, 23.759999999999998, 18.81, 9.9, 34.65]"
177,,,4783,"[300.564, 0.0, 28.0, 37.62, 17.82, 0.0, 19.8]"
178,,,2470,"[790.1, 84.15, 134.0, 69.0, 58.41, 161.0, 16.83]"
179,,,4177,"[447.6, 23.759999999999998, 131.67, 29.0, 23.759999999999998, 39.6, 22.77]"
180,,,1178,"[1354.0230000000001, 117.0, 224.73, 44.0, 116.0, 162.35999999999999, 35.64]"
181,,,3732,"[1258.3, 148.0, 70.29, 15.0, 134.64, 104.94, 7.92]"
182,,,58,"[613.0, 43.56, 144.54, 16.83, 26.73, 57.42, 15.84]"
183,,,140,"[3176.118, 325.0, 784.0, 114.0, 64.0, 563.31, 104.0]"
184,,,1601,"[1332.045, 78.0, 175.23, 36.63, 209.0, 84.0, 34.65]"
185,,,2251,"[694.683, 28.71, 99.99, 92.0, 128.0, 36.0, 20.79]"
187,,,648,"[897.8310000000001, 62.37, 22.77, 45.0, 95.03999999999999, 75.0, 31.0]"
188,,,4091,"[413.29999999999995, 25.74, 37.62, 46.53, 86.0, 21.0, 4.95]"
189,,,3314,"[324.42300000000006, 23.0, 116.0, 1.98, 5.9399999999999995, 45.54, 13.86]"
190,,,4783,"[201.10000000000002, 3.0, 27.72, 23.759999999999998, 11.0, 0.99, 12.0]"
191,,,1129,"[332.2, 12.0, 126.0, 4.0, 48.51, 5.9399999999999995, 13.0]"
192,,,4782,"[393.228, 40.0, 56.0, 16.0, 22.0, 57.0, 8.0]"
193,,,740,"[1436.1, 129.0, 227.0, 27.0, 137.60999999999999, 97.02, 31.68]"
194,,,1740,"[575.982, 25.0, 167.0, 27.72, 85.14, 43.0, 20.79]"
195,,,2342,"[710.4, 5.9399999999999995, 496.0, 304.0, 18.0, 6.93, 51.48]"
196,,,3165,"[1963.665, 215.0, 285.12, 90.09, 71.28, 312.84, 49.0]"
197,,,4390,"[637.6589999999999, 36.63, 52.47, 88.0, 110.0, 33.0, 15.84]"
198,,,2549,"[1197.4, 66.33, 322.0, 180.0, 73.26, 66.33, 56.0]"
199,,,4177,"[580.4369999999999, 40.589999999999996, 46.53, 30.69, 26.0, 73.26, 26.0]"
200,,,3397,"[441.29999999999995, 26.0, 61.38, 8.0, 25.0, 32.67, 18.81]"
201,,,4446,"[293.436, 11.0, 38.0, 24.75, 74.0, 6.0, 6.0]"
203,,,1921,"[297.0, 13.0, 141.57, 13.0, 19.8, 25.0, 14.0]"
204,,,1074,"[232.0, 5.0, 161.0, 1.0, 7.92, 1.98, 15.84]"
205,,,839,"[641.6189999999999, 48.0, 75.24, 42.0, 47.0, 16.83, 22.77]"
206,,,4683,"[651.222, 53.46, 35.0, 15.0, 57.42, 73.26, 19.0]"
207,,,1129,"[3959.2999999999997, 173.25, 988.02, 220.0, 196.02, 322.0, 211.0]"
208,,,4814,"[1112.463, 117.81, 42.0, 55.44, 126.0, 110.0, 13.86]"
209,,,193,"[977.8230000000001, 103.0, 14.0, 76.0, 152.0, 86.13, 3.96]"
210,,,2086,"[752.5, 58.0, 167.31, 91.0, 30.0, 63.36, 30.0]"
211,,,647,"[4033.1, 539.0, 508.86, 28.71, 162.0, 270.27, 63.36]"
212,,,1646,"[736.4, 37.62, 362.34, 8.0, 9.9, 73.26, 41.58]"
213,,,2037,"[1187.901, 71.28, 139.0, 77.0, 85.14, 79.2, 47.0]"
215,,,3083,"[716.6610000000001, 76.23, 140.0, 20.0, 21.0, 121.0, 20.0]"
216,,,437,"[2346.993, 117.0, 73.0, 146.0, 142.56, 152.0, 111.87]"
217,,,3775,"[505.79999999999995, 33.66, 204.0, 10.89, 11.0, 43.56, 24.0]"
218,,,2949,"[360.063, 31.0, 115.0, 8.0, 8.91, 50.0, 12.0]"
219,,,2949,"[484.308, 29.7, 120.0, 21.0, 30.0, 49.5, 20.0]"
220,,,1698,"[225.819, 8.91, 2.0, 19.0, 62.37, 16.0, 1.98]"
221,,,361,"[591.9000000000001, 73.26, 31.0, 23.0, 53.46, 84.0, 2.9699999999999998]"
222,,,4642,"[1002.375, 100.0, 78.21, 37.62, 60.0, 193.0, 26.0]"
224,,,2996,"[1952.0, 259.0, 49.5, 32.0, 139.0, 365.31, 9.0]"
225,,,416,"[718.3439999999999, 56.0, 186.12, 41.58, 33.66, 103.0, 26.73]"
226,,,2,"[2961.3869999999997, 350.46, 193.0, 319.0, 193.0, 313.0, 46.53]"
227,,,1281,"[4240.665, 15.84, 2455.2, 29.7, 28.71, 21.78, 218.79]"
228,,,3715,"[471.8, 22.0, 129.0, 9.9, 64.35, 17.82, 16.0]"
229,,,908,"[801.8009999999999, 40.589999999999996, 280.0, 31.68, 25.0, 80.0, 41.58]"
230,,,3905,"[200.27700000000002, 20.0, 23.759999999999998, 15.84, 10.89, 17.82, 6.0]"
231,,,2274,"[466.1, 21.0, 211.85999999999999, 6.0, 3.96, 38.61, 19.8]"
232,,,193,"[1167.21, 120.0, 44.0, 43.0, 116.82, 165.0, 19.0]"
233,,,361,"[593.7030000000001, 60.0, 30.69, 21.78, 51.48, 67.32, 10.89]"
234,,,1984,"[3489.5, 426.0, 81.0, 226.0, 300.96, 756.0, 32.67]"
235,,,4091,"[501.9, 32.0, 25.0, 83.16, 115.0, 18.81, 3.0]"
236,,,740,"[531.63, 8.91, 263.0, 23.759999999999998, 17.0, 5.9399999999999995, 38.0]"
237,,,4091,"[534.6990000000001, 32.67, 115.83, 51.48, 100.0, 39.6, 10.0]"
238,,,2816,"[724.8, 42.0, 76.0, 90.09, 84.15, 39.0, 25.0]"
239,,,4177,"[402.8, 35.0, 41.0, 54.45, 29.7, 69.0, 13.0]"
240,,,812,"[854.469, 57.42, 80.19, 91.0, 66.0, 87.12, 29.7]"
241,,,4275,"[644.49, 86.13, 15.0, 40.0, 36.63, 112.86, 5.0]"
242,,,4177,"[771.705, 34.0, 48.0, 57.42, 91.0, 46.0, 34.0]"
243,,,1464,"[637.2, 76.0, 27.72, 75.0, 57.42, 153.45, 8.0]"
244,,,357,"[1298.3999999999999, 123.0, 144.0, 83.0, 157.41, 139.0, 19.8]"
245,,,112,"[2380.356, 161.0, 1077.12, 38.61, 44.55, 210.0, 115.0]"
246,,,4245,"[1309.5720000000001, 110.0, 210.87, 41.58, 107.91, 200.97, 38.61]"
247,,,193,"[1035.0, 108.9, 15.84, 65.34, 124.0, 126.72, 10.0]"
248,,,866,"[488.79999999999995, 33.66, 67.32, 76.0, 75.24, 29.7, 10.89]"
249,,,4642,"[858.33, 85.14, 27.0, 32.67, 56.43, 168.0, 21.0]"
250,,,240,"[736.5, 29.0, 29.0, 44.0, 65.34, 32.67, 34.0]"
253,,,2280,"[505.4, 36.0, 146.52, 19.8, 35.0, 69.3, 17.82]"
254,,,484,"[446.688, 39.6, 21.78, 7.92, 51.0, 28.71, 9.9]"
255,,,4245,"[873.1, 74.25, 193.05, 33.66, 40.589999999999996, 145.53, 28.0]"
256,,,434,"[226.11599999999999, 8.91, 19.8, 45.0, 41.0, 7.0, 5.9399999999999995]"
257,,,125,"[2661.5, 170.28, 1082.07, 77.22, 132.66, 103.0, 122.0]"
258,,,1601,"[1265.4, 67.32, 175.23, 37.0, 206.0, 89.0, 33.0]"
259,,,1646,"[520.443, 21.78, 185.0, 13.0, 32.67, 38.61, 26.73]"
260,,,193,"[1152.6570000000002, 99.0, 22.77, 47.519999999999996, 141.57, 107.0, 24.0]"
261,,,1129,"[2416.2929999999997, 164.34, 1169.19, 35.64, 114.0, 98.01, 111.0]"
262,,,3300,"[1131.3, 80.19, 95.03999999999999, 74.25, 88.0, 129.0, 36.63]"
263,,,1601,"[1308.8, 72.27, 171.27, 27.72, 200.97, 79.2, 35.64]"
264,,,357,"[2355.3089999999997, 178.0, 1074.15, 49.0, 89.0, 117.81, 104.0]"
265,,,357,"[848.133, 86.0, 196.0, 21.78, 46.53, 151.0, 22.0]"
266,,,908,"[225.72, 8.0, 22.77, 23.759999999999998, 16.83, 6.93, 10.89]"
267,,,3810,"[2884.266, 92.07, 96.03, 110.0, 143.55, 47.0, 171.0]"
268,,,125,"[2253.7, 155.0, 1107.0, 35.0, 73.0, 92.07, 106.0]"
269,,,633,"[732.0, 28.0, 209.88, 33.0, 34.65, 36.0, 43.0]"
270,,,1607,"[402.83099999999996, 26.73, 18.0, 17.0, 41.58, 22.77, 12.0]"
271,,,647,"[3830.4089999999997, 525.0, 353.43, 46.53, 163.0, 190.07999999999998, 57.0]"
272,,,361,"[552.519, 56.43, 82.0, 24.75, 33.0, 81.0, 12.0]"
273,,,2050,"[805.86, 29.7, 330.0, 141.0, 36.0, 16.0, 50.0]"
274,,,647,"[3792.096, 515.0, 332.0, 43.0, 198.99, 192.06, 49.5]"
275,,,4091,"[1314.7, 81.0, 182.0, 74.0, 269.0, 88.11, 19.8]"
276,,,484,"[629.2439999999999, 48.0, 41.58, 53.46, 128.0, 38.0, 6.93]"
277,,,1601,"[1695.573, 156.0, 304.92, 57.0, 186.12, 147.51, 32.67]"
278,,,3080,"[317.295, 16.0, 48.0, 24.75, 24.75, 34.0, 13.86]"
279,,,4169,"[1076.724, 101.97, 36.0, 28.0, 138.0, 97.0, 15.84]"
280,,,240,"[886.446, 26.0, 124.74, 36.0, 156.42, 15.0, 32.67]"
281,,,3813,"[765.468, 71.28, 32.0, 52.47, 139.0, 98.01, 2.9699999999999998]"
282,,,2549,"[659.7, 31.0, 296.01, 143.0, 68.0, 29.0, 28.71]"
283,,,209,"[461.439, 43.56, 31.68, 29.7, 34.65, 59.0, 10.0]"
284,,,3165,"[1484.4060000000002, 198.0, 62.0, 51.0, 62.37, 278.0, 16.83]"
285,,,648,"[588.2, 65.0, 13.0, 48.51, 59.4, 99.0, 5.9399999999999995]"
286,,,4642,"[1044.9, 102.0, 99.0, 37.62, 62.0, 194.0, 27.0]"
287,,,125,"[2290.2, 164.34, 1091.0, 85.14, 71.0, 99.0, 104.94]"
288,,,4642,"[1071.675, 95.03999999999999, 4.0, 42.57, 114.84, 161.0, 23.0]"
289,,,2274,"[2436.2, 137.0, 1417.0, 44.0, 57.0, 219.78, 126.72]"
290,,,1601,"[1096.425, 75.24, 167.31, 46.0, 190.07999999999998, 91.08, 20.0]"
291,,,4665,"[522.2, 38.61, 54.0, 31.68, 26.0, 69.0, 18.81]"
292,,,2203,"[2113.0, 167.31, 746.46, 87.0, 86.13, 229.68, 84.15]"
293,,,983,"[575.9, 77.22, 22.0, 27.72, 24.0, 47.0, 6.0]"
294,,,3102,"[1653.6960000000001, 216.0, 0.0, 182.16, 170.28, 260.0, 2.0]"
295,,,1252,"[613.9, 15.84, 74.25, 50.49, 47.0, 17.82, 34.0]"
296,,,4091,"[2491.2, 174.0, 1105.0, 78.0, 150.0, 107.0, 104.0]"
297,,,2342,"[281.853, 12.0, 63.0, 10.0, 11.0, 18.81, 15.0]"
298,,,3413,"[466.3, 44.0, 49.0, 46.0, 28.71, 48.0, 12.87]"
299,,,2251,"[1196.3, 53.0, 99.99, 77.22, 123.75, 50.0, 53.0]"
300,,,4005,"[560.2, 45.54, 39.0, 31.68, 28.0, 84.15, 20.0]"
301,,,4005,"[495.594, 33.66, 57.42, 23.0, 27.72, 54.0, 19.8]"
303,,,4738,"[669.24, 17.82, 112.0, 45.54, 76.0, 27.72, 32.67]"
304,,,983,"[990.0, 117.81, 33.66, 50.49, 66.0, 121.0, 13.86]"
