u,i1,i2,nl
244,4574,,
245,2832,,
246,7655,,
247,393,,
248,8021,,
249,5695,,
250,5648,,
251,6009,,
252,4053,,
253,5010,,
254,5185,,
255,8021,,
256,393,,
257,869,,
258,5185,,
259,5010,,
260,6335,,
261,2499,,
262,3399,,
263,1833,,
264,5298,,
265,3502,,
266,2816,,
267,1505,,
268,6270,,
269,6335,,
270,6270,,
271,4574,,
272,5180,,
273,2007,,
274,6276,,
275,1786,,
276,3217,,
277,2816,,
278,2022,,
279,2832,,
280,3512,,
281,2683,,
282,3668,,
283,5648,,
284,7887,,
285,2809,,
286,5010,,
287,4384,,
288,393,,
289,1168,,
290,335,,
291,7655,,
292,5180,,
293,7946,,
294,1329,,
295,5298,,
296,2022,,
297,63,,
298,5185,,
299,7956,,
300,393,,
301,5024,,
302,3440,,
303,2148,,
304,6906,,
305,6335,,
306,2512,,
307,3723,,
308,6426,,
309,4308,,
310,7233,,
311,3502,,
312,4717,,
313,7557,,
314,2817,,
315,6276,,
316,3486,,
317,4189,,
318,1511,,
319,6270,,
320,5006,,
321,7790,,
322,4863,,
323,7233,,
324,5966,,
325,2683,,
326,3248,,
327,4863,,
328,7655,,
329,3440,,
330,7449,,
331,2131,,
332,2378,,
333,2832,,
334,2212,,
335,3399,,
336,4384,,
337,4987,,
338,590,,
339,5010,,
340,3723,,
341,1124,,
342,335,,
343,332,,
344,2512,,
345,728,,
346,800,,
347,6276,,
348,1329,,
349,339,,
350,4623,,
351,1043,,
352,728,,
353,4863,,
354,7956,,
355,7790,,
356,6906,,
357,3484,,
358,2683,,
359,7258,,
360,6426,,
361,4053,,
362,7642,,
363,4189,,
364,5825,,
365,3512,,
366,1257,,
367,1124,,
368,7642,,
369,6276,,
370,7956,,
371,7557,,
372,150,,
373,5915,,
374,4308,,
375,3497,,
376,63,,
377,5106,,
378,7449,,
379,2777,,
380,5502,,
381,5695,,
382,2777,,
383,2817,,
384,1833,,
385,4987,,
386,5825,,
387,2378,,
388,3203,,
389,2378,,
390,1168,,
391,2777,,
392,5010,,
393,4717,,
394,5695,,
395,4308,,
396,1257,,
397,2499,,
398,3484,,
399,2816,,
400,728,,
401,332,,
402,5298,,
403,5024,,
404,4863,,
405,6696,,
406,7887,,
407,7213,,
408,4623,,
409,7956,,
410,2683,,
411,5024,,
412,6696,,
413,2022,,
414,3668,,
415,2320,,
416,2817,,
417,2809,,
418,2832,,
419,7620,,
420,5006,,
421,3248,,
422,5058,,
423,4384,,
424,4717,,
425,393,,
426,8021,,
427,3502,,
428,3484,,
429,1833,,
430,3512,,
431,3484,,
432,6335,,
433,3486,,
434,1043,,
435,4384,,
436,800,,
437,1786,,
438,2832,,
439,6009,,
440,1168,,
441,2777,,
442,5502,,
443,5106,,
444,6324,,
445,332,,
446,1910,,
447,728,,
448,335,,
449,6426,,
450,6324,,
451,2817,,
452,2131,,
453,2683,,
454,5168,,
455,4231,,
456,3723,,
457,869,,
458,3248,,
459,1910,,
460,3217,,
461,5010,,
462,6335,,
463,2378,,
464,2683,,
465,6696,,
466,3484,,
467,5966,,
468,339,,
469,2816,,
470,3355,,
471,3217,,
472,3484,,
473,5298,,
474,4231,,
475,3184,,
476,5915,,
477,298,,
478,8021,,
479,912,,
480,1168,,
481,4231,,
482,6335,,
483,5695,,
484,6335,,
485,5298,,
486,4964,,
487,6324,,
488,7470,,
489,5648,,
490,1786,,
491,2320,,
492,3497,,
493,7470,,
494,3248,,
495,2777,,
496,2131,,
497,4189,,
498,800,,
499,4836,,
500,7887,,
501,1297,,
502,3355,,
503,590,,
504,339,,
505,3440,,
506,5915,,
507,7367,,
508,7956,,
509,5106,,
510,1168,,
511,7620,,
512,6696,,
513,4308,,
514,6426,,
515,8021,,
516,1833,,
517,3486,,
518,335,,
519,728,,
520,5695,,
521,4863,,
522,5502,,
523,7233,,
524,5180,,
525,3497,,
526,3248,,
527,5695,,
528,3217,,
529,2148,,
530,4717,,
531,1257,,
532,5648,,
533,6696,,
534,2131,,
535,1388,,
536,7258,,
537,7946,,
538,1093,,
539,339,,
540,7470,,
541,3484,,
542,1170,,
543,1119,,
544,5185,,
545,7557,,
546,2148,,
547,6009,,
548,7470,,
549,2148,,
550,912,,
551,342,,
552,2816,,
553,6009,,
554,7887,,
555,7642,,
556,5966,,
557,4987,,
558,2131,,
559,1910,,
560,7449,,
561,1297,,
562,2378,,
563,2512,,
564,393,,
565,5106,,
566,1388,,
567,1093,,
568,332,,
569,5319,,
570,1511,,
571,6654,,
572,1910,,
573,4717,,
574,4574,,
575,150,,
576,5298,,
577,3399,,
578,2832,,
579,6906,,
580,2832,,
581,332,,
582,5024,,
583,2512,,
584,3355,,
585,3486,,
586,3248,,
587,912,,
588,2832,,
589,5502,,
590,4836,,
591,5502,,
592,2856,,
593,5010,,
594,6324,,
595,5058,,
596,6696,,
597,3512,,
598,1786,,
599,4253,,
600,3399,,
601,1168,,
602,2131,,
603,869,,
604,1329,,
605,1910,,
606,869,,
607,1119,,
608,6335,,
609,4836,,
610,4574,,
611,4096,,
612,298,,
613,1505,,
614,5180,,
615,2022,,
616,7229,,
617,5168,,
618,335,,
619,332,,
620,3248,,
621,7887,,
622,2832,,
623,1170,,
624,4189,,
625,3203,,
626,840,,
627,4863,,
628,2378,,
629,5502,,
630,2856,,
631,4053,,
632,5502,,
633,2856,,
634,2817,,
635,1124,,
636,3497,,
637,4964,,
638,4717,,
639,3203,,
640,6324,,
641,590,,
642,335,,
643,4053,,
644,5695,,
645,298,,
646,298,,
647,869,,
648,728,,
649,150,,
650,3497,,
651,2832,,
652,2320,,
653,2809,,
654,1043,,
655,3723,,
656,5168,,
657,3486,,
658,5502,,
659,6696,,
660,3484,,
661,7642,,
662,3203,,
663,5825,,
664,6009,,
665,1786,,
666,4053,,
667,912,,
668,3440,,
669,2022,,
670,332,,
671,7956,,
672,5319,,
673,2499,,
674,3217,,
675,7642,,
676,5319,,
677,912,,
678,3723,,
679,1910,,
680,150,,
681,7790,,
682,1511,,
683,7233,,
684,5168,,
685,2683,,
686,6696,,
687,3217,,
688,2212,,
689,5966,,
690,2832,,
691,7956,,
692,5502,,
693,5024,,
694,6426,,
695,2683,,
696,6324,,
697,1833,,
698,150,,
699,1093,,
700,2131,,
701,912,,
702,298,,
703,6270,,
704,5915,,
705,3486,,
706,7946,,
707,5298,,
708,1505,,
709,6426,,
710,1170,,
711,1505,,
712,3217,,
713,4717,,
714,7470,,
715,1168,,
716,840,,
717,2816,,
718,1833,,
719,4308,,
720,2022,,
721,5825,,
722,2683,,
723,6335,,
724,7233,,
725,5058,,
726,7233,,
727,2817,,
728,393,,
729,1786,,
730,2378,,
731,6906,,
732,5966,,
733,4717,,
734,2683,,
735,2683,,
736,3355,,
737,3723,,
738,869,,
739,5010,,
740,3486,,
741,2856,,
742,7642,,
743,5024,,
744,5966,,
745,1833,,
746,6276,,
747,1257,,
748,3502,,
749,7790,,
750,3668,,
751,4096,,
752,4623,,
753,3217,,
754,5185,,
755,5502,,
756,6696,,
757,1910,,
758,1329,,
759,2856,,
760,1043,,
761,1252,,
762,2856,,
763,5648,,
764,8021,,
765,840,,
766,4384,,
767,1043,,
768,3440,,
769,5168,,
770,800,,
771,332,,
772,4623,,
773,2683,,
774,5502,,
775,7620,,
776,1093,,
777,6276,,
778,3723,,
779,7367,,
780,3723,,
781,7946,,
782,8021,,
783,1329,,
784,2499,,
785,4308,,
786,3399,,
787,3723,,
788,5168,,
789,2200,,
790,6654,,
791,1119,,
792,4053,,
793,1511,,
794,6270,,
795,1910,,
796,728,,
797,2007,,
798,4308,,
799,4987,,
800,5024,,
801,8021,,
802,1093,,
803,2131,,
804,1297,,
805,1297,,
806,2816,,
807,7620,,
808,1833,,
809,7258,,
810,3484,,
811,5502,,
812,3484,,
813,2509,,
814,5058,,
815,1505,,
816,2200,,
817,4574,,
818,1093,,
819,4623,,
820,4964,,
821,2378,,
822,1786,,
823,4987,,
824,728,,
825,63,,
826,335,,
827,3497,,
828,7449,,
829,3502,,
830,2200,,
831,1833,,
832,3399,,
833,1833,,
834,2200,,
835,869,,
836,1505,,
837,1329,,
838,3502,,
839,5648,,
840,1388,,
841,4308,,
842,2816,,
843,2856,,
844,1297,,
845,3723,,
846,2148,,
847,2212,,
848,4987,,
849,869,,
850,869,,
851,6270,,
852,1833,,
853,5825,,
854,840,,
855,6270,,
856,1511,,
857,7642,,
858,2816,,
859,6906,,
860,6426,,
861,7470,,
862,3512,,
863,4717,,
864,2512,,
865,5168,,
866,1786,,
867,3399,,
868,1786,,
869,7229,,
870,4863,,
871,342,,
872,1329,,
873,3399,,
874,2001,,
875,5010,,
876,7887,,
877,2212,,
878,5024,,
879,2001,,
880,4574,,
881,2378,,
882,5185,,
883,5185,,
884,4384,,
885,339,,
886,7449,,
887,2777,,
888,2512,,
889,4964,,
890,3668,,
891,3484,,
892,6324,,
893,4964,,
894,7229,,
895,3502,,
896,840,,
897,4717,,
898,7258,,
899,4253,,
900,4308,,
901,5966,,
902,3355,,
903,3668,,
904,1505,,
905,3497,,
906,728,,
907,7470,,
908,7790,,
909,590,,
910,3248,,
911,1257,,
912,7790,,
913,6270,,
914,1297,,
915,7470,,
916,7258,,
917,2809,,
918,393,,
919,6696,,
920,3248,,
921,1833,,
922,1833,,
923,332,,
924,332,,
925,342,,
926,2007,,
927,332,,
928,4987,,
929,3355,,
930,4623,,
931,1124,,
932,6696,,
933,1252,,
934,2499,,
935,4836,,
936,1388,,
937,2832,,
938,6906,,
939,1297,,
940,4717,,
941,4308,,
942,1119,,
943,5825,,
944,3440,,
945,4623,,
946,8021,,
947,2777,,
948,4964,,
949,342,,
950,7887,,
951,2683,,
952,912,,
953,3355,,
954,5006,,
955,5180,,
956,1505,,
957,2007,,
958,4863,,
959,3203,,
960,4308,,
961,3399,,
962,869,,
963,6426,,
964,2817,,
965,5915,,
966,3440,,
967,3502,,
968,800,,
969,728,,
970,2499,,
971,3248,,
972,5319,,
973,2320,,
974,2817,,
975,3497,,
976,1043,,
977,2832,,
978,5058,,
979,5695,,
980,4308,,
981,1297,,
982,5502,,
983,1124,,
984,1119,,
985,1910,,
986,7557,,
987,7956,,
988,393,,
989,1257,,
990,3723,,
991,4096,,
992,1833,,
993,1124,,
994,5106,,
995,2212,,
996,63,,
997,7790,,
998,3217,,
999,5058,,
