u,i1,i2,nl
50,,,"[47.2, 3.0, 1.0, 3.0, 4.0, 4.0, 1.0]"
51,,,"[144.7, 11.0, 32.0, 30.0, 3.0, 20.0, 6.0]"
52,,,"[223.9, 8.0, 18.0, 10.0, 11.0, 15.0, 12.0]"
53,,,"[22.5, 3.0, 0.0, 4.0, 1.0, 2.0, 0.0]"
54,,,"[1039.6, 70.0, 367.0, 25.0, 29.0, 138.0, 48.0]"
55,,,"[19.9, 0.0, 7.0, 32.0, 1.0, 0.0, 1.0]"
56,,,"[58.6, 4.0, 15.0, 8.0, 3.0, 1.0, 2.0]"
57,,,"[56.2, 1.0, 4.0, 4.0, 15.0, 1.0, 0.0]"
58,,,"[115.5, 2.0, 7.0, 4.0, 7.0, 1.0, 7.0]"
59,,,"[634.9, 40.0, 37.0, 18.0, 141.0, 19.0, 6.0]"
60,,,"[507.1, 45.0, 20.0, 27.0, 77.0, 73.0, 7.0]"
61,,,"[281.3, 17.0, 13.0, 16.0, 39.0, 17.0, 7.0]"
62,,,"[658.2, 45.0, 151.0, 35.0, 24.0, 72.0, 29.0]"
63,,,"[658.2, 45.0, 151.0, 35.0, 24.0, 72.0, 29.0]"
64,,,"[89.2, 9.0, 22.0, 17.0, 5.0, 12.0, 2.0]"
65,,,"[79.5, 8.0, 16.0, 8.0, 2.0, 3.0, 2.0]"
66,,,"[658.2, 45.0, 151.0, 35.0, 24.0, 72.0, 29.0]"
67,,,"[46.2, 0.0, 1.0, 3.0, 3.0, 0.0, 3.0]"
68,,,"[155.4, 12.0, 38.0, 17.0, 13.0, 22.0, 5.0]"
69,,,"[55.9, 7.0, 5.0, 18.0, 2.0, 14.0, 1.0]"
70,,,"[108.0, 11.0, 26.0, 12.0, 4.0, 5.0, 3.0]"
71,,,"[11.9, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0]"
72,,,"[29.0, 1.0, 2.0, 4.0, 8.0, 0.0, 0.0]"
73,,,"[116.7, 10.0, 5.0, 14.0, 9.0, 13.0, 2.0]"
74,,,"[322.9, 19.0, 18.0, 19.0, 42.0, 23.0, 11.0]"
75,,,"[147.9, 13.0, 1.0, 26.0, 31.0, 23.0, 0.0]"
76,,,"[183.2, 3.0, 115.0, 5.0, 19.0, 6.0, 10.0]"
77,,,"[35.9, 0.0, 13.0, 1.0, 5.0, 0.0, 2.0]"
78,,,"[102.4, 5.0, 44.0, 0.0, 4.0, 2.0, 5.0]"
79,,,"[878.6, 14.0, 9.0, 61.0, 64.0, 6.0, 53.0]"
80,,,"[172.9, 8.0, 17.0, 6.0, 8.0, 6.0, 9.0]"
81,,,"[84.2, 7.0, 25.0, 3.0, 4.0, 3.0, 2.0]"
82,,,"[35.8, 1.0, 25.0, 0.0, 1.0, 0.0, 2.0]"
83,,,"[183.2, 3.0, 115.0, 5.0, 19.0, 6.0, 10.0]"
84,,,"[524.5, 40.0, 195.0, 13.0, 12.0, 49.0, 24.0]"
85,,,"[91.6, 4.0, 37.0, 4.0, 7.0, 2.0, 5.0]"
86,,,"[36.5, 0.0, 16.0, 0.0, 3.0, 0.0, 2.0]"
87,,,"[48.3, 0.0, 35.0, 5.0, 2.0, 0.0, 3.0]"
88,,,"[135.9, 7.0, 23.0, 50.0, 4.0, 3.0, 7.0]"
89,,,"[58.3, 0.0, 49.0, 0.0, 2.0, 0.0, 4.0]"
90,,,"[221.0, 5.0, 119.0, 0.0, 2.0, 11.0, 10.0]"
91,,,"[154.2, 0.0, 145.0, 0.0, 0.0, 0.0, 13.0]"
92,,,"[306.0, 18.0, 105.0, 3.0, 13.0, 23.0, 16.0]"
93,,,"[14.9, 0.0, 6.0, 12.0, 1.0, 0.0, 1.0]"
94,,,"[8.7, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
95,,,"[131.2, 1.0, 63.0, 20.0, 24.0, 1.0, 5.0]"
96,,,"[154.8, 11.0, 42.0, 1.0, 3.0, 22.0, 6.0]"
97,,,"[11.9, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0]"
98,,,"[84.1, 0.0, 42.0, 0.0, 0.0, 0.0, 4.0]"
99,,,"[156.2, 5.0, 4.0, 0.0, 5.0, 1.0, 9.0]"
100,,,"[46.1, 1.0, 0.0, 3.0, 4.0, 1.0, 1.0]"
101,,,"[206.7, 14.0, 4.0, 29.0, 20.0, 22.0, 7.0]"
102,,,"[301.1, 31.0, 11.0, 25.0, 22.0, 29.0, 7.0]"
103,,,"[58.5, 2.0, 26.0, 16.0, 6.0, 1.0, 2.0]"
104,,,"[105.5, 6.0, 33.0, 1.0, 2.0, 12.0, 5.0]"
105,,,"[22.5, 3.0, 0.0, 4.0, 1.0, 2.0, 0.0]"
106,,,"[170.1, 13.0, 43.0, 0.0, 7.0, 14.0, 7.0]"
107,,,"[36.0, 3.0, 0.0, 2.0, 6.0, 5.0, 0.0]"
108,,,"[16.1, 1.0, 7.0, 0.0, 0.0, 2.0, 0.0]"
109,,,"[61.8, 0.0, 42.0, 7.0, 0.0, 0.0, 5.0]"
110,,,"[58.3, 0.0, 49.0, 0.0, 2.0, 0.0, 4.0]"
111,,,"[268.0, 22.0, 45.0, 14.0, 18.0, 29.0, 8.0]"
112,,,"[54.6, 7.0, 0.0, 10.0, 2.0, 14.0, 0.0]"
113,,,"[306.2, 8.0, 193.0, 2.0, 3.0, 23.0, 21.0]"
114,,,"[46.2, 0.0, 1.0, 3.0, 3.0, 0.0, 3.0]"
115,,,"[160.1, 6.0, 52.0, 11.0, 5.0, 3.0, 9.0]"
116,,,"[150.7, 11.0, 29.0, 6.0, 5.0, 11.0, 6.0]"
117,,,"[150.7, 11.0, 29.0, 6.0, 5.0, 11.0, 6.0]"
118,,,"[112.5, 4.0, 11.0, 14.0, 34.0, 4.0, 1.0]"
119,,,"[150.7, 11.0, 29.0, 6.0, 5.0, 11.0, 6.0]"
120,,,"[150.7, 11.0, 29.0, 6.0, 5.0, 11.0, 6.0]"
121,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
122,,,"[70.8, 8.0, 2.0, 11.0, 8.0, 17.0, 0.0]"
123,,,"[150.7, 11.0, 29.0, 6.0, 5.0, 11.0, 6.0]"
124,,,"[2.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
125,,,"[79.6, 0.0, 56.0, 0.0, 1.0, 0.0, 6.0]"
126,,,"[337.1, 14.0, 25.0, 19.0, 45.0, 6.0, 12.0]"
127,,,"[356.4, 25.0, 19.0, 28.0, 20.0, 47.0, 14.0]"
128,,,"[147.8, 5.0, 7.0, 49.0, 5.0, 2.0, 8.0]"
129,,,"[225.1, 23.0, 67.0, 1.0, 4.0, 44.0, 7.0]"
130,,,"[38.7, 0.0, 38.0, 1.0, 0.0, 0.0, 3.0]"
131,,,"[85.6, 8.0, 8.0, 1.0, 1.0, 16.0, 2.0]"
132,,,"[65.8, 7.0, 15.0, 0.0, 3.0, 12.0, 2.0]"
133,,,"[348.9, 10.0, 11.0, 13.0, 15.0, 5.0, 21.0]"
134,,,"[1466.3, 111.0, 319.0, 46.0, 182.0, 178.0, 37.0]"
135,,,"[210.2, 20.0, 16.0, 7.0, 14.0, 41.0, 6.0]"
136,,,"[145.8, 12.0, 2.0, 0.0, 7.0, 5.0, 5.0]"
137,,,"[54.6, 7.0, 0.0, 10.0, 2.0, 14.0, 0.0]"
138,,,"[78.3, 0.0, 38.0, 6.0, 4.0, 0.0, 6.0]"
139,,,"[56.7, 3.0, 37.0, 0.0, 0.0, 2.0, 3.0]"
140,,,"[170.5, 15.0, 5.0, 14.0, 5.0, 31.0, 5.0]"
141,,,"[52.1, 0.0, 48.0, 0.0, 0.0, 0.0, 4.0]"
142,,,"[154.2, 0.0, 145.0, 0.0, 0.0, 0.0, 13.0]"
143,,,"[59.7, 10.0, 0.0, 0.0, 0.0, 4.0, 0.0]"
144,,,"[377.4, 44.0, 7.0, 17.0, 27.0, 58.0, 4.0]"
145,,,"[436.4, 21.0, 29.0, 18.0, 63.0, 30.0, 14.0]"
146,,,"[19.7, 0.0, 10.0, 2.0, 3.0, 0.0, 0.0]"
147,,,"[342.2, 7.0, 59.0, 24.0, 32.0, 3.0, 20.0]"
148,,,"[441.4, 24.0, 21.0, 2.0, 24.0, 12.0, 21.0]"
149,,,"[151.5, 10.0, 14.0, 2.0, 10.0, 6.0, 6.0]"
150,,,"[47.2, 3.0, 14.0, 1.0, 5.0, 6.0, 1.0]"
151,,,"[47.2, 3.0, 14.0, 1.0, 5.0, 6.0, 1.0]"
152,,,"[47.2, 3.0, 14.0, 1.0, 5.0, 6.0, 1.0]"
153,,,"[47.2, 3.0, 14.0, 1.0, 5.0, 6.0, 1.0]"
154,,,"[65.4, 5.0, 18.0, 55.0, 2.0, 2.0, 2.0]"
155,,,"[106.5, 5.0, 38.0, 2.0, 3.0, 9.0, 5.0]"
156,,,"[100.9, 11.0, 2.0, 12.0, 11.0, 23.0, 0.0]"
157,,,"[151.5, 23.0, 5.0, 5.0, 4.0, 48.0, 0.0]"
158,,,"[345.0, 33.0, 13.0, 28.0, 16.0, 59.0, 10.0]"
159,,,"[139.7, 10.0, 51.0, 3.0, 3.0, 16.0, 6.0]"
160,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
161,,,"[421.4, 35.0, 10.0, 31.0, 83.0, 59.0, 3.0]"
162,,,"[54.6, 7.0, 0.0, 10.0, 2.0, 14.0, 0.0]"
163,,,"[217.1, 13.0, 75.0, 11.0, 6.0, 20.0, 10.0]"
164,,,"[54.6, 7.0, 0.0, 10.0, 2.0, 14.0, 0.0]"
165,,,"[88.7, 11.0, 4.0, 8.0, 6.0, 9.0, 0.0]"
166,,,"[121.6, 5.0, 15.0, 0.0, 17.0, 2.0, 5.0]"
167,,,"[121.6, 5.0, 15.0, 0.0, 17.0, 2.0, 5.0]"
168,,,"[83.8, 8.0, 11.0, 4.0, 2.0, 5.0, 2.0]"
169,,,"[26.8, 1.0, 9.0, 0.0, 1.0, 0.0, 1.0]"
170,,,"[65.4, 5.0, 18.0, 55.0, 2.0, 2.0, 2.0]"
171,,,"[94.6, 7.0, 27.0, 2.0, 3.0, 8.0, 3.0]"
172,,,"[19.9, 0.0, 7.0, 32.0, 1.0, 0.0, 1.0]"
173,,,"[30.4, 0.0, 12.0, 49.0, 2.0, 0.0, 2.0]"
174,,,"[30.4, 0.0, 12.0, 49.0, 2.0, 0.0, 2.0]"
175,,,"[93.0, 9.0, 20.0, 11.0, 3.0, 18.0, 3.0]"
176,,,"[30.4, 0.0, 12.0, 49.0, 2.0, 0.0, 2.0]"
177,,,"[30.4, 0.0, 12.0, 49.0, 2.0, 0.0, 2.0]"
178,,,"[30.4, 0.0, 12.0, 49.0, 2.0, 0.0, 2.0]"
179,,,"[72.6, 0.0, 70.0, 0.0, 0.0, 0.0, 6.0]"
180,,,"[120.5, 2.0, 3.0, 0.0, 6.0, 5.0, 7.0]"
181,,,"[47.2, 4.0, 8.0, 4.0, 1.0, 9.0, 1.0]"
182,,,"[217.9, 24.0, 13.0, 23.0, 12.0, 27.0, 4.0]"
183,,,"[174.0, 21.0, 49.0, 0.0, 0.0, 8.0, 4.0]"
184,,,"[30.7, 2.0, 4.0, 0.0, 0.0, 1.0, 1.0]"
185,,,"[165.6, 8.0, 68.0, 11.0, 4.0, 6.0, 8.0]"
186,,,"[456.2, 59.0, 13.0, 0.0, 21.0, 36.0, 7.0]"
187,,,"[62.1, 5.0, 2.0, 5.0, 8.0, 10.0, 1.0]"
188,,,"[54.8, 4.0, 16.0, 1.0, 6.0, 6.0, 1.0]"
189,,,"[29.8, 0.0, 9.0, 0.0, 1.0, 0.0, 2.0]"
190,,,"[90.0, 4.0, 49.0, 1.0, 5.0, 1.0, 5.0]"
191,,,"[116.3, 5.0, 40.0, 3.0, 3.0, 10.0, 6.0]"
192,,,"[359.1, 29.0, 5.0, 41.0, 51.0, 36.0, 6.0]"
193,,,"[21.7, 0.0, 6.0, 0.0, 2.0, 0.0, 1.0]"
194,,,"[1041.1, 24.0, 2.0, 48.0, 54.0, 11.0, 64.0]"
195,,,"[206.0, 8.0, 102.0, 5.0, 3.0, 17.0, 12.0]"
196,,,"[222.2, 12.0, 79.0, 8.0, 4.0, 24.0, 12.0]"
197,,,"[275.6, 18.0, 32.0, 27.0, 52.0, 23.0, 5.0]"
198,,,"[401.7, 28.0, 198.0, 12.0, 7.0, 62.0, 19.0]"
199,,,"[132.6, 11.0, 32.0, 3.0, 4.0, 10.0, 5.0]"
200,,,"[194.8, 2.0, 0.0, 0.0, 7.0, 1.0, 13.0]"
201,,,"[401.7, 28.0, 198.0, 12.0, 7.0, 62.0, 19.0]"
202,,,"[194.7, 18.0, 3.0, 15.0, 18.0, 25.0, 3.0]"
203,,,"[70.7, 11.0, 0.0, 2.0, 0.0, 24.0, 0.0]"
204,,,"[68.3, 6.0, 7.0, 4.0, 8.0, 6.0, 1.0]"
205,,,"[225.1, 22.0, 21.0, 13.0, 23.0, 25.0, 3.0]"
206,,,"[225.1, 22.0, 21.0, 13.0, 23.0, 25.0, 3.0]"
207,,,"[109.8, 5.0, 34.0, 15.0, 11.0, 9.0, 5.0]"
208,,,"[27.9, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0]"
209,,,"[223.9, 8.0, 18.0, 10.0, 11.0, 15.0, 12.0]"
210,,,"[427.2, 2.0, 54.0, 27.0, 57.0, 1.0, 25.0]"
211,,,"[131.8, 3.0, 94.0, 0.0, 1.0, 7.0, 9.0]"
212,,,"[126.9, 2.0, 8.0, 24.0, 8.0, 1.0, 7.0]"
213,,,"[638.6, 72.0, 0.0, 32.0, 99.0, 61.0, 0.0]"
214,,,"[235.6, 24.0, 13.0, 34.0, 21.0, 49.0, 4.0]"
215,,,"[457.6, 35.0, 139.0, 17.0, 11.0, 76.0, 19.0]"
216,,,"[118.8, 3.0, 74.0, 0.0, 2.0, 1.0, 8.0]"
217,,,"[457.6, 35.0, 139.0, 17.0, 11.0, 76.0, 19.0]"
218,,,"[123.4, 11.0, 9.0, 8.0, 4.0, 5.0, 4.0]"
219,,,"[172.9, 8.0, 17.0, 6.0, 8.0, 6.0, 9.0]"
220,,,"[47.0, 0.0, 4.0, 0.0, 3.0, 0.0, 3.0]"
221,,,"[19.9, 0.0, 7.0, 32.0, 1.0, 0.0, 1.0]"
222,,,"[34.3, 2.0, 10.0, 1.0, 0.0, 1.0, 1.0]"
223,,,"[328.0, 23.0, 18.0, 38.0, 75.0, 12.0, 3.0]"
224,,,"[599.9, 44.0, 1.0, 11.0, 156.0, 64.0, 0.0]"
225,,,"[384.1, 24.0, 132.0, 12.0, 8.0, 26.0, 18.0]"
226,,,"[29.4, 0.0, 23.0, 4.0, 0.0, 0.0, 2.0]"
227,,,"[262.9, 23.0, 95.0, 6.0, 6.0, 40.0, 9.0]"
228,,,"[599.9, 44.0, 1.0, 11.0, 156.0, 64.0, 0.0]"
229,,,"[599.9, 44.0, 1.0, 11.0, 156.0, 64.0, 0.0]"
230,,,"[143.3, 10.0, 59.0, 1.0, 4.0, 15.0, 6.0]"
231,,,"[115.0, 8.0, 34.0, 4.0, 7.0, 7.0, 5.0]"
232,,,"[334.7, 27.0, 7.0, 29.0, 62.0, 47.0, 4.0]"
233,,,"[240.9, 13.0, 41.0, 51.0, 48.0, 3.0, 5.0]"
234,,,"[33.5, 0.0, 23.0, 21.0, 2.0, 0.0, 2.0]"
235,,,"[43.6, 0.0, 31.0, 48.0, 1.0, 0.0, 3.0]"
236,,,"[3.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
237,,,"[61.8, 0.0, 42.0, 7.0, 0.0, 0.0, 5.0]"
238,,,"[90.1, 7.0, 13.0, 1.0, 4.0, 14.0, 3.0]"
239,,,"[56.2, 3.0, 18.0, 1.0, 2.0, 4.0, 2.0]"
240,,,"[58.6, 4.0, 15.0, 8.0, 3.0, 1.0, 2.0]"
241,,,"[26.2, 1.0, 0.0, 1.0, 4.0, 1.0, 0.0]"
242,,,"[2.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
243,,,"[23.1, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0]"
244,,,"[54.2, 4.0, 3.0, 3.0, 8.0, 2.0, 1.0]"
245,,,"[3.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
246,,,"[80.6, 3.0, 36.0, 1.0, 4.0, 2.0, 5.0]"
247,,,"[34.8, 1.0, 1.0, 3.0, 3.0, 2.0, 1.0]"
248,,,"[8.9, 0.0, 7.0, 1.0, 0.0, 0.0, 0.0]"
249,,,"[36.8, 0.0, 13.0, 16.0, 2.0, 0.0, 2.0]"
250,,,"[178.8, 23.0, 0.0, 13.0, 16.0, 47.0, 0.0]"
251,,,"[8.8, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
252,,,"[396.4, 30.0, 11.0, 43.0, 32.0, 26.0, 12.0]"
253,,,"[319.1, 22.0, 42.0, 39.0, 21.0, 32.0, 12.0]"
254,,,"[194.9, 14.0, 51.0, 6.0, 4.0, 6.0, 8.0]"
255,,,"[722.7, 35.0, 255.0, 13.0, 15.0, 98.0, 42.0]"
256,,,"[300.5, 10.0, 2.0, 14.0, 20.0, 13.0, 17.0]"
257,,,"[300.5, 10.0, 2.0, 14.0, 20.0, 13.0, 17.0]"
258,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
259,,,"[3.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
260,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
261,,,"[312.8, 18.0, 31.0, 5.0, 14.0, 33.0, 15.0]"
262,,,"[58.6, 4.0, 15.0, 8.0, 3.0, 1.0, 2.0]"
263,,,"[58.6, 4.0, 15.0, 8.0, 3.0, 1.0, 2.0]"
264,,,"[41.9, 4.0, 9.0, 0.0, 3.0, 2.0, 1.0]"
265,,,"[54.6, 7.0, 0.0, 10.0, 2.0, 14.0, 0.0]"
266,,,"[57.3, 0.0, 43.0, 0.0, 0.0, 0.0, 5.0]"
267,,,"[7.9, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
268,,,"[114.2, 1.0, 5.0, 11.0, 30.0, 1.0, 2.0]"
269,,,"[4524.1, 580.0, 240.0, 161.0, 384.0, 315.0, 53.0]"
270,,,"[99.2, 2.0, 23.0, 3.0, 13.0, 5.0, 6.0]"
271,,,"[135.3, 18.0, 6.0, 4.0, 1.0, 38.0, 0.0]"
272,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
273,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
274,,,"[101.0, 5.0, 25.0, 1.0, 6.0, 10.0, 4.0]"
275,,,"[7.9, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
276,,,"[175.1, 12.0, 91.0, 2.0, 0.0, 24.0, 9.0]"
277,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
278,,,"[39.8, 3.0, 18.0, 0.0, 0.0, 6.0, 1.0]"
279,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
280,,,"[217.7, 17.0, 1.0, 13.0, 51.0, 18.0, 0.0]"
281,,,"[107.4, 0.0, 45.0, 0.0, 1.0, 0.0, 9.0]"
282,,,"[137.2, 10.0, 74.0, 0.0, 4.0, 20.0, 6.0]"
283,,,"[168.6, 20.0, 12.0, 1.0, 5.0, 18.0, 4.0]"
284,,,"[201.1, 6.0, 29.0, 25.0, 36.0, 8.0, 7.0]"
285,,,"[144.7, 11.0, 32.0, 30.0, 3.0, 20.0, 6.0]"
286,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
287,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
288,,,"[167.1, 4.0, 18.0, 9.0, 11.0, 3.0, 9.0]"
289,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
290,,,"[179.9, 9.0, 32.0, 36.0, 26.0, 16.0, 6.0]"
291,,,"[79.5, 8.0, 16.0, 8.0, 2.0, 3.0, 2.0]"
292,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
293,,,"[7.9, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
294,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
295,,,"[17.8, 0.0, 8.0, 2.0, 2.0, 0.0, 1.0]"
296,,,"[68.3, 6.0, 7.0, 4.0, 8.0, 6.0, 1.0]"
297,,,"[391.4, 50.0, 21.0, 28.0, 16.0, 29.0, 6.0]"
298,,,"[243.0, 17.0, 82.0, 18.0, 18.0, 23.0, 9.0]"
299,,,"[115.0, 8.0, 34.0, 4.0, 7.0, 7.0, 5.0]"
300,,,"[453.1, 25.0, 226.0, 17.0, 9.0, 27.0, 24.0]"
301,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
302,,,"[612.1, 26.0, 14.0, 30.0, 91.0, 40.0, 22.0]"
303,,,"[140.7, 13.0, 4.0, 28.0, 24.0, 23.0, 0.0]"
304,,,"[294.3, 30.0, 8.0, 14.0, 7.0, 14.0, 8.0]"
305,,,"[25.3, 0.0, 12.0, 11.0, 4.0, 1.0, 1.0]"
306,,,"[98.2, 10.0, 12.0, 1.0, 2.0, 17.0, 2.0]"
307,,,"[70.8, 2.0, 30.0, 12.0, 7.0, 4.0, 4.0]"
308,,,"[254.1, 30.0, 29.0, 7.0, 9.0, 13.0, 5.0]"
309,,,"[245.1, 7.0, 7.0, 28.0, 83.0, 6.0, 1.0]"
310,,,"[55.1, 6.0, 3.0, 1.0, 1.0, 8.0, 1.0]"
311,,,"[61.8, 0.0, 42.0, 7.0, 0.0, 0.0, 5.0]"
312,,,"[273.5, 9.0, 86.0, 6.0, 6.0, 18.0, 17.0]"
313,,,"[112.8, 1.0, 30.0, 4.0, 8.0, 1.0, 8.0]"
314,,,"[65.1, 5.0, 3.0, 5.0, 12.0, 8.0, 0.0]"
315,,,"[135.3, 18.0, 6.0, 4.0, 1.0, 38.0, 0.0]"
316,,,"[63.5, 4.0, 28.0, 3.0, 1.0, 10.0, 2.0]"
317,,,"[211.3, 10.0, 28.0, 16.0, 5.0, 5.0, 11.0]"
318,,,"[351.2, 36.0, 3.0, 20.0, 35.0, 70.0, 5.0]"
319,,,"[21.3, 0.0, 7.0, 0.0, 2.0, 0.0, 1.0]"
320,,,"[53.7, 0.0, 26.0, 30.0, 3.0, 0.0, 4.0]"
321,,,"[134.6, 7.0, 35.0, 4.0, 5.0, 14.0, 6.0]"
322,,,"[154.2, 0.0, 145.0, 0.0, 0.0, 0.0, 13.0]"
323,,,"[83.8, 8.0, 11.0, 4.0, 2.0, 5.0, 2.0]"
324,,,"[101.1, 13.0, 6.0, 0.0, 2.0, 6.0, 2.0]"
325,,,"[86.3, 8.0, 12.0, 4.0, 4.0, 4.0, 2.0]"
326,,,"[23.1, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0]"
327,,,"[79.8, 3.0, 0.0, 12.0, 5.0, 1.0, 4.0]"
328,,,"[21.8, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
329,,,"[2161.0, 154.0, 1083.0, 32.0, 66.0, 93.0, 102.0]"
330,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
331,,,"[244.3, 21.0, 4.0, 0.0, 5.0, 9.0, 9.0]"
