u,i1,i2,nl
122,728.0,,
123,150.0,,
124,4863.0,,
125,,2499.0,
126,,2499.0,
127,,6906.0,
128,,6696.0,
129,,5006.0,
130,,4574.0,
131,,4717.0,
132,,4253.0,
133,,2499.0,
134,,5006.0,
135,,332.0,
136,,5010.0,
137,,7213.0,
138,,7655.0,
139,,2683.0,
140,,7655.0,
141,,5648.0,
142,,3203.0,
143,,3723.0,
144,,6906.0,
145,,2499.0,
146,,63.0,
147,,2499.0,
148,,2499.0,
149,,2499.0,
150,,7655.0,
151,,3184.0,
152,,4717.0,
153,,2499.0,
154,,332.0,
155,,5006.0,
156,,3184.0,
157,,5006.0,
158,,6906.0,
159,,7449.0,
160,,2499.0,
161,,6906.0,
162,,4717.0,
163,,2499.0,
164,,1833.0,
165,,800.0,
166,,6906.0,
167,,2499.0,
168,,800.0,
169,,800.0,
170,,332.0,
171,,63.0,
172,,7449.0,
173,,5010.0,
174,,5010.0,
175,,7449.0,
176,,4253.0,
177,,3184.0,
178,,5010.0,
179,,1168.0,
180,,2499.0,
181,,4717.0,
182,,3203.0,
183,,3203.0,
184,,6696.0,
185,,5006.0,
186,,2499.0,
187,,3203.0,
188,,6276.0,
189,,6335.0,
190,,1511.0,
191,,5319.0,
192,,3203.0,
193,,3497.0,
194,,5010.0,
195,,2499.0,
196,,3203.0,
197,,5010.0,
198,,6906.0,
199,,6906.0,
200,,2683.0,
201,,2499.0,
202,,2499.0,
203,,5319.0,
204,,4717.0,
205,,2499.0,
206,,2499.0,
207,,3184.0,
208,,1252.0,
209,,3203.0,
210,,7655.0,
211,,63.0,
212,,5319.0,
213,,5010.0,
214,,2499.0,
215,,4717.0,
216,,6906.0,
217,,2499.0,
218,,2683.0,
219,,3203.0,
220,,1168.0,
221,,6335.0,
222,,2499.0,
223,,2499.0,
224,,2499.0,
225,,5006.0,
226,,3184.0,
227,,2499.0,
228,,5010.0,
229,,2499.0,
230,,3203.0,
231,,5319.0,
232,,5006.0,
233,,2499.0,
234,,63.0,
235,,1257.0,
236,,5648.0,
237,,7655.0,
238,,3184.0,
239,,6335.0,
240,,4717.0,
241,,3502.0,
242,,4253.0,
243,,7449.0,
244,,1168.0,
245,,1093.0,
246,,5319.0,
247,,335.0,
248,,335.0,
249,,332.0,
250,,,"[178.8, 23.0, 0.0, 13.0, 16.0, 47.0, 0.0]"
251,,,"[212.2, 15.0, 80.0, 1.0, 9.0, 4.0, 10.0]"
252,,,"[114.7, 8.0, 7.0, 10.0, 23.0, 7.0, 1.0]"
253,,,"[528.0, 28.0, 249.0, 22.0, 16.0, 30.0, 29.0]"
254,,,"[722.7, 35.0, 255.0, 13.0, 15.0, 98.0, 42.0]"
255,,,"[722.7, 35.0, 255.0, 13.0, 15.0, 98.0, 42.0]"
256,,,"[300.5, 10.0, 2.0, 14.0, 20.0, 13.0, 17.0]"
257,,,"[300.5, 10.0, 2.0, 14.0, 20.0, 13.0, 17.0]"
258,,,"[384.5, 40.0, 3.0, 25.0, 54.0, 33.0, 2.0]"
259,,,"[1817.3, 88.0, 60.0, 45.0, 601.0, 113.0, 10.0]"
260,,,"[955.7, 95.0, 53.0, 94.0, 84.0, 191.0, 21.0]"
261,,,"[326.4, 14.0, 99.0, 14.0, 11.0, 25.0, 18.0]"
262,,,"[4072.8, 339.0, 1383.0, 48.0, 89.0, 218.0, 170.0]"
263,,,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
264,,,"[1389.5, 185.0, 53.0, 45.0, 56.0, 264.0, 16.0]"
265,,,"[988.1, 122.0, 71.0, 93.0, 64.0, 112.0, 14.0]"
266,,,"[2173.9, 140.0, 1013.0, 33.0, 41.0, 171.0, 107.0]"
267,,,"[1040.7, 75.0, 17.0, 38.0, 106.0, 123.0, 31.0]"
268,,,"[4411.6, 271.0, 1413.0, 118.0, 131.0, 514.0, 215.0]"
269,,,"[383.8, 33.0, 9.0, 43.0, 66.0, 30.0, 4.0]"
270,,,"[551.7, 70.0, 12.0, 68.0, 54.0, 143.0, 4.0]"
271,,,"[854.8, 69.0, 61.0, 16.0, 17.0, 50.0, 36.0]"
272,,,"[1389.5, 185.0, 53.0, 45.0, 56.0, 264.0, 16.0]"
273,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
274,,,"[6181.5, 486.0, 2144.0, 232.0, 162.0, 301.0, 263.0]"
275,,,"[3137.9, 254.0, 231.0, 341.0, 207.0, 348.0, 103.0]"
276,,,"[1882.5, 155.0, 675.0, 77.0, 115.0, 312.0, 66.0]"
277,,,"[265.8, 17.0, 27.0, 11.0, 55.0, 9.0, 4.0]"
278,,,"[542.5, 36.0, 32.0, 41.0, 81.0, 42.0, 12.0]"
279,,,"[594.1, 66.0, 8.0, 68.0, 75.0, 114.0, 4.0]"
280,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
281,,,"[947.1, 98.0, 50.0, 82.0, 42.0, 189.0, 25.0]"
282,,,"[1682.7, 197.0, 20.0, 123.0, 201.0, 371.0, 10.0]"
283,,,"[977.4, 120.0, 2.0, 9.0, 126.0, 92.0, 0.0]"
284,,,"[765.3, 52.0, 355.0, 22.0, 12.0, 49.0, 37.0]"
285,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
286,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
287,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
288,,,"[843.4, 39.0, 78.0, 98.0, 112.0, 61.0, 31.0]"
289,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
290,,,"[528.3, 34.0, 198.0, 23.0, 12.0, 67.0, 26.0]"
291,,,"[3118.2, 191.0, 1021.0, 138.0, 89.0, 81.0, 155.0]"
292,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
293,,,"[1028.0, 122.0, 2.0, 13.0, 143.0, 103.0, 0.0]"
294,,,"[230.5, 21.0, 75.0, 6.0, 4.0, 39.0, 8.0]"
295,,,"[948.5, 81.0, 236.0, 37.0, 23.0, 150.0, 36.0]"
296,,,"[1135.6, 127.0, 8.0, 8.0, 81.0, 97.0, 15.0]"
297,,,"[1345.3, 95.0, 508.0, 43.0, 26.0, 186.0, 64.0]"
298,,,"[453.1, 25.0, 226.0, 17.0, 9.0, 27.0, 24.0]"
299,,,"[476.7, 47.0, 40.0, 26.0, 69.0, 38.0, 5.0]"
300,,,"[453.1, 25.0, 226.0, 17.0, 9.0, 27.0, 24.0]"
301,,,"[578.6, 35.0, 16.0, 29.0, 92.0, 18.0, 13.0]"
302,,,"[117.8, 9.0, 11.0, 26.0, 7.0, 6.0, 4.0]"
303,,,"[642.4, 51.0, 180.0, 21.0, 17.0, 92.0, 26.0]"
304,,,"[3394.5, 477.0, 320.0, 24.0, 138.0, 148.0, 44.0]"
305,,,"[2161.0, 154.0, 1083.0, 32.0, 66.0, 93.0, 102.0]"
306,,,"[733.9, 88.0, 137.0, 7.0, 31.0, 31.0, 16.0]"
307,,,"[3340.1, 236.0, 1121.0, 102.0, 87.0, 108.0, 154.0]"
308,,,"[701.1, 67.0, 11.0, 49.0, 89.0, 99.0, 9.0]"
309,,,"[476.7, 47.0, 40.0, 26.0, 69.0, 38.0, 5.0]"
310,,,"[3506.0, 316.0, 857.0, 87.0, 96.0, 615.0, 124.0]"
311,,,"[307.5, 20.0, 130.0, 12.0, 7.0, 10.0, 15.0]"
312,,,"[435.4, 31.0, 24.0, 31.0, 95.0, 21.0, 4.0]"
313,,,"[183.1, 5.0, 59.0, 15.0, 9.0, 3.0, 10.0]"
314,,,"[152.6, 7.0, 24.0, 45.0, 34.0, 9.0, 4.0]"
315,,,"[602.0, 36.0, 284.0, 0.0, 3.0, 73.0, 29.0]"
316,,,"[595.4, 39.0, 19.0, 22.0, 97.0, 41.0, 13.0]"
317,,,"[595.4, 39.0, 19.0, 22.0, 97.0, 41.0, 13.0]"
318,,,"[351.2, 36.0, 3.0, 20.0, 35.0, 70.0, 5.0]"
319,,,"[5356.3, 453.0, 1694.0, 202.0, 109.0, 134.0, 213.0]"
320,,,"[2161.0, 154.0, 1083.0, 32.0, 66.0, 93.0, 102.0]"
321,,,"[2161.0, 154.0, 1083.0, 32.0, 66.0, 93.0, 102.0]"
322,,,"[2161.0, 154.0, 1083.0, 32.0, 66.0, 93.0, 102.0]"
323,,,"[2161.0, 154.0, 1083.0, 32.0, 66.0, 93.0, 102.0]"
324,,,"[2161.0, 154.0, 1083.0, 32.0, 66.0, 93.0, 102.0]"
325,,,"[2161.0, 154.0, 1083.0, 32.0, 66.0, 93.0, 102.0]"
326,,,"[469.2, 9.0, 3.0, 18.0, 159.0, 7.0, 6.0]"
327,,,"[2161.0, 154.0, 1083.0, 32.0, 66.0, 93.0, 102.0]"
328,,,"[2161.0, 154.0, 1083.0, 32.0, 66.0, 93.0, 102.0]"
329,,,"[2161.0, 154.0, 1083.0, 32.0, 66.0, 93.0, 102.0]"
330,,,"[1375.4, 91.0, 34.0, 74.0, 189.0, 139.0, 38.0]"
331,,,"[467.6, 41.0, 1.0, 47.0, 84.0, 71.0, 4.0]"
332,,,"[244.3, 21.0, 4.0, 0.0, 5.0, 9.0, 9.0]"
333,,,"[767.3, 34.0, 12.0, 23.0, 86.0, 53.0, 31.0]"
334,,,"[259.4, 19.0, 93.0, 8.0, 10.0, 12.0, 11.0]"
335,,,"[484.7, 38.0, 27.0, 11.0, 61.0, 44.0, 12.0]"
336,,,"[367.0, 31.0, 101.0, 10.0, 9.0, 12.0, 14.0]"
337,,,"[1065.5, 117.0, 3.0, 13.0, 172.0, 103.0, 1.0]"
338,,,"[1725.7, 140.0, 228.0, 88.0, 295.0, 114.0, 25.0]"
339,,,"[255.5, 17.0, 106.0, 5.0, 8.0, 16.0, 12.0]"
340,,,"[693.1, 60.0, 15.0, 45.0, 84.0, 53.0, 13.0]"
341,,,"[542.7, 83.0, 38.0, 49.0, 1.0, 37.0, 4.0]"
342,,,"[3394.5, 477.0, 320.0, 24.0, 138.0, 148.0, 44.0]"
343,,,"[723.4, 62.0, 47.0, 84.0, 85.0, 98.0, 15.0]"
344,,,"[851.6, 47.0, 371.0, 142.0, 53.0, 15.0, 44.0]"
345,,,"[952.3, 99.0, 188.0, 62.0, 86.0, 69.0, 17.0]"
346,,,"[478.7, 49.0, 12.0, 73.0, 26.0, 92.0, 11.0]"
347,,,"[3185.8, 268.0, 872.0, 78.0, 76.0, 372.0, 128.0]"
348,,,"[880.3, 98.0, 11.0, 19.0, 38.0, 190.0, 19.0]"
349,,,"[1219.1, 162.0, 25.0, 76.0, 43.0, 227.0, 15.0]"
350,,,"[2351.9, 273.0, 645.0, 7.0, 25.0, 548.0, 64.0]"
351,,,"[856.3, 52.0, 139.0, 107.0, 39.0, 21.0, 40.0]"
352,,,"[555.0, 45.0, 8.0, 57.0, 59.0, 45.0, 14.0]"
353,,,"[778.8, 123.0, 2.0, 2.0, 18.0, 167.0, 0.0]"
354,,,"[301.1, 20.0, 49.0, 54.0, 59.0, 38.0, 5.0]"
355,,,"[3185.8, 268.0, 872.0, 78.0, 76.0, 372.0, 128.0]"
356,,,"[1636.9, 272.0, 2.0, 45.0, 28.0, 142.0, 1.0]"
357,,,"[986.2, 58.0, 462.0, 3.0, 11.0, 178.0, 52.0]"
358,,,"[758.3, 70.0, 33.0, 34.0, 62.0, 35.0, 18.0]"
359,,,"[729.8, 95.0, 2.0, 7.0, 79.0, 67.0, 1.0]"
360,,,"[654.9, 71.0, 43.0, 28.0, 47.0, 65.0, 13.0]"
361,,,"[781.8, 97.0, 57.0, 46.0, 56.0, 223.0, 11.0]"
362,,,"[1118.9, 32.0, 237.0, 87.0, 174.0, 26.0, 47.0]"
363,,,"[1080.3, 99.0, 142.0, 66.0, 136.0, 113.0, 18.0]"
364,,,"[317.9, 24.0, 1.0, 5.0, 78.0, 47.0, 0.0]"
365,,,"[1118.9, 32.0, 237.0, 87.0, 174.0, 26.0, 47.0]"
366,,,"[132.6, 11.0, 32.0, 3.0, 4.0, 10.0, 5.0]"
367,,,"[1118.9, 32.0, 237.0, 87.0, 174.0, 26.0, 47.0]"
368,,,"[116.7, 10.0, 5.0, 14.0, 9.0, 13.0, 2.0]"
369,,,"[742.3, 52.0, 49.0, 45.0, 87.0, 75.0, 21.0]"
370,,,"[195.9, 2.0, 3.0, 1.0, 13.0, 1.0, 14.0]"
371,,,"[1514.9, 62.0, 7.0, 127.0, 86.0, 92.0, 80.0]"
372,,,"[498.0, 39.0, 100.0, 12.0, 9.0, 50.0, 21.0]"
373,,,"[1840.5, 147.0, 44.0, 112.0, 113.0, 142.0, 61.0]"
374,,,"[735.5, 26.0, 50.0, 42.0, 55.0, 16.0, 40.0]"
375,3440.0,5006.0,
376,5185.0,2683.0,
377,4574.0,1252.0,
378,5298.0,2499.0,
379,63.0,6906.0,
380,1119.0,63.0,
381,5298.0,7655.0,
382,5010.0,2683.0,
383,2200.0,2499.0,
384,3399.0,298.0,
385,7642.0,6906.0,
386,7449.0,7655.0,
387,2131.0,6906.0,
388,2817.0,6906.0,
389,1505.0,5006.0,
390,2022.0,2499.0,
391,590.0,6906.0,
392,3668.0,2499.0,
393,2683.0,2499.0,
394,2022.0,2499.0,
395,1297.0,6335.0,
396,7367.0,5319.0,
397,5168.0,2499.0,
398,5319.0,2499.0,
399,2378.0,6906.0,
400,1511.0,2499.0,
401,1124.0,3184.0,
402,4096.0,5006.0,
403,4964.0,2499.0,
404,1119.0,7655.0,
405,1833.0,2499.0,
406,2512.0,2499.0,
407,1257.0,2499.0,
408,7790.0,2499.0,
409,2007.0,2499.0,
410,5058.0,2499.0,
411,6696.0,2499.0,
412,2832.0,6906.0,
413,1124.0,6906.0,
414,3184.0,2499.0,
415,4574.0,2499.0,
416,335.0,6906.0,
417,5168.0,7655.0,
418,7557.0,2499.0,
419,5298.0,2499.0,
420,2757.0,800.0,
421,7470.0,2499.0,
422,3217.0,2499.0,
423,2817.0,63.0,
424,3440.0,63.0,
425,2007.0,2499.0,
426,3440.0,5180.0,
427,590.0,4717.0,
428,6276.0,2499.0,
429,3668.0,2499.0,
430,7470.0,2499.0,
431,335.0,2499.0,
432,1252.0,5010.0,
433,2809.0,2499.0,
434,3502.0,6906.0,
435,332.0,2499.0,
436,1124.0,2499.0,
437,2212.0,2499.0,
438,7790.0,5010.0,
439,1170.0,5010.0,
440,63.0,2499.0,
441,339.0,5010.0,
442,3668.0,5319.0,
443,1119.0,2499.0,
444,2509.0,2499.0,
445,2816.0,2499.0,
446,6696.0,2499.0,
447,4623.0,6906.0,
448,2007.0,2499.0,
449,728.0,2499.0,
450,2777.0,2499.0,
451,5010.0,2499.0,
452,7642.0,6276.0,
453,7790.0,5966.0,
454,2131.0,7655.0,
455,7229.0,6696.0,
456,6270.0,6276.0,
457,3502.0,4717.0,
458,150.0,5319.0,
459,2378.0,6906.0,
460,1168.0,6906.0,
461,7449.0,1093.0,
462,5024.0,1093.0,
463,4623.0,6335.0,
464,7233.0,2499.0,
465,1124.0,2499.0,
466,7557.0,5006.0,
467,332.0,5006.0,
468,2320.0,2499.0,
469,7620.0,2499.0,
470,1124.0,7557.0,
471,5185.0,6906.0,
472,7367.0,4717.0,
473,393.0,332.0,
474,2757.0,2499.0,
475,4384.0,2499.0,
476,4308.0,2683.0,
477,3399.0,5010.0,
478,1124.0,2499.0,
479,3512.0,332.0,
480,3248.0,63.0,
481,5058.0,5180.0,
482,5058.0,2499.0,
483,63.0,6276.0,
484,2320.0,3184.0,
485,7233.0,3184.0,
486,2001.0,3203.0,
487,7887.0,5319.0,
488,5825.0,5006.0,
489,5298.0,7655.0,
490,7956.0,2499.0,
491,3217.0,5006.0,
492,1388.0,5006.0,
493,7946.0,5006.0,
494,63.0,3203.0,
495,7790.0,5006.0,
496,3486.0,1252.0,
497,2512.0,3203.0,
498,5058.0,332.0,
499,2856.0,335.0,
500,,7655.0,"[348.0, 39.0, 31.0, 37.0, 33.0, 48.0, 4.0]"
501,,3203.0,"[642.4, 51.0, 180.0, 21.0, 17.0, 92.0, 26.0]"
502,,3203.0,"[217.1, 13.0, 81.0, 8.0, 4.0, 18.0, 11.0]"
503,,5180.0,"[3137.9, 254.0, 231.0, 341.0, 207.0, 348.0, 103.0]"
504,,63.0,"[1687.1, 41.0, 104.0, 194.0, 83.0, 76.0, 104.0]"
505,,5006.0,"[864.1, 95.0, 63.0, 55.0, 77.0, 147.0, 14.0]"
506,,7470.0,"[1080.3, 99.0, 142.0, 66.0, 136.0, 113.0, 18.0]"
507,,2499.0,"[205.7, 8.0, 20.0, 21.0, 17.0, 15.0, 10.0]"
508,,2683.0,"[1248.0, 75.0, 37.0, 20.0, 115.0, 79.0, 45.0]"
509,,5010.0,"[617.4, 43.0, 157.0, 39.0, 6.0, 19.0, 18.0]"
510,,5010.0,"[617.4, 43.0, 157.0, 39.0, 6.0, 19.0, 18.0]"
511,,800.0,"[3137.9, 254.0, 231.0, 341.0, 207.0, 348.0, 103.0]"
512,,4717.0,"[1809.3, 27.0, 678.0, 69.0, 79.0, 46.0, 129.0]"
513,,5010.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
514,,2683.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
515,,5180.0,"[3119.8, 313.0, 1066.0, 25.0, 82.0, 630.0, 100.0]"
516,,2683.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
517,,7655.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
518,,3203.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
519,,3184.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
520,,5319.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
521,,3203.0,"[732.2, 59.0, 126.0, 25.0, 24.0, 95.0, 29.0]"
522,,5010.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
523,,5010.0,"[1201.1, 147.0, 6.0, 107.0, 153.0, 178.0, 0.0]"
524,,5010.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
525,,3203.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
526,,3203.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
527,,5010.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
528,,7655.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
529,,800.0,"[717.2, 66.0, 31.0, 119.0, 90.0, 72.0, 11.0]"
530,,2499.0,"[553.1, 29.0, 30.0, 43.0, 149.0, 34.0, 5.0]"
531,,5010.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
532,,4717.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
533,,4253.0,"[5356.3, 453.0, 1694.0, 202.0, 109.0, 134.0, 213.0]"
534,,2499.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
535,,6335.0,"[766.0, 49.0, 18.0, 40.0, 88.0, 59.0, 24.0]"
536,,5010.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
537,,5010.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
538,,5010.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
539,,3203.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
540,,5010.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
541,,3203.0,"[1463.8, 49.0, 20.0, 97.0, 81.0, 21.0, 83.0]"
542,,2683.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
543,,5319.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
544,,5010.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
545,,5010.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
546,,7213.0,"[1882.5, 155.0, 675.0, 77.0, 115.0, 312.0, 66.0]"
547,,5010.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
548,,6906.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
549,,3203.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
550,,5010.0,"[649.1, 71.0, 5.0, 33.0, 101.0, 66.0, 1.0]"
551,,7449.0,"[3397.5, 515.0, 1.0, 45.0, 138.0, 250.0, 10.0]"
552,,7449.0,"[3394.5, 477.0, 320.0, 24.0, 138.0, 148.0, 44.0]"
553,,2499.0,"[328.6, 9.0, 7.0, 5.0, 120.0, 5.0, 1.0]"
554,,6906.0,"[214.5, 21.0, 2.0, 8.0, 37.0, 23.0, 0.0]"
555,,7655.0,"[436.4, 21.0, 29.0, 18.0, 63.0, 30.0, 14.0]"
556,,6906.0,"[214.5, 21.0, 2.0, 8.0, 37.0, 23.0, 0.0]"
557,,6906.0,"[385.0, 30.0, 19.0, 67.0, 61.0, 49.0, 7.0]"
558,,2499.0,"[384.5, 40.0, 3.0, 25.0, 54.0, 33.0, 2.0]"
559,,2499.0,"[349.3, 18.0, 9.0, 15.0, 41.0, 13.0, 10.0]"
560,,4987.0,"[3119.8, 313.0, 1066.0, 25.0, 82.0, 630.0, 100.0]"
561,,6335.0,"[686.0, 79.0, 136.0, 15.0, 25.0, 134.0, 16.0]"
562,,2499.0,"[393.7, 26.0, 11.0, 9.0, 45.0, 20.0, 2.0]"
563,,6906.0,"[882.4, 82.0, 41.0, 69.0, 109.0, 127.0, 15.0]"
564,,1511.0,"[984.5, 61.0, 160.0, 28.0, 185.0, 75.0, 18.0]"
565,,2499.0,"[343.1, 7.0, 245.0, 14.0, 6.0, 3.0, 24.0]"
566,,5006.0,"[252.1, 37.0, 1.0, 24.0, 12.0, 72.0, 1.0]"
567,,7655.0,"[717.2, 66.0, 31.0, 119.0, 90.0, 72.0, 11.0]"
568,,2499.0,"[87.7, 8.0, 25.0, 2.0, 4.0, 14.0, 2.0]"
569,,7655.0,"[458.7, 9.0, 225.0, 18.0, 13.0, 6.0, 32.0]"
570,,6276.0,"[959.6, 37.0, 45.0, 59.0, 181.0, 43.0, 30.0]"
571,,2499.0,"[330.2, 20.0, 22.0, 46.0, 84.0, 14.0, 2.0]"
572,,3203.0,"[587.3, 31.0, 59.0, 60.0, 78.0, 40.0, 20.0]"
573,,4717.0,"[754.0, 48.0, 270.0, 32.0, 20.0, 80.0, 38.0]"
574,,2683.0,"[650.0, 61.0, 101.0, 12.0, 79.0, 50.0, 10.0]"
575,,2499.0,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
576,,5006.0,"[562.0, 18.0, 101.0, 45.0, 30.0, 17.0, 32.0]"
577,,2499.0,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
578,,5319.0,"[3520.6, 340.0, 23.0, 141.0, 429.0, 467.0, 52.0]"
579,,2499.0,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
580,,2499.0,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
581,,5006.0,"[628.2, 38.0, 66.0, 69.0, 36.0, 61.0, 26.0]"
582,,2499.0,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
583,,2499.0,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
584,,3184.0,"[531.1, 42.0, 24.0, 47.0, 38.0, 57.0, 17.0]"
585,,5010.0,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
586,,2499.0,"[299.4, 17.0, 70.0, 3.0, 19.0, 6.0, 14.0]"
587,,7655.0,"[1032.5, 64.0, 30.0, 41.0, 101.0, 105.0, 36.0]"
588,,5010.0,"[234.3, 7.0, 161.0, 2.0, 10.0, 10.0, 14.0]"
589,,3203.0,"[307.0, 23.0, 3.0, 34.0, 80.0, 42.0, 1.0]"
590,,5006.0,"[672.4, 67.0, 134.0, 16.0, 45.0, 68.0, 18.0]"
591,,3203.0,"[1040.7, 75.0, 17.0, 38.0, 106.0, 123.0, 31.0]"
592,,5010.0,"[234.3, 7.0, 161.0, 2.0, 10.0, 10.0, 14.0]"
593,,3184.0,"[403.8, 21.0, 63.0, 13.0, 20.0, 31.0, 20.0]"
594,,3203.0,"[1612.0, 56.0, 945.0, 45.0, 39.0, 89.0, 103.0]"
595,,2499.0,"[240.9, 13.0, 41.0, 51.0, 48.0, 3.0, 5.0]"
596,,3203.0,"[543.2, 44.0, 188.0, 11.0, 11.0, 63.0, 22.0]"
597,,3203.0,"[856.5, 13.0, 39.0, 33.0, 50.0, 6.0, 54.0]"
598,,3203.0,"[2017.0, 318.0, 66.0, 88.0, 40.0, 289.0, 9.0]"
599,,3203.0,"[4116.0, 564.0, 95.0, 198.0, 286.0, 804.0, 27.0]"
600,,6906.0,"[452.0, 45.0, 8.0, 9.0, 59.0, 21.0, 2.0]"
601,,5010.0,"[352.6, 37.0, 1.0, 28.0, 33.0, 50.0, 5.0]"
602,,2499.0,"[685.1, 65.0, 28.0, 65.0, 44.0, 116.0, 17.0]"
603,,5010.0,"[283.2, 18.0, 13.0, 6.0, 10.0, 36.0, 13.0]"
