u,i1,i2,hl,nl
439,5010,,,
440,2499,,,
441,6906,,,
442,8021,,,
443,1252,,,
444,3355,,,
445,2509,,,
446,5168,,,
447,7213,,,
448,3484,,,
449,4863,,,
450,2148,,,
451,393,,,
452,6335,,,
453,6335,,,
454,6270,,,
455,800,,,
456,4717,,,
457,3184,,,
458,2320,,,
459,4836,,,
460,6276,,,
461,7258,,,
462,2320,,,
463,4096,,,
464,3203,,,
465,4096,,,
466,5168,,,
467,6324,,,
468,5010,,,
469,4096,,,
470,2499,,,
471,1119,,,
472,3723,,,
473,335,,,
474,4308,,,
475,3355,,,
476,5006,,,
477,4964,,,
478,4574,,,
479,3497,,,
480,5185,,,
481,6654,,,
482,4836,,,
483,5168,,,
484,5168,,,
485,4096,,,
486,7642,,,
487,7946,,,
488,1910,,,
489,5966,,,
490,332,,,
491,7213,,,
492,7367,,,
493,1388,,,
494,1257,,,
495,393,,,
496,2509,,,
497,7946,,,
498,332,,,
499,6324,,,
500,2320,,,
501,5185,,,
502,4308,,,
503,5966,,,
504,4308,,,
505,1252,,,
506,3502,,,
507,3184,,,
508,6270,,,
509,4836,,,
510,6335,,,
511,2148,,,
512,4987,,,
513,2499,,,
514,3203,,,
515,5180,,,
516,1093,,,
517,2509,,,
518,2131,,,
519,3203,,,
520,7258,,,
521,3355,,,
522,1257,,,
523,4253,,,
524,800,,,
525,7258,,,
526,6906,,,
527,1833,,,
528,1329,,,
529,2499,,,
530,7258,,,
531,393,,,
532,2148,,,
533,63,,,
534,3484,,,
535,1168,,,
536,3723,,,
537,3668,,,
538,3497,,,
539,590,,,
540,4964,,,
541,342,,,
542,4987,,,
543,5825,,,
544,1168,,,
545,6654,,,
546,332,,,
547,7258,,,
548,3203,,,
549,2816,,,
550,5695,,,
551,2131,,,
552,2683,,,
553,393,,,
554,7258,,,
555,4623,,,
556,5319,,,
557,5185,,,
558,3484,,,
559,5695,,,
560,5648,,,
561,1119,,,
562,3502,,,
563,1910,,,
564,2832,,,
565,5185,,,
566,5648,,,
567,5168,,,
568,2148,,,
569,6270,,,
570,2816,,,
571,5298,,,
572,5168,,,
573,4717,,,
574,1833,,,
575,7470,,,
576,332,,,
577,2131,,,
578,2832,,,
579,4717,,,
580,1910,,,
581,298,,,
582,7470,,,
583,7449,,,
584,6324,,,
585,590,,,
586,1124,,,
587,2320,,,
588,335,,,
589,5915,,,
590,4308,,,
591,6335,,,
592,590,,,
593,6276,,,
594,6276,,,
595,1329,,,
596,2131,,,
597,7946,,,
598,5966,,,
599,5180,,,
600,1910,,,
601,3184,,,
602,5966,,,
603,7946,,,
604,7470,,,
605,7946,,,
606,4836,,,
607,3484,,,
608,800,,,
609,2832,,,
610,7258,,,
611,5006,,,
612,3355,,,
613,6335,,,
614,6654,,,
615,1093,,,
616,4253,,,
617,1511,,,
618,1833,,,
619,335,,,
620,7367,,,
621,6906,,,
622,3497,,,
623,1119,,,
624,6696,,,
625,2320,,,
626,4574,,,
627,2683,,,
628,1329,,,
629,3484,,,
630,5648,,,
631,590,,,
632,3440,,,
633,3440,,,
634,2816,,,
635,3440,,,
636,4308,,,
637,5825,,,
638,6335,,,
639,6270,,,
640,335,,,
641,5006,,,
642,2131,,,
643,1910,,,
644,3497,,,
645,7367,,,
646,3184,,,
647,63,,,
648,7367,,,
649,1910,,,
650,3203,,,
651,5825,,,
652,5185,,,
653,1388,,,
654,2832,,,
655,5010,,,
656,2856,,,
657,6906,,,
658,4574,,,
659,1329,,,
660,5915,,,
661,6270,,,
662,7449,,,
663,1833,,,
664,2131,,,
665,3203,,,
666,840,,,
667,1511,,,
668,5006,,,
669,4623,,,
670,1388,,,
671,590,,,
672,4987,,,
673,393,,,
674,2832,,,
675,5006,,,
676,63,,,
677,63,,,
678,3484,,,
679,1119,,,
680,5695,,,
681,7642,,,
682,2509,,,
683,342,,,
684,7470,,,
685,4308,,,
686,2509,,,
687,1257,,,
688,3484,,,
689,1388,,,
690,1119,,,
691,1511,,,
692,5966,,,
693,6276,,,
694,1329,,,
695,8021,,,
696,335,,,
697,7258,,,
698,4987,,,
699,5915,,,
700,4623,,,
701,1093,,,
702,4863,,,
703,3355,,,
704,6270,,,
705,590,,,
706,3497,,,
707,6335,,,
708,6696,,,
709,5010,,,
710,6276,,,
711,7470,,,
712,5185,,,
713,1388,,,
714,1329,,,
715,6906,,,
716,298,,,
717,1511,,,
718,4308,,,
719,6906,,,
720,4987,,,
721,2148,,,
722,7655,,,
723,3217,,,
724,5915,,,
725,3502,,,
726,1252,,,
727,3203,,,
728,5298,,,
729,6335,,,
730,8021,,,
731,2131,,,
732,1124,,,
733,2320,,,
734,1168,,,
735,6696,,,
736,2856,,,
737,5648,,,
738,5915,,,
739,4253,,,
740,4308,,,
741,7557,,,
742,4308,,,
743,6276,,,
744,6276,,,
745,7946,,,
746,4574,,,
747,332,,,
748,1252,,,
749,3723,,,
750,1910,,,
751,5825,,,
752,6276,,,
753,3723,,,
754,1910,,,
755,5168,,,
756,4096,,,
757,1093,,,
758,3497,,,
759,7557,,,
760,1252,,,
761,7233,,,
762,7470,,,
763,2148,,,
764,7449,,,
765,1124,,,
766,298,,,
767,7946,,,
768,5319,,,
769,7557,,,
770,1329,,,
771,3184,,,
772,840,,,
773,4964,,,
774,5915,,,
775,4308,,,
776,8021,,,
777,840,,,
778,5010,,,
779,4863,,,
780,6324,,,
781,5825,,,
782,6906,,,
783,6324,,,
784,6270,,,
785,6906,,,
786,6696,,,
787,840,,,
788,7470,,,
789,3203,,,
790,4717,,,
791,1093,,,
792,4964,,,
793,3355,,,
794,5695,,,
795,5695,,,
796,7470,,,
797,7449,,,
798,5915,,,
799,7258,,,
800,1833,,,
801,5185,,,
802,2320,,,
803,5185,,,
804,3203,,,
805,2832,,,
806,3440,,,
807,5695,,,
808,1910,,,
809,1252,,,
810,5648,,,
811,4574,,,
812,7213,,,
813,4574,,,
814,3497,,,
815,5648,,,
816,5185,,,
817,3440,,,
818,332,,,
819,3668,,,
820,1329,,,
821,6335,,,
822,2816,,,
823,7470,,,
824,2131,,,
825,3723,,,
826,7367,,,
827,7557,,,
828,2131,,,
829,4096,,,
830,2148,,,
831,7367,,,
832,63,,,
833,7367,,,
834,4987,,,
835,7258,,,
836,1511,,,
837,2683,,,
838,5168,,,
839,6906,,,
840,4308,,,
841,7258,,,
842,332,,,
843,3184,,,
844,7213,,,
845,2499,,,
846,4308,,,
847,1329,,,
848,5966,,,
849,2499,,,
850,393,,,
851,7642,,,
852,3668,,,
853,393,,,
854,63,,,
855,63,,,
856,7946,,,
857,7470,,,
858,4863,,,
859,3184,,,
860,7258,,,
861,7258,,,
862,393,,,
863,7233,,,
864,4836,,,
865,6906,,,
866,3502,,,
867,7470,,,
868,7655,,,
869,5298,,,
870,1124,,,
871,7213,,,
872,8021,,,
873,3355,,,
874,3355,,,
875,7258,,,
876,5168,,,
877,4836,,,
878,4964,,,
879,4717,,,
880,63,,,
881,1252,,,
882,332,,,
883,7258,,,
884,5180,,,
885,5010,,,
886,2816,,,
887,6906,,,
888,5180,,,
889,4863,,,
890,4717,,,
891,4987,,,
892,4253,,,
893,3668,,,
894,5966,,,
895,298,,,
896,6324,,,
897,2856,,,
898,3668,,,
899,3203,,,
900,840,,,
901,7470,,,
902,1833,,,
903,2148,,,
904,2148,,,
905,7946,,,
906,335,,,
907,7213,,,
908,3668,,,
909,3203,,,
910,840,,,
911,7470,,,
912,1388,,,
913,3668,,,
914,332,,,
915,3440,,,
916,7258,,,
917,4308,,,
918,1910,,,
919,2509,,,
920,6270,,,
921,1257,,,
922,1257,,,
923,3217,,,
924,5168,,,
925,4574,,,
926,4964,,,
927,7642,,,
928,5966,,,
929,4863,,,
930,7557,,,
931,4308,,,
932,4863,,,
933,3723,,,
934,3217,,,
935,1093,,,
936,7213,,,
937,2499,,,
938,6276,,,
939,6906,,,
940,7470,,,
941,5185,,,
942,4836,,,
943,7557,,,
944,4964,,,
945,5185,,,
946,5185,,,
947,7449,,,
948,1511,,,
949,4863,,,
950,3355,,,
951,3668,,,
952,4623,,,
953,7449,,,
954,393,,,
955,5006,,,
956,7213,,,
957,3723,,,
958,1119,,,
959,2509,,,
960,1093,,,
961,7655,,,
962,4308,,,
963,2499,,,
964,7946,,,
965,4253,,,
966,4308,,,
967,7213,,,
968,63,,,
969,7367,,,
970,5006,,,
971,3723,,,
972,1257,,,
973,2499,,,
974,1168,,,
975,2832,,,
976,1910,,,
977,7642,,,
978,590,,,
979,4987,,,
980,2509,,,
981,4964,,,
982,8021,,,
983,6906,,,
984,5915,,,
985,7367,,,
986,3502,,,
987,4717,,,
988,342,,,
989,6324,,,
990,2509,,,
991,4308,,,
992,7213,,,
993,3203,,,
994,6906,,,
995,5168,,,
996,7367,,,
997,1511,,,
998,298,,,
999,7642,,,
