u,i1,i2,hl,nl
322,,5006,,
323,,5006,,
324,,7655,,
325,,5319,,
326,,800,,
327,,5006,,
328,,6276,,
329,,2499,,
330,,63,,
331,,840,,
332,,840,,
333,,840,,
334,,5010,,
335,,6906,,
336,,5006,,
337,,3203,,
338,,7655,,
339,,840,,
340,,2683,,
341,,2499,,
342,,6654,,
343,,6906,,
344,,840,,
345,,63,,
346,,6906,,
347,,5319,,
348,,6276,,
349,,1257,,
350,,6335,,
351,,5010,,
352,,6906,,
353,,7655,,
354,,840,,
355,,7655,,
356,,2683,,
357,,6654,,
358,,5006,,
359,,3184,,
360,,5006,,
361,,7655,,
362,,5010,,
363,,5006,,
364,,840,,
365,,5010,,
366,,840,,
367,,5010,,
368,,840,,
369,,7557,,
370,,840,,
371,,2499,,
372,,5006,,
373,,3184,,
374,,3203,,
375,,6906,,
376,,3203,,
377,,6696,,
378,,840,,
379,,2499,,
380,,332,,
381,,5006,,
382,,7655,,
383,,840,,
384,,1252,,
385,,2499,,
386,,6906,,
387,,2499,,
388,,2499,,
389,,6906,,
390,,840,,
391,,2499,,
392,,840,,
393,,840,,
394,,840,,
395,,3184,,
396,,6906,,
397,,840,,
398,,840,,
399,,5010,,
400,,840,,
401,,800,,
402,,6906,,
403,,840,,
404,,6906,,
405,,840,,
406,,840,,
407,,840,,
408,,840,,
409,,840,,
410,,840,,
411,,840,,
412,,2499,,
413,,5010,,
414,,840,,
415,,840,,
416,,2499,,
417,,3203,,
418,,840,,
419,,840,,
420,,5319,,
421,,840,,
422,,840,,
423,,332,,
424,,3184,,
425,,840,,
426,,6276,,
427,,3203,,
428,,840,,
429,,840,,
430,,840,,
431,,840,,
432,,2499,,
433,,840,,
434,,5010,,
435,,840,,
436,,840,,
437,,840,,
438,,840,,
439,,2499,,
440,,840,,
441,,2499,,
442,,5006,,
443,,840,,
444,,840,,
445,,840,,
446,,840,,
447,,5010,,
448,,840,,
449,,840,,
450,,840,,
451,,840,,
452,,63,,
453,,5185,,
454,,6906,,
455,,7449,,
456,,63,,
457,,7655,,
458,,4717,,
459,,2499,,
460,,2499,,
461,,7557,,
462,,5180,,
463,,800,,
464,,840,,
465,,840,,
466,,2499,,
467,,5010,,
468,,840,,
469,,840,,
470,,6276,,
471,,2499,,
472,,7655,,
473,,2683,,
474,,840,,
475,,840,,
476,,4717,,
477,,2499,,
478,,840,,
479,,800,,
480,,332,,
481,,6276,,
482,,840,,
483,,332,,
484,,7655,,
485,,800,,
486,,5006,,
487,,7655,,
488,,5010,,
489,,5006,,
490,,840,,
491,,6906,,
492,,6906,,
493,,6906,,
494,,5006,,
495,,6906,,
496,,1257,,
497,,5006,,
498,,800,,
499,,6276,,
500,,3203,,
501,,5006,,
502,,5006,,
503,,3184,,
504,,332,,
505,,5010,,
506,,1252,,
507,,840,,
508,,4717,,
509,,2499,,
510,,2499,,
511,,4717,,
512,,7655,,
513,,2499,,
514,,4717,,
515,,3184,,
516,,4717,,
517,,3203,,
518,,2499,,
519,,800,,
520,,2683,,
521,,5010,,
522,,2499,,
523,,2499,,
524,,2499,,
525,,5010,,
526,,5010,,
527,,2499,,
528,,2499,,
529,,5319,,
530,,840,,
531,,2499,,
532,,7655,,
533,,1168,,
534,,840,,
535,,3184,,
536,,2499,,
537,,2499,,
538,,2499,,
539,,5010,,
540,,2499,,
541,,5006,,
542,,7655,,
543,,4717,,
544,,2499,,
545,,2499,,
546,,6654,,
547,,2499,,
548,,5010,,
549,,2499,,
550,,2499,,
551,,335,,
552,,335,,
553,,840,,
554,,5010,,
555,,2499,,
556,,5010,,
557,,2499,,
558,,840,,
559,,840,,
560,,1093,,
561,,800,,
562,,840,,
563,,5010,,
564,,7449,,
565,,840,,
566,,5010,,
567,,6906,,
568,,840,,
569,,3203,,
570,,7655,,
571,,840,,
572,,5006,,
573,,3203,,
574,,3203,,
575,,840,,
576,,2499,,
577,,840,,
578,,3203,,
579,,840,,
580,,840,,
581,,5010,,
582,,840,,
583,,840,,
584,,2683,,
585,,2499,,
586,,840,,
587,,5006,,
588,,840,,
589,,5006,,
590,,5010,,
591,,5006,,
592,,840,,
593,,7655,,
594,,5006,,
595,,840,,
596,,5006,,
597,,5006,,
598,,5006,,
599,,5006,,
600,,5010,,
601,,840,,
602,,840,,
603,,2499,,
604,,6276,,
605,,840,,
606,,5010,,
607,,840,,
608,,6906,,
609,,5006,,
610,,5006,,
611,,840,,
612,,840,,
613,,2499,,
614,,5010,,
615,,2499,,
616,,840,,
617,,840,,
618,,840,,
619,,3184,,
620,,2499,,
621,,2499,,
622,,2499,,
623,,5319,,
624,,800,,
625,,2499,,
626,,2499,,
627,,332,,
628,,2499,,
629,,5180,,
630,,6335,,
631,,840,,
632,,2683,,
633,,800,,
634,,2499,,
635,,5010,,
636,,2499,,
637,,5010,,
638,,2499,,
639,,840,,
640,,4717,,
641,,5006,,
642,,840,,
643,,2499,,
644,,7655,,
645,,6906,,
646,,5006,,
647,,2499,,
648,,2499,,
649,,840,,
650,,840,,
651,,6276,,
652,,5010,,
653,,2499,,
654,,5010,,
655,,6906,,
656,,840,,
657,,5006,,
658,,5006,,
659,,5006,,
660,,840,,
661,,840,,
662,,5006,,
663,,7655,,
664,,840,,
665,,840,,
666,,840,,
667,,6906,,
668,,840,,
669,,840,,
670,,5006,,
671,,5006,,
672,,840,,
673,,3184,,
674,,840,,
675,,6906,,
676,,3203,,
677,,2499,,
678,,2499,,
679,,6906,,
680,,7655,,
681,,2499,,
682,,840,,
683,,840,,
684,,840,,
685,,800,,
686,,840,,
687,,840,,
688,,840,,
689,,5010,,
690,,840,,
691,,840,,
692,,840,,
693,,2499,,
694,,840,,
695,,840,,
696,,2499,,
697,,4717,,
698,,2499,,
699,,2683,,
700,,6906,,
701,,6906,,
702,,840,,
703,,2499,,
704,,5006,,
705,,6906,,
706,,840,,
707,,840,,
708,,6906,,
709,,6906,,
710,,4717,,
711,,6276,,
712,,2499,,
713,,4717,,
714,,840,,
715,,840,,
716,,5006,,
717,,7655,,
718,,2499,,
719,,4717,,
720,,6906,,
721,,3203,,
722,,840,,
723,,7655,,
724,,5319,,
725,,6906,,
726,,6906,,
727,,63,,
728,,7449,,
729,,840,,
730,,840,,
731,,840,,
732,,840,,
733,,5010,,
734,,6335,,
735,,7655,,
736,,1093,,
737,,2499,,
738,,6906,,
739,,840,,
740,,840,,
741,,2499,,
742,,4717,,
743,,335,,
744,,7655,,
745,,3203,,
746,,2499,,
747,,800,,
748,,2499,,
749,,2683,,
750,,5006,,
751,,3203,,
752,,5006,,
753,,2499,,
754,,6276,,
755,,6906,,
756,,840,,
757,,2499,,
758,,5010,,
759,,840,,
760,,5010,,
761,,2499,,
762,,6906,,
763,,840,,
764,,7655,,
765,,840,,
766,,5006,,
767,,5010,,
768,,2499,,
769,,840,,
770,,5006,,
771,,2499,,
772,,6906,,
773,,5006,,
774,,5010,,
775,,6335,,
776,,2499,,
777,,7655,,
778,,4717,,
779,,6906,,
780,,6335,,
781,,840,,
782,,2499,,
783,,840,,
784,,840,,
785,,840,,
786,,5010,,
787,,840,,
788,,5010,,
789,,840,,
790,,6906,,
791,,840,,
792,,3203,,
793,,840,,
794,,5010,,
795,,2499,,
796,,7655,,
797,,840,,
798,,840,,
799,,840,,
800,,2499,,
801,,840,,
802,,840,,
803,,6906,,
804,,840,,
805,,840,,
806,,840,,
807,,6906,,
808,,840,,
809,,840,,
810,,840,,
811,,840,,
812,,5006,,
813,,840,,
814,,2499,,
815,,5010,,
816,,2683,,
817,,840,,
818,,2499,,
819,,332,,
820,,2499,,
821,,840,,
822,,2499,,
823,,6906,,
824,,63,,
825,,2499,,
826,,2499,,
827,,5010,,
828,,5180,,
829,,1168,,
830,,5006,,
831,,7449,,
832,,3184,,
833,,2683,,
834,,5010,,
835,,840,,
836,,3203,,
837,,840,,
838,,2499,,
839,,2499,,
840,,840,,
841,,5006,,
842,,800,,
843,,2499,,
844,,2499,,
845,,6906,,
846,,4253,,
847,,840,,
848,,7655,,
849,,2499,,
850,,2499,,
851,,3203,,
852,,3203,,
853,,3203,,
854,,2683,,
855,,2499,,
856,,332,,
857,,6335,,
858,,7655,,
859,,2499,,
860,,7655,,
861,,3203,,
862,,2499,,
863,,5006,,
864,,840,,
865,,7655,,
866,,2499,,
867,,6906,,
868,,840,,
869,,2499,,
870,,5010,,
871,,6906,,
872,,2499,,
873,,2499,,
874,,3203,,
875,,5010,,
876,,840,,
877,,3203,,
878,,2499,,
879,,2499,,
880,,3203,,
881,,6906,,
882,,2499,,
883,,2499,,
884,,2499,,
885,,6906,,
886,,840,,
887,,5006,,
888,,800,,
889,,840,,
890,,2499,,
891,,840,,
892,,5010,,
893,,2499,,
894,,332,,
895,,840,,
896,,840,,
897,,840,,
898,,840,,
899,,3203,,
900,,6276,,
901,,7557,,
902,,6335,,
903,,332,,
904,,5006,,
905,,7655,,
906,,3203,,
907,,332,,
908,,3184,,
909,,800,,
910,,2499,,
911,,2499,,
912,,840,,
913,,840,,
914,,6906,,
915,,5010,,
916,,840,,
917,,840,,
918,,2499,,
919,,7655,,
920,,2499,,
921,,2499,,
922,,800,,
923,,840,,
924,,2499,,
925,,840,,
926,,6335,,
927,,840,,
928,,840,,
929,,1910,,
930,,3203,,
931,,332,,
932,,5010,,
933,,3203,,
934,,3203,,
935,,6906,,
936,,7655,,
937,,2683,,
938,,5006,,
939,,840,,
940,,800,,
941,,5010,,
942,,4717,,
943,,840,,
944,,840,,
945,,840,,
946,,5006,,
947,,840,,
948,,5319,,
949,,2499,,
950,,5010,,
951,,2499,,
952,,2499,,
953,,840,,
954,,840,,
955,,5010,,
956,,840,,
957,,840,,
958,,2499,,
959,,840,,
960,,5006,,
961,,840,,
962,,840,,
963,,3203,,
964,,2499,,
965,,840,,
966,,840,,
967,,800,,
968,,2499,,
969,,2499,,
970,,2499,,
971,,2499,,
972,,5010,,
973,,5010,,
974,,5010,,
975,,3203,,
976,,840,,
977,,5006,,
978,,800,,
979,,7655,,
980,,1168,,
981,,5006,,
982,,5006,,
983,,5010,,
984,,5010,,
985,,840,,
986,,2499,,
987,,840,,
988,,2499,,
989,,2499,,
990,,840,,
991,,6906,,
992,,6906,,
993,,2499,,
994,,840,,
995,,2499,,
996,,2499,,
997,,2499,,
998,,2499,,
999,,800,,
