user,exclude,item list
84,840.0,"[1221, 361, 2676, 3085, 80, 416, 125, 484, 175, 647]"
85,7655.0,"[193, 3258, 4445, 1209, 3413, 1270, 3491, 1554, 331, 1074]"
86,840.0,"[4738, 27, 4836, 145, 866, 2470, 3753, 2347, 4493, 4634]"
87,6270.0,"[4961, 4005, 1321, 3510, 2508, 4349, 1659, 2831, 169, 1977]"
88,6270.0,"[740, 1904, 4096, 4453, 1074, 145, 2970, 106, 4922, 2179]"
89,5006.0,"[4783, 4918, 4341, 4793, 4453, 2023, 4005, 4106, 2265, 3078]"
90,6270.0,"[4177, 2949, 4270, 4005, 127, 343, 1752, 175, 2890, 4469]"
91,7655.0,"[3198, 2392, 2970, 4501, 2658, 1728, 4918, 2639, 3817, 3510]"
92,6270.0,"[2996, 4005, 732, 794, 112, 4105, 4064, 2799, 4874, 4088]"
93,6270.0,"[112, 3078, 1611, 740, 2949, 4865, 2750, 1739, 3483, 4270]"
94,,"[4783, 4091, 4177, 2, 647, 1653, 1252, 357, 2756, 3551]"
95,6906.0,"[4177, 983, 1646, 866, 297, 1089, 2549, 4894, 2166, 3939]"
96,3203.0,"[4783, 4091, 2756, 908, 4945, 708, 946, 839, 2246, 1740]"
97,5180.0,"[1118, 4446, 4783, 740, 4091, 4177, 1252, 1984, 908, 4814]"
98,5319.0,"[3216, 1129, 1313, 1178, 2549, 4798, 3019, 2832, 2949, 4665]"
99,3203.0,"[4783, 3939, 3165, 2949, 4971, 2280, 2274, 2988, 4793, 532]"
100,7557.0,"[4783, 740, 4177, 2, 908, 983, 1089, 437, 2848, 88]"
101,6906.0,"[484, 3715, 3282, 1103, 4831, 2536, 4453, 397, 2445, 2086]"
102,5010.0,"[2756, 1404, 361, 1074, 112, 973, 4961, 4064, 3282, 1133]"
103,7470.0,"[4783, 740, 4091, 2, 647, 1252, 2756, 1646, 297, 1089]"
104,5319.0,"[2076, 3895, 3829, 1485, 1321, 794, 2392, 193, 617, 2377]"
105,5319.0,"[2280, 1178, 1315, 80, 3820, 145, 4642, 882, 945, 4926]"
106,6906.0,"[112, 4793, 4869, 2210, 2200, 1740, 4767, 4501, 588, 3198]"
107,63.0,"[983, 4782, 4894, 3732, 3704, 1740, 4738, 2274, 4115, 532]"
108,7946.0,"[4446, 3823, 4783, 740, 4091, 4177, 812, 647, 2756, 903]"
109,6276.0,"[4783, 740, 4091, 1653, 1252, 3551, 1646, 866, 786, 1690]"
110,6654.0,"[3823, 740, 4177, 647, 708, 2949, 2280, 2342, 3102, 2274]"
111,6906.0,"[4091, 297, 648, 4955, 1306, 3510, 4270, 532, 54, 4683]"
112,1168.0,"[361, 125, 56, 1740, 1421, 4477, 4197, 960, 4642, 4247]"
113,5010.0,"[4091, 1602, 4245, 2912, 4270, 4642, 3421, 361, 2499, 2455]"
114,5010.0,"[989, 1550, 348, 3519, 708, 112, 740, 4270, 4814, 33]"
115,3203.0,"[740, 413, 4760, 3510, 416, 4344, 4005, 4106, 145, 4071]"
116,5006.0,"[4960, 2543, 3459, 532, 4390, 3719, 2549, 740, 3949, 3770]"
117,5006.0,"[4177, 647, 3939, 2949, 2274, 532, 416, 4344, 3251, 1317]"
118,3203.0,"[1984, 2549, 1755, 4738, 2911, 3431, 1237, 2474, 989, 3084]"
119,3203.0,"[744, 4106, 430, 4290, 1074, 4131, 2158, 2274, 989, 4286]"
120,3203.0,"[3939, 3397, 4245, 532, 960, 4831, 4642, 4344, 3017, 41]"
121,4253.0,"[4091, 3300, 1984, 4814, 648, 115, 4918, 3238, 2155, 4738]"
122,2683.0,"[740, 786, 4045, 484, 708, 125, 413, 4760, 2256, 2280]"
123,3203.0,"[4446, 4911, 116, 4005, 2210, 983, 112, 4783, 2621, 804]"
124,4253.0,"[4091, 647, 4814, 648, 193, 4493, 3732, 2949, 411, 1709]"
125,2499.0,"[4562, 3102, 1464, 2288, 2342, 4446, 2595, 4642, 113, 3472]"
126,2499.0,"[2086, 2210, 2676, 2342, 4642, 72, 874, 3269, 453, 3045]"
127,6906.0,"[4446, 4091, 1646, 648, 4634, 4954, 586, 2342, 3102, 3048]"
128,6696.0,"[4446, 4783, 740, 1906, 4177, 2, 647, 357, 908, 1646]"
129,5006.0,"[647, 4918, 3432, 3905, 197, 4106, 4501, 959, 345, 4446]"
130,4574.0,"[1118, 4446, 3823, 4783, 740, 4177, 647, 1252, 357, 1984]"
131,4717.0,"[505, 125, 4270, 4194, 2132, 2348, 2750, 3565, 3510, 4568]"
132,4253.0,"[4783, 740, 4177, 647, 908, 1646, 297, 1089, 648, 2549]"
133,2499.0,"[4106, 796, 2401, 4561, 112, 3335, 361, 3198, 692, 4568]"
134,5006.0,"[1835, 4411, 532, 989, 3892, 172, 4481, 284, 4131, 1778]"
135,332.0,"[1118, 647, 983, 297, 786, 1690, 2549, 2848, 679, 193]"
136,5010.0,"[2549, 4918, 1253, 2274, 345, 772, 4642, 2355, 1983, 145]"
137,7213.0,"[4091, 983, 3732, 1709, 2280, 3048, 2274, 2912, 4096, 3335]"
138,7655.0,"[361, 1698, 1055, 3743, 1611, 2063, 255, 866, 989, 145]"
139,2683.0,"[4918, 708, 112, 4005, 1334, 4680, 2837, 3901, 1066, 2274]"
140,7655.0,"[740, 866, 1022, 193, 125, 2105, 1406, 2280, 4738, 2912]"
141,5648.0,"[4783, 740, 4091, 4177, 3300, 1252, 1984, 1197, 1022, 297]"
142,3203.0,"[1984, 193, 2274, 1854, 3118, 145, 2548, 2970, 989, 4757]"
143,3723.0,"[4091, 647, 903, 908, 983, 193, 3732, 708, 4971, 548]"
144,6906.0,"[1646, 2848, 1253, 2988, 4831, 3571, 2194, 3459, 3226, 2970]"
145,2499.0,"[2750, 4128, 972, 361, 1736, 3083, 1979, 768, 2132, 3335]"
146,63.0,"[740, 4814, 297, 1690, 4482, 2549, 324, 4894, 88, 193]"
147,2499.0,"[193, 3392, 3335, 2188, 3308, 127, 4720, 4453, 1545, 621]"
148,2499.0,"[2280, 2949, 2392, 4501, 983, 1485, 4757, 4177, 416, 989]"
149,2499.0,"[1023, 112, 3193, 2454, 416, 4005, 3565, 2905, 1522, 96]"
150,7655.0,"[4960, 1970, 2210, 193, 2278, 2280, 105, 2548, 2455, 3905]"
151,3184.0,"[4446, 4783, 4177, 4810, 903, 866, 2220, 3732, 3217, 484]"
152,4717.0,"[53, 4642, 708, 3216, 3282, 284, 2342, 3320, 4704, 882]"
153,2499.0,"[4091, 2949, 3063, 2274, 2470, 2355, 193, 1287, 361, 1454]"
154,332.0,"[4783, 740, 647, 983, 1646, 648, 2549, 4894, 2820, 4918]"
155,5006.0,"[4954, 532, 4106, 4396, 4989, 2188, 4561, 255, 3944, 1548]"
156,3184.0,"[532, 137, 1306, 4525, 2280, 2666, 193, 4477, 1357, 3092]"
157,5006.0,"[284, 1950, 4622, 1846, 3581, 1806, 989, 1684, 1048, 3591]"
158,6906.0,"[2756, 2949, 1904, 4245, 3731, 361, 4126, 750, 4829, 240]"
159,7449.0,"[740, 297, 2848, 484, 125, 2280, 4738, 2274, 3510, 4270]"
160,2499.0,"[4738, 4446, 4091, 4489, 193, 4501, 3258, 649, 4561, 1085]"
161,6906.0,"[740, 1646, 2949, 4096, 4270, 3198, 856, 4069, 989, 4501]"
162,4717.0,"[4446, 740, 4091, 647, 1646, 648, 4932, 193, 3732, 9]"
163,2499.0,"[1056, 4829, 361, 2274, 4512, 2280, 983, 2610, 1960, 3335]"
164,1833.0,"[4814, 3198, 3424, 2474, 3091, 1715, 1217, 3262, 708, 4091]"
165,800.0,"[112, 505, 2355, 4683, 2949, 3335, 2210, 1667, 744, 3083]"
166,6906.0,"[4091, 1022, 2218, 648, 2848, 1711, 1904, 2663, 4793, 532]"
167,2499.0,"[4091, 983, 2095, 2298, 4776, 2342, 333, 2274, 2086, 249]"
168,800.0,"[125, 532, 960, 361, 989, 4561, 4396, 2610, 2280, 1485]"
169,800.0,"[2848, 3510, 1485, 4501, 917, 647, 2160, 617, 505, 4561]"
170,332.0,"[4642, 3510, 1178, 4091, 361, 2274, 1983, 4573, 4661, 1611]"
171,63.0,"[4783, 4091, 4177, 3813, 1646, 4782, 2549, 1357, 2220, 4894]"
172,7449.0,"[1118, 4446, 4783, 740, 4091, 4177, 4827, 647, 1653, 1984]"
173,5010.0,"[2549, 4894, 3810, 125, 1024, 416, 361, 1412, 2139, 2632]"
174,5010.0,"[647, 145, 1698, 1611, 4790, 4918, 3164, 1753, 2522, 3555]"
175,7449.0,"[4005, 1646, 532, 3818, 193, 2987, 3258, 1089, 361, 296]"
176,4253.0,"[4446, 4783, 740, 4177, 2, 647, 1653, 357, 903, 908]"
177,3184.0,"[4446, 3823, 4783, 740, 4177, 647, 1252, 1984, 903, 908]"
178,5010.0,"[1458, 4091, 4943, 3732, 647, 361, 2747, 2342, 2629, 2063]"
179,1168.0,"[4446, 740, 4091, 4827, 647, 2756, 983, 1646, 866, 786]"
180,2499.0,"[3510, 4943, 647, 4798, 1611, 15, 2280, 125, 4722, 4086]"
181,4717.0,"[708, 284, 3571, 4106, 3424, 4561, 106, 4954, 1411, 361]"
182,3203.0,"[2280, 3483, 4919, 532, 2401, 125, 4131, 2422, 2395, 4535]"
183,3203.0,"[4091, 2454, 361, 3592, 2280, 4894, 4738, 2500, 989, 3510]"
184,6696.0,"[4783, 740, 4177, 647, 2848, 3732, 3143, 4491, 4918, 708]"
185,5006.0,"[1557, 740, 2280, 1088, 1048, 1751, 2206, 14, 2544, 2368]"
186,2499.0,[]
187,3203.0,"[112, 4005, 4683, 740, 567, 1218, 4661, 2355, 3287, 1706]"
188,6276.0,"[4446, 740, 4091, 2, 647, 1653, 1252, 983, 1646, 297]"
189,6335.0,"[4923, 296, 1681, 112, 1074, 1224, 240, 705, 4337, 3102]"
190,1511.0,"[4446, 740, 4091, 4177, 3300, 4827, 1252, 1984, 903, 908]"
191,5319.0,"[186, 1667, 98, 648, 2831, 3102, 145, 646, 4839, 3459]"
192,3203.0,"[740, 647, 679, 193, 4493, 3201, 2280, 2342, 1736, 2912]"
193,3497.0,"[4783, 4810, 983, 2816, 2549, 2848, 4390, 193, 1755, 3732]"
194,5010.0,"[484, 960, 4683, 112, 1103, 4869, 4111, 1184, 255, 2221]"
195,2499.0,"[53, 2274, 2280, 2377, 2949, 1994, 3168, 4954, 4270, 3905]"
196,3203.0,"[4642, 3391, 789, 1646, 4778, 4913, 3732, 708, 382, 1602]"
197,5010.0,"[1681, 361, 1683, 1089, 150, 575, 532, 112, 2342, 2508]"
198,6906.0,"[740, 2949, 2674, 2342, 532, 960, 3409, 3078, 1103, 2341]"
199,6906.0,"[4446, 740, 4177, 908, 1089, 648, 1601, 4932, 484, 4760]"
200,2683.0,"[4091, 648, 2280, 1854, 4270, 4831, 1404, 2474, 1267, 1686]"
201,2499.0,"[4445, 4091, 4477, 2681, 2661, 1074, 3369, 4106, 4005, 1646]"
202,2499.0,[]
203,5319.0,"[708, 2342, 4096, 1522, 284, 4961, 2536, 3102, 2274, 3652]"
204,4717.0,"[740, 4642, 2975, 2251, 4783, 1091, 2949, 268, 1684, 1555]"
205,2499.0,"[740, 4634, 2280, 2342, 20, 4005, 256, 2355, 2210, 794]"
206,2499.0,"[2280, 2342, 3102, 1037, 2210, 2639, 4930, 2058, 511, 4127]"
207,3184.0,"[2274, 772, 2639, 80, 4111, 1751, 2549, 1233, 554, 4096]"
208,1252.0,"[4446, 4783, 740, 4091, 647, 2756, 908, 983, 1646, 297]"
209,3203.0,"[1646, 1787, 1977, 897, 1984, 1844, 3581, 744, 1446, 109]"
210,7655.0,"[882, 484, 4656, 4738, 361, 284, 4097, 4382, 2949, 532]"
211,63.0,"[4446, 4783, 4177, 647, 1252, 1646, 648, 2549, 4894, 2083]"
212,5319.0,"[740, 4177, 1984, 2756, 1646, 3037, 648, 4945, 2549, 4894]"
213,5010.0,"[4493, 1681, 4098, 484, 4894, 3866, 4683, 1646, 4043, 577]"
214,2499.0,[]
215,4717.0,"[4069, 1089, 4960, 647, 565, 3653, 2474, 1152, 276, 125]"
216,6906.0,"[37, 3078, 145, 4767, 361, 3793, 2848, 4446, 4477, 1324]"
217,2499.0,"[4382, 125, 2610, 3732, 361, 2355, 2439, 2829, 2280, 3812]"
218,2683.0,"[2280, 4005, 989, 882, 4040, 4106, 4049, 4783, 3243, 361]"
219,3203.0,"[740, 647, 2220, 605, 2377, 3258, 2454, 276, 4005, 1074]"
220,1168.0,"[4349, 2819, 3810, 4318, 4333, 3078, 3510, 3092, 3189, 989]"
221,6335.0,"[827, 125, 2256, 3510, 532, 740, 2549, 3643, 4757, 2274]"
222,2499.0,"[361, 416, 4270, 2274, 1611, 647, 4091, 4344, 3892, 4535]"
223,2499.0,[]
224,2499.0,"[740, 2194, 1074, 2949, 361, 4126, 923, 4716, 197, 2903]"
225,5006.0,"[839, 2342, 2996, 2210, 856, 3424, 4798, 567, 1400, 4656]"
226,3184.0,"[740, 4177, 1252, 4814, 1089, 1690, 4482, 4735, 4894, 193]"
227,2499.0,"[2055, 973, 3510, 4243, 4499, 1762, 2970, 1287, 4738, 69]"
228,5010.0,"[2210, 647, 3791, 255, 2082, 4177, 2478, 80, 2513, 2773]"
229,2499.0,"[125, 2280, 4477, 4005, 567, 3210, 4656, 187, 1437, 1337]"
230,3203.0,"[647, 648, 193, 2949, 2342, 4683, 1443, 80, 295, 3820]"
231,5319.0,"[1755, 1306, 4104, 2639, 2530, 3083, 2033, 2139, 112, 882]"
232,5006.0,"[4783, 786, 708, 2280, 4128, 2274, 4245, 532, 2210, 4831]"
233,2499.0,"[2086, 3424, 125, 3102, 4477, 4106, 2848, 3623, 2468, 1233]"
234,63.0,"[4783, 740, 4091, 647, 357, 1646, 1089, 193, 4918, 125]"
235,1257.0,"[4783, 740, 4091, 4177, 4827, 647, 1252, 357, 903, 3551]"
236,5648.0,"[740, 903, 1646, 2218, 786, 324, 4894, 3810, 115, 708]"
237,7655.0,"[4091, 2, 647, 2756, 983, 1646, 4336, 4782, 679, 1357]"
238,3184.0,"[845, 3660, 276, 1178, 4005, 3221, 4290, 897, 4783, 3613]"
239,6335.0,"[4446, 4783, 740, 4091, 4177, 647, 1653, 1646, 1197, 767]"
240,4717.0,"[4446, 4091, 4814, 4945, 2549, 3732, 3217, 708, 125, 3690]"
241,3502.0,"[1118, 4783, 1646, 4894, 1057, 2949, 2280, 1024, 1276, 2996]"
242,4253.0,"[1, 4783, 740, 4091, 2, 647, 983, 976, 4026, 4814]"
243,7449.0,"[740, 2949, 3685, 2274, 532, 4642, 361, 62, 4593, 567]"
244,1168.0,"[4091, 4177, 983, 3037, 3676, 2949, 669, 2280, 532, 807]"
245,1093.0,"[740, 2280, 505, 112, 3105, 2779, 953, 593, 907, 2301]"
246,5319.0,"[983, 3813, 786, 2549, 193, 125, 2949, 1088, 3258, 3888]"
247,335.0,"[708, 18, 3335, 1522, 3282, 3099, 2139, 4086, 361, 80]"
248,335.0,"[3823, 4783, 740, 4091, 2756, 1646, 4735, 1357, 4390, 484]"
249,332.0,"[4177, 125, 1088, 3510, 416, 2696, 1826, 989, 935, 2392]"
250,2499.0,"[4204, 4091, 1431, 4637, 4533, 4469, 4045, 983, 302, 2251]"
251,2499.0,[]
252,2499.0,[]
253,6906.0,"[648, 4918, 946, 2377, 345, 3510, 4270, 268, 361, 3078]"
254,5010.0,"[4091, 1646, 2274, 484, 181, 4096, 2500, 397, 4645, 3192]"
255,5010.0,"[4783, 740, 2949, 181, 2280, 4124, 1404, 3168, 3109, 3330]"
256,2499.0,"[2549, 2949, 4738, 2912, 4642, 2470, 4396, 3602, 4656, 1129]"
257,2499.0,"[2274, 3564, 989, 4986, 3238, 1288, 3048, 4778, 4098, 193]"
258,2499.0,"[740, 647, 1646, 297, 1089, 4760, 2280, 4533, 3083, 4053]"
259,800.0,"[125, 2949, 14, 276, 4005, 1611, 4910, 2468, 42, 2610]"
260,6335.0,"[2256, 3665, 4670, 2872, 1287, 3111, 4760, 2784, 2533, 2848]"
261,2499.0,"[4001, 2454, 1681, 240, 4098, 3335, 4561, 2342, 2549, 1522]"
262,6276.0,"[740, 983, 648, 2549, 2848, 4894, 193, 3732, 986, 1728]"
263,63.0,"[4446, 4091, 647, 786, 2549, 2848, 2820, 3217, 238, 2949]"
264,3184.0,"[740, 903, 908, 2549, 4894, 4932, 193, 3182, 484, 125]"
265,800.0,"[647, 3732, 1605, 2819, 2105, 2342, 3048, 465, 4683, 4642]"
266,6654.0,"[112, 4501, 4561, 1681, 2949, 3740, 1464, 3198, 542, 3282]"
267,1511.0,"[740, 3037, 2549, 1601, 193, 4918, 2949, 2256, 2280, 4128]"
268,5180.0,"[4177, 297, 1601, 708, 2105, 2739, 4867, 2377, 2280, 18]"
269,2499.0,"[361, 2, 2996, 416, 3564, 3989, 4833, 1674, 2639, 2459]"
270,6906.0,"[361, 2232, 4177, 2880, 145, 80, 2454, 4708, 1736, 617]"
271,332.0,"[740, 297, 648, 679, 1755, 3732, 484, 125, 2949, 3735]"
272,6906.0,"[3890, 1089, 716, 284, 2086, 882, 240, 361, 4053, 2848]"
273,2499.0,"[786, 1194, 1740, 397, 1667, 2702, 1615, 2298, 1217, 2342]"
274,2683.0,"[4446, 4783, 740, 4091, 4177, 647, 1984, 903, 976, 4814]"
275,7233.0,"[4783, 740, 4091, 647, 983, 1646, 4814, 767, 648, 2848]"
276,3203.0,"[2342, 4738, 2274, 4303, 1879, 416, 284, 3083, 2911, 361]"
277,6906.0,"[740, 1646, 2549, 2949, 2256, 2663, 3102, 1253, 3510, 2988]"
278,3184.0,"[740, 989, 284, 3510, 3459, 1854, 2949, 1970, 197, 2105]"
279,800.0,"[2274, 3883, 3308, 416, 4106, 4760, 1522, 4501, 3510, 2050]"
280,2499.0,"[740, 2949, 4738, 4270, 416, 4642, 2355, 882, 3237, 1485]"
281,800.0,"[4446, 908, 1357, 4894, 986, 3143, 4045, 1057, 708, 125]"
282,4717.0,"[4783, 647, 648, 4782, 2820, 2949, 2467, 4096, 532, 588]"
283,3203.0,"[740, 2949, 4642, 4284, 2342, 348, 2319, 983, 1443, 51]"
284,5319.0,"[1198, 145, 2499, 72, 255, 617, 2536, 1531, 2179, 3282]"
285,6906.0,"[2756, 361, 145, 2975, 4131, 4961, 1074, 4333, 648, 532]"
286,2499.0,"[1646, 4945, 1711, 2280, 2274, 3892, 2188, 1522, 1860, 4609]"
287,2499.0,"[4091, 2280, 361, 1611, 1493, 880, 1074, 1485, 1431, 2355]"
288,2683.0,"[1970, 391, 2274, 1854, 2988, 3394, 3849, 3300, 2342, 3908]"
289,2499.0,"[740, 4568, 4831, 1362, 4960, 586, 2392, 2390, 989, 4091]"
290,3203.0,"[740, 297, 1357, 1128, 2105, 2342, 2274, 1304, 37, 3715]"
291,6276.0,"[145, 3068, 3439, 4001, 2474, 2280, 2368, 3290, 240, 1952]"
292,2499.0,"[193, 2848, 2949, 1238, 855, 4658, 1287, 4767, 302, 882]"
293,63.0,"[4091, 4177, 647, 1252, 983, 1646, 786, 648, 2848, 324]"
294,2499.0,"[1601, 1128, 3900, 416, 4642, 2355, 945, 4716, 371, 80]"
295,590.0,"[4446, 740, 4091, 357, 1984, 983, 1646, 297, 1089, 786]"
296,1168.0,"[4783, 740, 3300, 647, 357, 903, 908, 983, 1633, 1197]"
297,3203.0,"[740, 1984, 2549, 1057, 2949, 4738, 532, 3438, 4573, 1209]"
298,5010.0,"[4793, 2970, 240, 2911, 2949, 4665, 3888, 3444, 4270, 820]"
299,7655.0,"[276, 712, 558, 4270, 151, 1970, 1253, 4290, 1836, 255]"
300,5010.0,"[648, 3335, 2355, 361, 4573, 1074, 4677, 744, 516, 4665]"
301,7655.0,"[276, 361, 4323, 4829, 4874, 125, 3939, 2289, 3424, 4126]"
302,2499.0,[]
303,3203.0,"[2848, 2949, 4642, 3564, 2610, 1921, 4757, 391, 1630, 953]"
304,5010.0,"[740, 4177, 125, 181, 2274, 2988, 4115, 3715, 960, 416]"
