user,include,item list
54,1119,"[3459, 1087, 3109, 2549, 3201, 3335, 2524, 2436, 4851, 333]"
55,1388,"[2178, 4501, 663, 2530, 488, 2260, 3923, 1765, 1684, 2614]"
56,342,"[669, 4198, 4570, 630, 2203, 1936, 4140, 4858, 391, 255]"
57,298,"[935, 1795, 4836, 4961, 3804, 3424, 2553, 416, 870, 2293]"
58,1124,"[4226, 3510, 4640, 1057, 3217, 2616, 1690, 704, 3794, 173]"
59,2499,"[3685, 617, 1911, 98, 484, 4261, 4961, 2739, 2921, 14]"
60,335,"[4071, 4537, 4493, 2445, 3043, 391, 248, 3290, 1561, 2250]"
61,5168,"[193, 4989, 331, 2301, 1270, 3826, 565, 3932, 3567, 3873]"
62,1329,"[1871, 3424, 2377, 3438, 193, 903, 2912, 4477, 106, 4600]"
63,5006,"[983, 4270, 240, 4893, 1522, 2639, 2657, 4349, 484, 297]"
64,1257,"[4248, 2516, 69, 598, 2390, 158, 634, 442, 1429, 1695]"
65,4253,"[109, 1263, 518, 3285, 4126, 1551, 3072, 1244, 3333, 4885]"
66,2509,"[4783, 2676, 1357, 1116, 4943, 1287, 4770, 2446, 2440, 1241]"
67,1168,"[2, 2646, 2210, 66, 145, 505, 3630, 567, 209, 2511]"
68,840,"[1646, 4683, 1762, 2342, 4876, 4793, 1317, 3335, 3459, 3224]"
69,5298,"[3421, 2632, 1253, 3024, 3888, 916, 3647, 4393, 4690, 1371]"
70,3484,"[1550, 4765, 1262, 907, 4963, 3650, 2516, 605, 1430, 1493]"
71,393,"[548, 4270, 3805, 4216, 21, 3736, 870, 1262, 2714, 1504]"
72,3502,"[465, 802, 4869, 558, 3555, 1722, 4637, 4396, 2740, 2101]"
73,6654,"[3483, 802, 505, 2105, 4683, 302, 1604, 972, 3067, 1096]"
74,4623,"[1178, 4195, 2256, 3510, 1023, 1736, 4475, 356, 2, 4927]"
75,335,"[3519, 2614, 1936, 3923, 1599, 2088, 3390, 705, 4493, 415]"
76,5168,"[193, 2970, 1102, 3282, 3204, 3305, 160, 302, 2501, 4226]"
77,7557,"[337, 116, 880, 2756, 4190, 2178, 1252, 403, 1287, 1509]"
78,7470,"[4501, 44, 489, 1782, 3551, 2409, 1984, 57, 236, 4274]"
79,5966,[]
80,1119,"[4143, 2970, 3113, 3459, 3335, 81, 2912, 4766, 1087, 2549]"
81,1511,"[647, 1821, 617, 2848, 1455, 4776, 2304, 1647, 3564, 2267]"
82,2509,"[4783, 1357, 532, 1287, 3971, 4770, 4409, 3619, 241, 1945]"
83,3497,"[2280, 2260, 2951, 3094, 2510, 570, 2756, 211, 1400, 4798]"
84,2816,"[336, 2139, 2313, 719, 4554, 3459, 1178, 160, 829, 3121]"
85,2683,"[1357, 1071, 255, 2476, 1921, 4876, 270, 4080, 711, 3175]"
86,3355,"[4392, 2445, 4809, 2342, 186, 2905, 2260, 430, 4709, 1943]"
87,7470,"[4501, 1911, 1155, 299, 180, 3095, 107, 3554, 3949, 1855]"
88,1257,"[1602, 2390, 3391, 1667, 1795, 3885, 807, 723, 1276, 3928]"
89,7233,"[1871, 3985, 2996, 3198, 4715, 4194, 4318, 4110, 3901, 4579]"
90,5180,"[2439, 2191, 3952, 1313, 189, 4338, 4578, 268, 159, 3459]"
91,5695,"[3318, 2178, 4809, 2289, 2718, 1979, 4541, 4601, 4149, 3788]"
92,5298,"[845, 2632, 2295, 2619, 3967, 2866, 916, 2222, 3226, 3421]"
93,1252,"[1715, 923, 1252, 3030, 836, 4409, 4874, 245, 1519, 3409]"
94,1093,"[4446, 1252, 773, 88, 3217, 4977, 2283, 586, 4128, 3258]"
95,1093,"[413, 4128, 3510, 3198, 2639, 2139, 3516, 2885, 2086, 2251]"
96,5825,"[629, 2607, 1642, 4893, 2972, 4783, 1549, 4622, 438, 4813]"
97,4308,"[2988, 2125, 4049, 2903, 2637, 4097, 2553, 3486, 4660, 1140]"
98,7642,"[54, 4960, 4501, 3571, 2175, 248, 57, 1020, 2530, 1048]"
99,2499,"[908, 4665, 4793, 18, 532, 617, 1936, 1880, 4876, 236]"
100,4987,"[4493, 284, 1412, 4239, 301, 4110, 3467, 3873, 2632, 36]"
101,5006,"[484, 803, 577, 2912, 10, 3607, 1254, 1715, 2551, 2968]"
102,5010,"[2377, 3973, 505, 4290, 4609, 1548, 3942, 4005, 286, 3378]"
103,1093,"[1252, 1089, 1519, 3510, 109, 2639, 3432, 2597, 2139, 645]"
104,6324,"[184, 373, 4922, 660, 357, 3102, 1633, 3781, 4818, 4577]"
105,1388,"[4573, 470, 988, 186, 4501, 2223, 3211, 4570, 705, 4565]"
106,342,"[2119, 4680, 2610, 4858, 3543, 2291, 2098, 288, 856, 1936]"
107,4987,"[4493, 3591, 2188, 284, 301, 976, 165, 109, 1550, 571]"
108,3668,"[437, 4665, 4670, 2063, 4790, 3759, 1970, 160, 4302, 1136]"
109,332,"[4493, 2160, 2445, 4470, 1263, 1713, 3483, 4966, 2319, 2779]"
110,1511,"[1371, 4804, 647, 4942, 3650, 4219, 2355, 4877, 1873, 3270]"
111,3440,"[2390, 1822, 4169, 1252, 2782, 3113, 3584, 3907, 2931, 2102]"
112,7233,"[1686, 3901, 3198, 4194, 1089, 3424, 4912, 458, 4318, 1871]"
113,5648,"[265, 1795, 2681, 880, 145, 4888, 1102, 704, 4477, 3812]"
114,5010,"[3510, 4640, 3928, 1252, 3873, 2050, 324, 2339, 82, 880]"
115,840,"[4918, 1711, 617, 562, 4659, 2683, 3459, 1873, 945, 1762]"
116,4836,"[2, 361, 10, 495, 1184, 3369, 4556, 3228, 1254, 1162]"
117,6324,"[3454, 577, 2158, 3102, 184, 4228, 3781, 3799, 1755, 2880]"
118,5966,"[784, 1679, 1443, 276, 979, 1517, 713, 1788, 4390, 4047]"
119,4964,"[2495, 1475, 1821, 3650, 1567, 4203, 617, 3971, 4951, 4966]"
120,2131,"[1324, 1493, 2251, 570, 99, 4338, 2832, 1069, 3781, 1821]"
121,342,"[255, 4960, 192, 2821, 3543, 4680, 1936, 288, 2470, 4645]"
122,2683,"[1494, 1522, 2160, 945, 1071, 1921, 953, 4124, 3198, 2548]"
123,298,"[10, 296, 4752, 238, 2608, 416, 4698, 3918, 4005, 3381]"
124,3497,"[2756, 1713, 2478, 4105, 2951, 2510, 4798, 211, 1599, 2280]"
125,5648,"[4926, 71, 3903, 1600, 4955, 4535, 472, 3936, 1564, 1142]"
126,2509,"[1287, 532, 36, 1357, 4783, 4943, 320, 2860, 3127, 3498]"
127,1329,"[2549, 420, 505, 2970, 193, 3037, 3675, 3930, 3007, 4600]"
128,2832,"[14, 3905, 3216, 617, 1663, 736, 2548, 4396, 3275, 1667]"
129,2683,"[3923, 4562, 1550, 3650, 4804, 2821, 2440, 945, 532, 3786]"
130,3184,"[4091, 1633, 4945, 2848, 4372, 4955, 10, 1556, 4164, 4867]"
131,5966,"[3565, 2434, 1517, 276, 839, 1994, 784, 1443, 371, 1679]"
132,6654,"[2105, 1160, 2377, 4382, 1740, 4434, 544, 4557, 1846, 4226]"
133,5648,"[2251, 145, 265, 160, 3221, 4926, 4995, 2142, 3903, 3630]"
134,335,"[3949, 3406, 1926, 1331, 2478, 4876, 4570, 1813, 4071, 391]"
135,6654,"[1740, 4683, 1604, 4049, 505, 1785, 2536, 82, 3271, 3295]"
136,3184,"[1522, 1993, 2536, 4091, 4954, 3565, 1983, 4090, 2848, 4642]"
137,2856,"[1276, 3662, 3928, 932, 4714, 1178, 3810, 483, 3685, 3003]"
138,7557,"[2666, 3192, 1751, 285, 648, 2088, 1578, 1373, 4394, 3930]"
139,1329,"[1957, 2058, 855, 4477, 2384, 505, 2377, 3799, 2101, 704]"
140,1124,"[4867, 704, 4047, 768, 191, 3183, 3728, 4564, 880, 4462]"
141,7642,"[3168, 329, 4501, 4858, 3343, 2607, 831, 1912, 4261, 2088]"
142,3723,"[3210, 4086, 181, 459, 4745, 3715, 1441, 617, 1751, 4615]"
143,3668,"[1970, 4665, 1860, 1484, 4245, 1795, 160, 3607, 4243, 1136]"
144,4574,"[2872, 30, 1922, 2304, 1709, 320, 3935, 4799, 1548, 114]"
145,6906,"[1398, 2481, 741, 4670, 2092, 2751, 1984, 3754, 2769, 107]"
146,332,"[2756, 13, 98, 45, 925, 236, 4879, 681, 2221, 3467]"
147,5915,"[636, 4752, 2988, 536, 2051, 3979, 320, 1162, 2899, 4432]"
148,2509,"[4943, 532, 320, 4770, 2676, 1945, 331, 3907, 1116, 4828]"
149,6906,"[3142, 4783, 2274, 1984, 2111, 18, 710, 708, 4758, 2280]"
150,1833,"[1252, 3185, 3390, 4493, 4215, 3465, 3446, 3244, 2638, 1013]"
151,1257,"[1128, 2283, 3524, 4005, 1429, 285, 2609, 467, 1157, 802]"
152,6906,"[391, 2220, 1371, 4215, 4319, 2770, 772, 2638, 708, 4680]"
153,1388,"[3923, 4573, 4565, 3813, 341, 3946, 1071, 186, 2530, 4858]"
154,840,"[648, 555, 4918, 3676, 2342, 769, 532, 4683, 4831, 3083]"
155,4863,"[4005, 145, 2885, 2639, 505, 2931, 266, 1993, 4088, 2689]"
156,1388,"[4565, 4501, 2178, 3453, 4599, 2223, 2022, 30, 2465, 988]"
157,7642,"[3571, 2894, 40, 2445, 3695, 2607, 4272, 1936, 116, 4575]"
158,3502,"[1695, 211, 3450, 1933, 1583, 2469, 2334, 3605, 4396, 465]"
159,5825,"[248, 3528, 1549, 2608, 1114, 4783, 2987, 526, 936, 1121]"
160,5006,"[181, 88, 803, 1304, 484, 3386, 3237, 2246, 4270, 3333]"
161,3497,"[2280, 2215, 465, 2326, 4960, 1014, 4105, 4876, 3650, 1846]"
162,7655,"[324, 708, 1053, 3185, 1519, 2274, 2795, 1604, 2194, 1731]"
163,6276,"[361, 679, 3308, 960, 4725, 4517, 1791, 4382, 3475, 2095]"
164,2816,"[266, 3753, 1437, 3329, 1667, 829, 4847, 4524, 256, 598]"
165,5006,"[4270, 4096, 983, 1818, 4814, 193, 361, 2355, 3066, 472]"
166,1168,"[2105, 145, 4049, 3681, 175, 2041, 4949, 643, 2271, 209]"
167,3484,"[4765, 2516, 3934, 2473, 3795, 1075, 3685, 3539, 15, 4233]"
168,7213,"[145, 4652, 2553, 361, 1254, 284, 427, 1715, 3555, 1740]"
169,2509,"[4783, 532, 2649, 327, 1357, 2440, 488, 1116, 331, 2944]"
170,2499,"[708, 2944, 3314, 960, 4599, 1686, 744, 1331, 4493, 4195]"
171,3440,"[2941, 2300, 3060, 2356, 1746, 4954, 4895, 449, 4723, 331]"
172,6906,"[4783, 647, 1984, 786, 1357, 2220, 193, 3175, 708, 125]"
173,4863,"[145, 4005, 2899, 505, 4286, 2639, 3086, 4693, 520, 2885]"
174,5168,"[4652, 3986, 3873, 1749, 3665, 193, 2501, 4143, 2830, 3282]"
175,1168,"[4961, 3459, 3198, 1007, 1894, 2210, 4445, 294, 106, 66]"
176,3355,"[3037, 2342, 89, 4841, 4392, 45, 3230, 234, 2260, 1824]"
177,590,"[4177, 3263, 193, 3604, 4432, 605, 4032, 4760, 2256, 2454]"
178,4863,"[2639, 4275, 4482, 3928, 2801, 1605, 159, 2689, 1686, 399]"
179,332,"[1984, 976, 767, 1567, 4207, 1879, 3314, 2530, 4828, 2255]"
180,5966,"[3565, 1115, 586, 2968, 2657, 276, 784, 3891, 3003, 3576]"
181,2816,"[1178, 4533, 3459, 2139, 1667, 283, 2520, 598, 4847, 3890]"
182,1833,"[1519, 548, 4215, 1013, 3143, 4336, 3244, 1705, 1214, 2559]"
183,3217,"[193, 4493, 4986, 3446, 2970, 2256, 241, 2136, 4829, 1200]"
184,332,"[4876, 382, 3290, 990, 4966, 2874, 1984, 2560, 3164, 3611]"
185,298,"[4961, 4445, 4284, 935, 569, 238, 744, 58, 265, 3424]"
186,6270,[]
187,1168,"[3670, 505, 2271, 4831, 3914, 66, 3755, 2392, 1322, 1023]"
188,298,"[238, 2608, 4836, 4005, 3424, 1791, 3652, 200, 3210, 4961]"
189,1124,"[191, 2968, 704, 1736, 1214, 2139, 3774, 1818, 1555, 4226]"
190,5319,"[4446, 1252, 3732, 238, 3676, 420, 946, 2105, 4836, 3057]"
191,3184,"[1087, 295, 3337, 3282, 4642, 294, 3963, 4090, 3382, 4019]"
192,1124,"[2139, 4398, 4640, 1762, 4432, 3510, 3455, 2817, 1617, 4325]"
193,3502,"[3289, 480, 4637, 2953, 1933, 1140, 4208, 4211, 449, 885]"
194,590,"[193, 4327, 1448, 1429, 1605, 704, 4986, 2639, 4760, 2256]"
195,7946,"[1886, 1611, 2359, 1160, 2494, 1786, 1711, 983, 3142, 2633]"
196,1511,"[647, 1902, 1706, 1263, 2088, 1353, 4557, 4783, 3015, 1089]"
197,332,"[98, 453, 554, 4592, 2756, 1713, 1287, 1714, 140, 3164]"
198,4987,"[8, 284, 1704, 4698, 2188, 3293, 1756, 2830, 571, 2848]"
199,5185,"[1089, 1709, 4954, 3335, 3636, 47, 3300, 4578, 2392, 1611]"
200,2499,"[3459, 145, 209, 3685, 2739, 648, 4665, 4713, 4275, 4493]"
201,8021,"[2639, 276, 320, 3441, 2392, 1564, 2088, 3730, 4527, 4954]"
202,7470,[]
203,5695,"[3267, 3647, 4943, 4541, 3813, 2295, 4537, 104, 2769, 4028]"
204,5006,"[80, 361, 193, 2355, 895, 3732, 4497, 804, 4477, 3102]"
205,4308,"[983, 1740, 2988, 4305, 106, 3791, 152, 3144, 760, 4814]"
206,332,"[4470, 4858, 856, 4876, 236, 3314, 2111, 831, 2031, 3779]"
207,4096,"[2970, 3337, 780, 2488, 14, 949, 4177, 4970, 1684, 1715]"
208,1329,"[2549, 193, 411, 4635, 3424, 505, 2970, 106, 2058, 2953]"
209,3217,"[2549, 2866, 286, 4556, 2975, 3014, 1673, 2136, 3598, 2543]"
210,332,"[1713, 150, 2756, 2165, 4841, 1330, 3483, 453, 18, 1201]"
211,4717,"[555, 484, 4665, 2281, 1879, 617, 4005, 1873, 3639, 2610]"
212,3502,"[3152, 558, 1140, 3576, 3391, 2101, 3265, 3333, 2652, 1722]"
213,3497,"[2280, 4876, 4960, 2951, 1686, 4287, 3545, 1400, 465, 570]"
214,298,[]
215,7258,"[505, 3450, 276, 3058, 740, 3615, 777, 2377, 4032, 3869]"
216,393,"[2387, 3736, 3805, 395, 3506, 3880, 99, 1197, 20, 3229]"
217,4964,"[617, 4203, 647, 4899, 3198, 3227, 2921, 1970, 1821, 3650]"
218,4623,"[1679, 3001, 3144, 3410, 3690, 4337, 4194, 4206, 4634, 463]"
219,3184,"[4091, 3282, 744, 4955, 836, 1602, 251, 928, 3105, 1612]"
220,4623,"[160, 4718, 512, 4093, 3144, 3510, 4337, 4778, 289, 4634]"
221,3502,"[4396, 3289, 4216, 211, 1140, 106, 4211, 411, 3880, 4635]"
222,7258,"[2657, 3456, 2207, 2170, 276, 1538, 2179, 2377, 2500, 437]"
223,7449,[]
224,6324,"[3121, 1633, 357, 581, 3102, 1190, 3300, 2880, 3192, 2861]"
225,4964,"[1821, 4243, 1475, 3571, 554, 4478, 74, 3494, 3441, 3650]"
226,5319,"[4446, 1252, 324, 3732, 2458, 4854, 1128, 2105, 2846, 4836]"
227,298,"[4284, 3812, 744, 569, 3144, 1785, 2146, 2142, 2782, 4278]"
228,590,"[3826, 193, 617, 2736, 1556, 277, 4986, 3335, 2896, 3685]"
229,3184,"[4169, 4642, 4101, 333, 183, 1632, 157, 668, 1204, 1988]"
230,3668,"[4138, 1795, 1491, 880, 1484, 870, 1060, 4692, 3759, 3313]"
231,7946,"[88, 2436, 1221, 2549, 1736, 983, 3344, 3537, 4398, 2645]"
232,3668,"[4665, 2661, 4245, 1332, 3575, 4790, 396, 3759, 1060, 3607]"
233,5185,"[3335, 4950, 3243, 2392, 1494, 2964, 4877, 2787, 321, 643]"
234,5319,"[4446, 1252, 1841, 744, 1509, 1548, 4428, 2885, 969, 4836]"
235,7449,"[4737, 4913, 4481, 415, 3417, 1813, 4798, 3601, 2472, 4537]"
236,7946,"[2549, 1711, 674, 3900, 1611, 2348, 3749, 49, 1270, 1473]"
237,335,"[1984, 2440, 4793, 3314, 3571, 1936, 44, 3423, 4876, 584]"
238,342,"[3009, 4960, 3624, 4513, 2119, 3318, 4717, 3543, 669, 793]"
239,6276,"[88, 1088, 4337, 4462, 4206, 4590, 3145, 1382, 4658, 127]"
240,1329,"[903, 2549, 193, 505, 2970, 73, 4247, 183, 855, 3612]"
241,2509,"[532, 554, 4783, 2446, 852, 4943, 1946, 3971, 3619, 4490]"
242,1910,"[4814, 2949, 4817, 416, 3436, 4910, 2536, 3782, 3290, 4656]"
243,5168,"[465, 972, 3826, 4143, 2334, 160, 544, 1960, 1325, 3567]"
244,7449,"[630, 4798, 2958, 4193, 4299, 3483, 4981, 4207, 2860, 205]"
245,1124,"[3510, 4398, 4640, 1988, 1690, 1013, 1246, 4325, 2163, 855]"
246,4623,"[1178, 46, 3196, 1785, 4955, 2370, 1758, 3179, 4532, 2597]"
247,2148,"[1178, 983, 3386, 3905, 3122, 1904, 4171, 730, 4275, 2770]"
248,7367,"[4132, 2204, 3554, 3371, 4642, 2181, 1944, 882, 1993, 4798]"
249,6654,"[2377, 3322, 3584, 3095, 1740, 4683, 477, 3930, 3372, 4382]"
250,4574,"[630, 711, 1548, 4408, 341, 1253, 114, 3923, 4843, 3616]"
251,4964,[]
252,298,[]
253,3203,"[4533, 3335, 3018, 505, 3183, 81, 411, 2538, 4477, 2996]"
254,6696,"[225, 4091, 1605, 4396, 1545, 4533, 1735, 692, 4534, 3740]"
255,4574,"[2686, 2023, 1337, 4985, 1750, 809, 382, 689, 2495, 3616]"
256,2683,"[1178, 1751, 3754, 2189, 43, 945, 3175, 3027, 2495, 1522]"
257,2683,"[3571, 2271, 4764, 3445, 2921, 4467, 1646, 8, 2037, 4298]"
258,332,"[3571, 3417, 2037, 2350, 9, 831, 4879, 2638, 2322, 150]"
259,5648,"[145, 902, 1087, 3903, 704, 2251, 265, 2681, 4926, 4040]"
260,5180,"[1871, 2480, 1184, 983, 3944, 2637, 1074, 2063, 3146, 895]"
261,3484,"[1028, 4292, 3650, 1493, 3347, 3685, 2516, 4963, 4382, 946]"
262,7367,"[3403, 4642, 4841, 2548, 4798, 1684, 882, 655, 1582, 2283]"
263,3440,"[4954, 191, 4283, 2392, 2300, 4047, 2799, 2390, 4248, 4169]"
264,5695,"[2295, 4240, 186, 1374, 1828, 4149, 1613, 1181, 2076, 3889]"
265,2832,"[983, 2309, 3778, 928, 617, 4927, 2811, 2548, 3275, 54]"
266,7233,"[3901, 4551, 2507, 4965, 2743, 3424, 4715, 1686, 3198, 404]"
267,2320,"[3018, 4640, 3093, 4564, 3003, 3732, 2639, 4044, 3086, 1069]"
268,5006,"[4091, 297, 1722, 72, 1522, 2355, 217, 1184, 4720, 4477]"
269,3440,"[4922, 2931, 2, 1013, 331, 4895, 370, 4436, 2678, 1252]"
270,3502,"[465, 3391, 4635, 2851, 4396, 3576, 425, 449, 1653, 4869]"
271,1329,"[3037, 193, 840, 1983, 505, 420, 2377, 4635, 4247, 4560]"
272,298,"[416, 3424, 4888, 3066, 3652, 1604, 2522, 4836, 4577, 3121]"
273,3184,"[4642, 2652, 2536, 3282, 4091, 1983, 2439, 836, 4927, 165]"
274,1511,"[4783, 647, 4737, 1455, 2355, 1873, 645, 40, 3423, 4021]"
275,1833,"[1252, 4396, 3873, 3928, 2638, 1519, 1181, 4527, 1076, 845]"
276,7557,"[648, 20, 4126, 3091, 1331, 4791, 245, 813, 2548, 45]"
277,3184,"[4642, 4963, 4091, 2523, 1821, 2043, 4302, 2491, 4444, 4945]"
278,5298,"[2317, 3421, 4481, 1854, 4393, 1253, 3888, 1472, 1371, 2866]"
279,2320,"[1200, 2639, 1686, 1556, 3003, 3897, 1495, 2646, 1667, 4097]"
280,1833,"[4493, 2638, 3278, 2616, 1252, 4396, 1545, 1139, 1013, 520]"
281,3502,"[2510, 2101, 4635, 3391, 1722, 2851, 3450, 949, 411, 4216]"
282,5648,"[2271, 191, 1087, 3224, 145, 3539, 1491, 874, 3221, 4926]"
283,590,"[3335, 2033, 2639, 3565, 1715, 82, 3685, 198, 4932, 4177]"
284,1257,"[3289, 1633, 880, 1600, 2646, 4995, 4005, 2902, 1602, 1509]"
285,4717,"[484, 617, 4005, 2958, 4573, 3907, 4940, 3198, 3201, 3330]"
286,1511,"[4783, 526, 337, 1455, 203, 2355, 3483, 2833, 40, 571]"
287,2816,"[54, 2139, 3753, 3459, 160, 266, 2536, 3841, 4342, 3386]"
288,7258,"[740, 3869, 505, 3058, 3251, 4233, 69, 2377, 2694, 1409]"
289,5648,"[160, 3903, 4477, 3262, 1690, 4683, 902, 3287, 4955, 4127]"
290,5695,"[4601, 3591, 3290, 322, 2076, 3318, 3417, 1561, 3962, 702]"
291,3355,"[1911, 3307, 4406, 4709, 186, 45, 3037, 2342, 3212, 1943]"
292,4717,"[617, 3996, 3685, 3676, 4898, 2119, 2142, 4072, 2756, 4064]"
293,5180,"[2608, 4445, 4642, 3459, 105, 895, 1698, 3944, 294, 2489]"
294,1168,"[1785, 3456, 542, 444, 3040, 4940, 3888, 4709, 1736, 3670]"
295,7233,"[3198, 2996, 3342, 3650, 1080, 3424, 3781, 1224, 4101, 605]"
296,3723,"[181, 2342, 3715, 617, 30, 1980, 4572, 512, 4757, 2383]"
297,4987,"[738, 333, 2650, 2339, 1756, 3467, 284, 2632, 4874, 973]"
298,2509,"[4783, 241, 554, 488, 731, 36, 1287, 2676, 4943, 2860]"
299,4623,"[2608, 449, 3510, 4723, 1455, 4195, 3413, 1178, 4187, 1980]"
300,298,"[416, 688, 265, 2430, 3066, 1795, 2301, 2288, 4698, 2775]"
301,3184,"[3232, 4534, 660, 2976, 4642, 4169, 3685, 4372, 1583, 2848]"
302,1093,[]
303,5010,"[1252, 2848, 505, 1667, 3928, 2271, 3424, 4049, 1522, 286]"
304,5298,"[3888, 2731, 809, 2295, 3854, 326, 1071, 1854, 3519, 3206]"
305,1257,"[3293, 2778, 634, 4869, 2516, 1552, 2513, 4995, 2043, 2283]"
306,5180,"[983, 4874, 1184, 2608, 3676, 4692, 3300, 3516, 4929, 3625]"
307,5006,"[802, 2139, 361, 3818, 1632, 1995, 4738, 3102, 2912, 505]"
308,6270,"[4446, 647, 2756, 284, 3018, 617, 80, 3118, 1254, 570]"
309,7642,"[4981, 3151, 3571, 3593, 4960, 1946, 2031, 2607, 2474, 988]"
310,3440,"[2, 1252, 99, 4233, 4047, 191, 2266, 4283, 2799, 2801]"
311,3497,"[3206, 1713, 4798, 2280, 2987, 3982, 4149, 3861, 201, 1599]"
312,840,"[3685, 3335, 3459, 767, 3397, 648, 45, 4393, 1242, 4469]"
313,8021,"[3565, 2639, 2088, 1970, 730, 1779, 1150, 1778, 4954, 3774]"
