,0,1,2,3,4,5,6,7,8,9,i1,i2,hl,nl
121,193,986,1711,2246,4738,3510,4270,1362,3335,98,,4253,,
122,983,786,648,1728,3810,4093,484,708,4708,14,,2683,,
123,193,4642,276,4573,3078,56,4646,4195,1991,3601,,3203,,
124,4177,647,786,648,1690,2549,2848,193,4918,708,,4253,,
125,4270,1522,361,2904,2694,2194,4738,1202,4290,4352,,2499,,
126,2639,2377,882,160,2188,4723,112,4245,4932,2458,,2499,,
127,4091,1646,648,2549,1755,4918,1711,4880,1037,2210,,6906,,
128,4446,4783,740,4177,647,1653,1984,903,1646,697,,6696,,
129,708,125,4501,989,4572,3932,1782,4642,64,2848,,5006,,
130,4783,740,4177,647,4810,357,1984,2756,983,1646,,4574,,
131,2949,2274,3102,3967,2987,2851,2730,125,4267,4245,,4717,,
132,4091,647,1984,2756,773,297,648,2549,4390,1605,,4253,,
133,4963,882,99,1341,855,1636,3183,2274,4446,4642,,2499,,
134,4239,4665,4005,4968,3914,2653,397,3424,85,3109,,5006,,
135,4446,740,4091,647,357,4945,2549,679,1357,4894,,332,,
136,647,648,3078,112,4876,2792,4270,2274,2949,4118,,5010,,
137,4446,740,4091,648,3732,484,4918,1128,946,4128,,7213,,
138,3459,2077,882,2377,1951,4814,577,3102,4661,4986,,7655,,
139,2227,960,647,362,2949,3335,648,112,427,3438,,2683,,
140,4446,4091,866,648,1601,4894,193,1128,1711,2280,,7655,,
141,740,812,647,1252,1984,983,3813,976,4814,3037,,5648,,
142,4091,2848,109,361,4190,3565,3066,708,3905,647,,3203,,
143,4894,708,125,2377,2280,1008,2155,3102,4245,4270,,3723,,
144,2,4642,112,3467,1374,1611,827,505,3510,1056,,6906,,
145,125,4239,4465,4505,1782,361,495,2949,3210,4457,,2499,,
146,4091,4177,647,1653,3813,1633,767,297,648,2848,,63,,
147,2274,193,3939,2773,1740,660,1841,4005,4642,1564,,2499,,
148,1740,2274,4642,2639,1646,738,3795,927,1695,4245,,2499,,
149,193,1198,4683,4270,4350,2694,4091,4245,3757,2049,,2499,,
150,647,4642,361,1088,1038,1362,4533,2050,196,1844,,7655,,
151,740,3300,2,1646,297,648,2816,1357,2220,4932,,3184,,
152,4642,125,4382,248,4986,4738,4922,4469,3955,1951,,4717,,
153,1711,4005,3295,3820,361,323,2799,2274,2639,1140,,2499,,
154,647,2816,4945,3732,1605,1057,4955,708,3955,1711,,332,,
155,4683,2470,1790,1330,4245,4171,2422,677,14,3475,,5006,,
156,182,617,3835,2342,532,2453,4596,268,2831,1736,,3184,,
157,1646,14,348,4567,1681,27,1911,2638,1485,3643,,5006,,
158,2377,4270,2639,276,3459,1038,262,1522,3537,1485,,6906,,
159,647,2220,4918,125,54,4642,397,505,3459,882,,7449,,
160,1522,4642,1674,621,953,4573,4960,882,416,1054,,2499,,
161,437,4245,284,4642,415,3078,989,69,2136,643,,6906,,
162,4783,4091,647,4814,1197,3939,193,125,4880,14,,4717,,
163,4642,240,4637,882,1357,2439,740,4847,2880,1404,,2499,,
164,4783,786,2280,4204,2639,98,2740,68,2681,575,,1833,,
165,112,20,4665,4894,4245,2113,3314,3685,2300,577,,800,,
166,4091,2756,3037,2848,9,4918,1709,2155,1276,3102,,6906,,
167,4446,786,2549,2274,3798,4642,137,272,2224,3536,,2499,,
168,708,4245,2639,617,4005,145,827,1494,620,953,,800,,
169,4907,3335,4245,3224,1522,708,1088,391,125,4457,,800,,
170,532,3048,4270,940,2162,1753,1004,4005,3660,740,,332,,
171,740,4091,647,4782,2549,2220,3939,3175,3732,2820,,63,,
172,4446,4783,740,4091,4177,647,1653,2756,903,983,,7449,,
173,4177,647,4918,708,145,1014,3226,882,4208,3092,,5010,,
174,740,4091,647,1984,976,2549,193,673,2210,4477,,5010,,
175,193,647,125,2549,3210,2848,1458,708,3366,1074,,7449,,
176,4446,4783,740,1906,647,1653,4810,357,2756,908,,4253,,
177,740,3300,647,1252,1984,2756,3551,1646,976,4814,,3184,,
178,288,3438,1455,2326,4783,2549,145,3337,133,1562,,5010,,
179,740,4091,4177,647,2756,908,4814,786,648,2549,,1168,,
180,4670,2139,4096,2681,816,928,2210,416,896,4715,,2499,,
181,647,284,3889,4879,4670,4337,1133,577,1066,3539,,4717,,
182,740,2549,4683,1731,3337,3491,1071,3795,953,272,,3203,,
183,361,2513,708,3111,3314,4474,145,3165,238,2549,,3203,,
184,740,1646,297,648,2848,193,3143,4955,4665,2105,,6696,,
185,4642,2342,3314,4713,2821,4005,1913,2377,945,1762,,5006,,
187,2949,4867,4245,4131,1753,4167,4738,3491,2311,2315,,3203,,
188,740,4091,4177,647,1984,2756,903,983,4814,866,,6276,,
189,3397,3282,49,284,882,3652,1404,2251,3503,772,,6335,,
190,740,4177,1252,2756,908,983,4814,3037,3263,297,,1511,,
191,4005,145,2876,4738,916,1960,882,4955,4642,2412,,5319,,
192,648,2458,4918,586,4722,4738,674,1879,2210,98,,3203,,
193,983,4814,786,2549,679,1357,193,4175,4093,3604,,3497,,
194,3078,323,4270,4783,3192,674,1684,88,112,361,,5010,,
195,4642,3820,647,2274,3624,1485,3111,4131,1601,827,,2499,,
196,4005,3389,3226,125,4105,3462,3438,1478,361,4918,,3203,,
197,3282,3164,882,4275,1711,3037,193,1936,1074,3335,,5010,,
198,4894,3685,960,2773,750,3767,3138,2683,3111,437,,6906,,
199,740,4091,1646,4814,4782,88,484,238,1446,14,,6906,,
200,647,125,2639,2355,1254,4719,3594,648,1732,4005,,2683,,
201,4051,4578,4642,740,1605,3366,4106,4664,1740,4233,,2499,,
203,1611,2158,4888,4783,2274,2210,3982,4245,4573,2848,,5319,,
204,2351,882,145,1711,125,647,1041,744,2608,4757,,4717,,
205,740,1357,193,3258,2155,4683,4642,399,1142,4635,,2499,,
206,1740,4642,268,72,81,4284,1548,2070,3510,2436,,2499,,
207,4501,3018,1219,1054,2988,2773,3466,3660,4040,276,,3184,,
208,3823,740,4091,4177,647,1646,976,1089,648,4945,,1252,,
209,4642,2280,3675,2251,2368,2474,4722,2256,1921,902,,3203,,
210,4270,630,98,34,2280,3118,3799,266,3796,3660,,7655,,
211,4446,4783,740,4091,647,357,903,866,1089,4945,,63,,
212,647,983,786,1601,88,986,115,4432,708,125,,5319,,
213,85,2274,1175,3391,1097,3342,630,1122,2949,2780,,5010,,
215,3651,4245,4533,62,3537,1464,2833,2224,3372,855,,4717,,
216,3713,927,2664,1740,2549,1752,3565,4738,1162,2412,,6906,,
217,1711,361,3078,453,4642,2694,4091,3932,2905,3198,,2499,,
218,647,2848,4270,20,2773,1254,2138,1711,3510,2349,,2683,,
219,4783,647,193,3732,2342,1736,532,674,4683,2210,,3203,,
220,193,240,1567,2439,648,3375,2880,1412,4839,853,,1168,,
221,2549,647,2295,205,3438,284,1411,3611,2029,4798,,6335,,
222,4501,1404,2639,4670,2139,3019,3142,2755,4748,2356,,2499,,
224,1404,4642,80,2280,4270,361,4473,1704,4893,4128,,2499,,
225,2,647,648,2083,946,1446,1879,109,20,2200,,5006,,
226,647,1984,2756,3551,1646,4026,1829,4814,786,648,,3184,,
227,647,972,4642,2632,3892,3037,465,588,174,1355,,2499,,
228,882,532,2274,2104,4642,125,617,209,3060,14,,5010,,
229,4091,4642,4005,2653,3066,2632,85,3770,267,695,,2499,,
230,4783,740,647,357,1646,4814,2848,2820,4918,708,,3203,,
231,647,193,1088,2342,3198,2681,2135,2377,2639,2562,,5319,,
232,740,647,2756,786,2549,2274,4245,18,1455,4533,,5006,,
233,2274,2251,3102,827,113,649,1537,3337,554,1522,,2499,,
234,4783,3300,3813,786,1601,324,484,125,4760,2280,,63,,
235,740,4091,647,4810,357,2756,908,983,1646,4814,,1257,,
236,4446,740,4091,4177,2,647,2756,1646,866,4945,,5648,,
237,4446,740,647,908,1646,976,4814,767,4782,2549,,7655,,
238,916,4432,3386,2342,1494,3283,2663,1753,3216,2621,,3184,,
239,3300,647,983,1633,648,1601,708,125,10,3165,,6335,,
240,740,647,976,2549,1357,4432,708,10,1711,338,,4717,,
241,193,4493,266,2210,2833,4252,4450,1074,527,3459,,3502,,
242,4446,4783,740,4091,4177,647,1653,1984,2756,1633,,4253,,
243,647,986,2280,1276,1020,145,804,1522,2508,176,,7449,,
244,2848,3175,98,4344,4469,712,569,3715,882,4869,,1168,,
245,647,648,4245,125,361,112,3660,3637,630,2274,,1093,,
246,647,983,1646,648,125,3883,4760,2280,4198,2912,,5319,,
247,444,4778,4637,4302,361,1357,4106,772,2848,88,,335,,
248,4783,1252,648,1357,4894,4918,708,10,1334,1160,,335,,
249,193,1740,2274,4245,3335,4642,276,2355,4106,1611,,332,,
250,4945,3408,10,109,3914,3738,2120,4642,2051,1460,,2499,,
253,2756,1755,1605,3198,4683,4642,3018,4344,1611,3820,,6906,,
254,1646,4573,1705,1024,2658,2779,484,3665,2178,866,,5010,,
255,1984,4665,4245,532,4683,2210,1936,3410,112,2970,,5010,,
256,4683,4396,2155,4569,193,4869,4270,4783,4778,1143,,2499,,
257,3715,109,2096,4798,827,1485,2401,1578,4139,647,,2499,,
258,2549,193,3198,4683,2639,4642,2773,1663,3973,4757,,2499,,
259,4783,1252,193,4493,4045,484,4918,125,4665,3883,,800,,
260,4890,1152,1062,571,2949,488,1276,2653,3093,855,,6335,,
261,505,3880,3528,2621,4708,1020,4738,2933,2155,4245,,2499,,
262,4783,4091,1984,908,3551,4814,866,648,2848,4735,,6276,,
263,647,1252,648,437,2549,1128,125,2949,3814,1406,,63,,
264,647,1984,4814,4894,708,2280,2155,3102,2274,4658,,3184,,
265,647,3037,648,1728,708,3885,4954,586,2274,4096,,800,,
266,643,145,2163,268,361,1960,301,3685,4096,2988,,6654,,
267,1711,2377,2342,4245,37,3335,3314,2639,276,268,,1511,,
268,648,193,2458,2820,484,4918,125,4880,2246,4836,,5180,,
269,1287,4005,4506,1728,1244,3282,4661,1359,3143,4573,,2499,,
270,3102,2750,505,2377,1379,2885,4049,4911,2970,2897,,6906,,
271,4446,4783,647,1252,786,2549,2848,88,193,1728,,332,,
272,4270,3497,4642,882,1752,3335,4738,4051,4929,2355,,6906,,
273,740,1129,3092,4738,4918,1755,2820,4757,1254,297,,2499,,
274,4091,4827,357,1984,1633,1089,4945,2848,4894,88,,2683,,
275,4446,4783,740,4091,2,1252,903,767,866,1601,,7233,,
276,740,647,2949,586,1854,4683,2210,1224,145,2575,,3203,,
277,4091,1406,3198,284,1621,4642,3216,3432,4635,4005,,6906,,
278,647,3436,1684,85,1611,2924,3935,2851,2102,79,,3184,,
279,2756,4245,66,1330,3125,4344,1457,2342,4929,1522,,800,,
280,3580,361,2848,2101,160,2377,4760,882,2251,2280,,2499,,
281,4446,4783,4177,647,1252,3813,3037,866,786,1690,,800,,
282,4177,647,324,3732,708,532,4683,2210,284,3335,,4717,,
283,647,3885,4683,284,3314,276,4573,3078,3949,1522,,3203,,
284,647,109,4642,1611,3164,4239,648,85,4573,2206,,5319,,
285,740,2756,4945,437,4493,4918,4953,2996,3335,4642,,6906,,
286,2274,3510,387,4446,1270,2499,4106,1074,2848,3282,,2499,,
287,647,1252,2848,4918,3083,4642,2681,3565,2232,3932,,2499,,
288,4642,4226,647,1611,1740,160,4724,3462,3564,3078,,2683,,
289,647,3078,4826,3102,125,459,2191,3371,4396,4986,,2499,,
290,740,2,647,1646,297,2549,1740,1278,2988,18,,3203,,
291,125,203,4177,18,4446,4573,276,4642,4890,695,,6276,,
292,784,3849,647,193,125,2210,1048,945,4940,2319,,2499,,
293,4783,740,4091,647,908,648,2816,1357,4493,1288,,63,,
294,4567,4986,3282,986,882,4106,125,1519,3381,268,,2499,,
295,4446,740,647,2756,1633,297,648,1690,2549,2848,,590,,
296,4783,740,4091,647,357,1089,786,1690,2549,1357,,1168,,
297,4446,193,708,125,284,4642,2222,58,4005,2139,,3203,,
298,125,2217,3011,4143,361,4757,617,80,4683,3955,,5010,,
299,648,145,125,1443,2304,3078,85,1646,3715,4482,,7655,,
300,14,586,3397,2274,4245,1443,4573,4396,4798,882,,5010,,
301,4642,4814,1190,4432,740,40,1357,203,2750,2207,,7655,,
303,4783,647,983,125,2256,532,98,1821,361,2773,,3203,,
304,648,4270,98,1681,4754,361,80,4106,145,2548,,5010,,
305,1263,3767,1873,4701,3554,1609,2664,2408,4711,2637,,6335,,
306,125,1572,4245,2848,882,2949,4642,1492,1712,2274,,5006,,
307,145,9,465,1068,4807,4708,2559,2352,1842,648,,5006,,
308,4091,2342,3102,532,4683,4642,3067,1936,1074,4140,,5010,,
309,4683,1341,2280,730,3335,193,855,361,4446,1158,,2499,,
310,4783,4177,908,1646,4814,648,4782,1601,324,1357,,63,,
311,827,532,1254,3483,3565,673,708,945,2442,323,,5010,,
312,960,1894,2885,2756,647,2354,1561,3164,2274,4131,,5006,,
313,647,2756,708,125,2377,2274,674,284,4642,4573,,5006,,
314,4091,647,2848,125,2377,3102,2274,2639,4573,397,,2499,,
315,4783,740,647,1252,1984,903,983,4814,1197,767,,4717,,
316,827,62,647,3078,3344,3966,588,3760,42,53,,2499,,
317,740,983,2848,193,125,2949,2608,2274,2210,4642,,3203,,
318,2905,4683,1806,2280,4106,4501,956,1984,276,3165,,5006,,
319,4446,740,4814,193,3198,4642,2139,3459,882,2780,,6654,,
320,647,4642,2639,1896,2949,3097,3660,4131,2280,459,,800,,
321,4446,4783,740,4091,4177,3300,647,1252,908,1646,,6276,,
322,4245,1015,1212,145,4599,4171,3652,3670,4757,4053,,3203,,
323,647,648,532,990,4954,3528,511,361,2355,37,,3203,,
324,2377,2155,3102,4245,945,4086,1522,105,1863,438,,4717,,
325,4245,4642,3113,3271,4804,4409,193,505,4039,1667,,800,,
326,4446,4783,740,647,1984,3551,4026,3263,866,648,,3184,,
327,3078,4091,4106,4918,4204,3408,357,935,4005,4573,,3203,,
328,4783,4177,786,9,708,2377,2155,4207,4658,2988,,5180,,
329,740,14,4245,4642,89,3078,112,373,845,2949,,5010,,
330,2949,1740,4642,361,2136,4302,1178,9,2342,3660,,1168,,
331,4453,42,1353,112,4870,4945,4400,4245,1549,2488,,2499,,
332,647,4843,4396,2755,3282,2520,165,4475,217,2274,,2499,,
333,647,4642,2274,1404,1522,2699,1894,1085,109,2620,,2499,,
334,4642,361,3335,2122,3636,648,405,2988,3847,2548,,6906,,
335,647,983,2820,1057,4918,2377,2280,586,1024,4245,,3203,,
336,983,786,2549,193,125,2949,2280,586,1740,784,,3203,,
337,4783,2816,4782,4372,986,3174,4918,1128,125,238,,2683,,
338,647,648,437,193,4918,1128,125,1711,4245,4270,,2683,,
339,647,648,125,3102,3189,4738,2274,4642,1611,1113,,5010,,
340,2139,1522,4642,4725,2880,4913,3226,4132,4919,839,,800,,
341,2280,4642,4713,3543,4501,459,3408,331,4725,10,,5010,,
342,4270,145,2799,1431,2086,3237,98,2139,986,3307,,590,,
343,647,238,3165,1740,3510,4642,617,3687,145,3660,,3203,,
344,505,4913,1362,193,839,2280,4642,4533,125,3078,,2499,,
345,740,4091,647,2756,1477,3263,2549,125,2949,14,,335,,
346,3685,2274,532,3432,3973,4745,4140,3164,3942,4025,,5006,,
347,4245,112,3660,4970,2207,361,712,4228,145,575,,3184,,
348,1118,4446,1,3823,4783,4091,4177,2,647,1252,,335,,
349,4446,2,647,1646,193,1057,4275,1602,3690,14,,4987,,
350,4409,4446,4929,2023,908,3081,1764,3238,4245,1815,,7557,,
351,3939,1446,1443,4337,4245,647,4814,4177,2462,3397,,3203,,
352,2639,1485,4091,14,1698,2355,1611,3037,3660,1355,,4717,,
353,3234,3459,3165,3354,2480,3102,145,3647,2280,2905,,800,,
355,1118,740,4091,4177,647,1252,1646,4026,4814,3037,,332,,
356,647,648,2848,193,4918,4665,2949,3885,673,4954,,800,,
357,4093,3083,4005,3058,85,2968,3084,1458,4918,3424,,1511,,
358,647,4642,4131,189,3915,3145,4204,2958,85,3636,,3203,,
359,647,2756,4814,648,2848,3732,3174,4918,3955,673,,7449,,
360,4642,3043,708,3142,361,4561,4497,2355,4954,2848,,3203,,
361,4783,740,647,1653,903,648,2848,2220,708,2949,,2683,,
362,740,4894,708,2342,4642,279,145,1287,67,827,,5006,,
363,4918,4642,3431,284,145,4665,3517,652,3259,2450,,7655,,
365,708,4642,4005,3424,2499,3078,2547,3895,3537,522,,5006,,
367,1984,2848,2274,2454,4642,617,4049,882,1752,3390,,5006,,
369,4783,740,3300,647,1984,2756,903,908,983,3813,,1093,,
370,2608,2280,2155,2639,4828,3564,1611,1270,2990,4239,,2499,,
371,827,3932,3083,4478,2496,4446,14,4012,1720,1236,,6906,,
372,437,708,125,4665,1879,284,3314,98,89,3078,,3203,,
373,4446,740,4177,812,647,3813,297,4782,2549,2848,,335,,
374,740,647,4814,193,2949,3102,4245,3198,284,3421,,7655,,
375,647,648,2549,1711,2342,2274,3510,532,2210,2516,,5006,,
376,4783,297,786,1601,4932,3939,2820,3990,484,115,,2683,,
377,2756,3813,4372,1605,3165,3185,2280,2342,3392,3189,,1252,,
379,983,2549,1711,2377,2342,3685,4245,2516,2178,3564,,6906,,
380,4091,3565,4640,125,2559,4573,648,3067,4960,499,,63,,
381,4091,193,484,14,2663,4738,960,109,3314,4642,,7655,,
382,740,4091,1984,2949,2105,3102,2274,2210,4642,4635,,2683,,
383,505,1698,647,4446,4783,1169,740,127,2536,3424,,2499,,
384,532,1821,3459,882,3483,2970,3631,647,1252,3829,,298,,
385,1611,2681,816,4457,461,1698,1485,361,4642,1894,,6906,,
386,1357,3201,14,586,2342,3510,4793,4270,960,4118,,7655,,
387,4894,3885,2155,4270,4683,3580,3314,4642,276,397,,6906,,
388,2342,2033,1611,803,1054,4034,4270,505,4396,4118,,6906,,
389,1646,2848,1519,2274,284,4567,4642,2904,4005,3820,,5006,,
390,4642,803,4005,2274,112,3282,2334,3083,505,1443,,2499,,
391,2848,4894,4918,1711,4270,3198,4642,4005,4190,4106,,6906,,
392,4918,3335,2773,302,2274,4642,1252,3820,495,647,,2499,,
394,1667,4245,4270,1756,3367,2086,4910,174,1244,4783,,2499,,
395,4836,145,1464,1253,416,3519,276,1877,4665,3379,,6335,,
396,4642,255,4005,803,4635,647,4128,3820,2951,2576,,5319,,
397,2377,2274,4005,3565,4501,712,325,389,741,4730,,2499,,
398,647,2549,2274,4683,1983,2207,3910,2392,3063,1523,,2499,,
399,4091,4177,4945,9,2949,4104,1740,3102,960,3198,,6906,,
400,125,4005,3928,3102,4299,2420,4885,3367,1960,4131,,2499,,
401,1646,4245,284,276,1764,145,4098,3459,3237,4561,,3184,,
402,4245,3078,827,138,1984,2949,4396,3258,4206,1550,,5006,,
403,983,125,3165,4642,1458,2368,3908,116,2619,3022,,2499,,
404,145,4599,505,630,565,3753,1254,647,2732,1712,,7655,,
405,2949,4216,2155,4280,125,2799,4323,3338,3381,4642,,2499,,
406,983,2848,4955,4918,2256,4642,3018,4005,1611,505,,2499,,
407,3335,4337,2547,4457,2300,4069,1485,416,302,741,,2499,,
408,4177,4096,3510,4453,1443,2639,1254,4396,3237,4501,,2499,,
409,647,1252,193,2949,1711,4954,2912,3198,2210,3335,,2499,,
410,1646,4814,2848,88,193,4722,3083,4642,99,3226,,2499,,
412,2848,484,1602,2256,2377,2342,4096,4270,4683,284,,6906,,
413,4683,4270,14,289,1928,3078,2342,989,1157,1970,,6906,,
414,565,2501,4270,20,953,2970,610,1192,1522,1740,,2499,,
415,2280,4738,3198,4642,499,1667,3371,3932,2799,3152,,2499,,
