,0,1,2,3,4,5,6,7,8,9,i1,i2,hl,nl
45,1684,882,3185,1911,1201,2530,1582,2511,2029,1984,7367,,,
46,505,2210,2511,2536,4016,3598,3652,2522,3670,4297,1168,,,
47,4783,647,3479,4239,990,4729,1921,122,116,3445,6906,,,
48,4683,1740,1538,2105,2377,505,4016,571,3928,2744,6654,,,
49,3857,1586,2638,98,2189,45,3491,1984,236,782,332,,,
50,45,2326,4095,3290,681,4470,234,1287,3314,2562,332,,,
51,248,3094,2549,140,2445,3319,4817,4488,4458,2390,1043,,,
52,12,1480,3183,3300,2681,1089,668,4748,2392,1611,5185,,,
53,238,3692,953,1523,1795,4692,4488,3986,4386,2511,5319,,,
54,647,3845,1902,586,2495,2958,554,3571,1567,4261,4964,,,
55,2445,4599,3519,4569,4734,1984,1926,231,98,1567,335,,,
56,2912,1174,2188,4717,3145,1145,3799,3450,1200,1062,4384,,,
57,3335,465,2549,1829,1087,4766,1235,2912,373,3459,1119,,,
58,2773,2246,309,2294,239,3391,2963,148,492,2340,6426,,,
59,2101,1087,2354,1721,2179,3565,1791,200,4533,3849,5915,,,
60,708,205,1782,2972,2821,4086,1014,2544,1287,30,7887,,,
61,1752,3628,1087,1270,20,591,1037,716,1441,141,2022,,,
62,437,2015,2225,3888,1828,1475,4814,4645,3794,1615,1910,,,
63,2970,3768,2543,840,325,2238,97,193,3986,2256,5024,,,
64,186,2342,4457,45,3212,1943,3307,2445,4516,3230,3355,,,
65,1516,4275,1704,2726,57,1421,983,1478,3551,1357,2512,,,
66,708,80,4622,1359,4022,1578,4086,2667,1681,1122,7956,,,
67,513,704,4302,4040,1100,4554,3753,4319,870,2152,1297,,,
68,176,72,361,828,2732,1927,403,10,4349,2217,339,,,
69,4091,361,240,1404,4893,3556,3059,1038,4739,4096,2757,,,
70,4704,1162,3210,928,983,2811,3905,3111,335,14,2832,,,
71,648,2549,4,145,3045,2510,3950,2830,3061,4974,3486,,,
72,193,2256,2454,544,3335,2639,617,1405,373,4986,590,,,
73,2139,2799,4893,1871,421,4040,4739,1262,1139,1087,7229,,,
74,3314,4493,337,609,1984,2088,4951,4026,1209,2478,335,,,
75,484,1429,3168,3459,2638,1928,4817,1715,4888,4573,4717,,,
76,2549,505,3438,2377,4016,855,4477,1957,3930,2953,1329,,,
77,708,2478,1287,205,4086,2335,4674,1782,2972,1164,7887,,,
78,740,3746,4396,617,1999,2401,3198,241,3506,3066,1786,,,
80,2101,3979,4533,565,1008,2577,3565,866,2354,1721,5915,,,
81,1921,3336,3431,647,2088,4776,4340,1164,554,782,1511,,,
82,2178,4340,114,3977,185,2688,1999,4481,3444,2666,912,,,
83,740,2977,3571,4734,1066,3229,3336,4018,3804,3439,7790,,,
84,4573,2342,4254,960,928,3012,4086,4937,2904,284,840,,,
85,2342,4709,2260,45,2207,1777,3436,1943,3109,4392,3355,,,
86,3575,2063,396,3431,4302,437,1650,4665,1136,4790,3668,,,
87,34,4396,2510,480,4,4499,3391,1653,4208,3628,3502,,,
88,2377,4398,193,3438,3424,1548,2384,4477,3932,4233,1329,,,
89,3759,2430,4284,3804,4730,296,416,4961,3509,4445,298,,,
90,3338,49,4762,251,38,3405,94,2543,3058,2377,4189,,,
91,711,1561,2651,1922,382,3143,4799,1550,4340,3923,4574,,,
92,4561,3432,691,1033,4127,1498,3081,4453,315,442,2200,,,
93,4012,3424,2516,4752,200,3592,509,1262,1791,4398,3399,,,
94,1118,4932,193,4372,4634,2256,1276,3685,674,820,590,,,
95,1567,3209,3571,3754,3024,2260,2614,4764,2478,2326,335,,,
96,2924,4627,2730,3234,2063,1287,1804,3551,2619,1704,2512,,,
97,193,3217,1635,3880,52,3045,1495,4131,2496,2872,2378,,,
98,668,1270,3285,2436,1611,1178,772,1200,3182,4932,4253,,,
99,2848,4226,72,4656,2392,3183,3354,4986,4826,106,5010,,,
100,2632,3888,4406,3421,2096,68,114,3444,1041,1835,5298,,,
101,2508,3685,4194,1087,4622,4579,617,1966,1686,2980,728,,,
102,2155,187,3066,2217,3651,1583,923,738,4683,4955,6335,,,
103,4783,708,2342,2281,2702,2545,3700,4622,1681,80,7956,,,
104,780,4177,1738,949,69,1684,14,3107,1715,3982,4096,,,
105,4748,1611,1332,2964,1868,4826,2339,4302,2681,4382,5185,,,
106,361,1074,1927,72,131,3950,2217,861,371,159,339,,,
107,2639,3018,4730,2545,4338,99,758,885,373,1795,2212,,,
108,3823,3300,2,986,2467,3238,3685,15,1720,2586,4836,,,
109,3885,1276,2200,99,4005,1748,1795,3068,2778,2310,1257,,,
110,3928,2263,2559,1252,2017,4396,1214,1519,2854,4945,1833,,,
111,2848,1556,3775,4907,1087,4302,1581,71,3282,4867,3184,,,
112,2319,3406,609,163,2326,1116,3314,2250,3185,3923,335,,,
113,708,391,2544,2972,1287,2821,205,4674,1549,2874,7887,,,
114,361,1995,4091,4955,1633,2229,2832,3342,14,4893,2757,,,
115,1084,2536,106,643,2210,66,3911,3940,1923,4831,1168,,,
116,2516,1038,802,82,2536,2377,3224,3271,3545,571,6654,,,
117,361,1074,2548,4867,593,4865,2869,960,902,4724,6276,,,
118,145,1089,2377,2522,4412,361,2799,4342,3930,2755,7213,,,
119,2356,4445,2146,508,2782,4927,1068,4961,4829,3381,298,,,
120,1278,505,3930,2377,4668,69,1739,2694,187,437,7258,,,
121,4783,488,331,554,1287,36,4490,2676,532,1357,2509,,,
122,634,4110,3985,4101,1957,4715,4292,4551,1069,2689,7233,,,
123,2953,211,3605,106,411,885,1739,3576,4396,1722,3502,,,
124,6,2773,148,2340,3420,3900,4743,2609,492,2862,6426,,,
125,2,1455,2412,1048,1023,4031,4194,439,544,4735,4623,,,
126,921,3635,1200,1522,1011,4932,130,2055,1611,4040,4253,,,
127,4793,248,2335,2478,1984,4876,2256,4031,1479,151,869,,,
128,4810,4814,2458,1306,2256,4836,2377,1740,2988,544,4308,,,
129,272,2970,1715,522,3337,1559,3107,3990,4760,544,4096,,,
130,1734,1703,3438,4635,1437,3828,2633,1951,3692,543,7620,,,
131,1545,2548,4945,116,1690,839,1315,930,2088,1879,7557,,,
132,1118,450,276,3337,3565,979,3811,2657,1381,4047,5966,,,
133,98,1984,4149,3483,1943,4599,1684,976,3227,4254,335,,,
134,2377,3144,1927,544,4836,4778,2256,4049,2458,4349,4308,,,
135,4573,1684,750,488,1003,4501,2955,30,3813,470,1388,,,
136,4394,3290,4187,2179,1751,1509,1984,3935,1926,1197,7557,,,
137,324,1711,4118,4533,544,3335,2639,4396,1778,3459,3203,,,
138,3293,569,4551,3880,3652,3725,1690,284,3045,1454,5010,,,
139,4332,1081,1278,4659,3793,3084,1095,4717,4568,3036,4384,,,
140,1217,2912,2657,1333,3880,1751,4098,1835,1454,3189,1505,,,
141,2773,1202,3802,1431,181,4336,170,321,492,148,6426,,,
142,21,505,2801,4693,2489,2931,1880,4275,2639,4551,4863,,,
143,2224,4986,4206,1341,2639,1556,1635,2525,885,99,2212,,,
144,1561,2088,3571,3314,2860,4299,1599,488,705,4071,335,,,
145,361,4704,4683,4005,3145,4477,2680,2462,4724,716,6276,,,
146,983,4814,1740,2988,2500,1927,4778,3791,544,4956,4308,,,
147,3424,4019,4398,324,4522,4445,1261,4093,1648,3908,3399,,,
148,4436,3963,4661,4658,3381,181,4171,983,3905,4310,2148,,,
149,4533,4091,3675,4568,1960,148,3942,2354,680,3423,3248,,,
150,2342,1751,4403,248,3439,4702,4086,459,1359,4396,3723,,,
151,2105,1815,1055,1263,2908,1178,4450,130,2408,2495,4253,,,
152,866,4533,1008,4152,2347,2577,2204,565,4910,2968,5915,,,
153,1087,3183,364,2523,2799,421,1341,1635,3648,3018,7229,,,
154,416,187,691,3030,1080,2191,442,82,4561,4521,2200,,,
155,2996,211,1136,3285,989,1172,4105,2215,1713,2248,3497,,,
156,2549,1430,4867,1711,1252,688,654,3545,953,4507,4053,,,
157,361,1493,4091,3651,1535,1038,4739,371,1113,3342,2757,,,
158,4793,2958,2255,681,3687,856,2350,1879,976,630,332,,,
159,1038,361,14,1535,160,1753,2442,4844,1995,4955,2757,,,
160,2970,4730,1069,373,2866,4206,2885,1556,4959,4338,2212,,,
161,130,2191,46,1980,2572,442,3989,416,3115,82,2200,,,
162,4954,2494,1252,2799,4169,3907,1448,1574,2782,2102,3440,,,
163,2548,4005,716,3068,217,855,4945,1334,3391,311,1257,,,
164,3995,1684,1287,2445,2560,708,1945,3040,40,4149,63,,,
165,1611,794,212,621,3035,1557,682,2820,764,4989,4231,,,
166,2756,4256,2111,1846,2260,1128,4798,4394,1619,1412,3497,,,
167,708,4914,9,4086,30,1287,391,2821,2874,1014,7887,,,
168,3165,1428,1611,3438,123,1126,2436,4290,3259,1324,7946,,,
169,3908,2229,984,4398,2511,4012,3559,67,1841,2516,3399,,,
170,2975,4005,4683,1093,1178,4950,2102,1960,4880,165,6335,,,
171,1755,2988,145,70,1136,1157,664,2796,4787,648,3486,,,
172,8,4665,669,2663,4828,4394,2474,3667,2730,750,7470,,,
173,4661,2,4735,695,3798,130,1306,3179,294,4194,4623,,,
174,4245,4665,4302,3431,437,4790,870,2063,3575,1650,3668,,,
175,4396,4757,459,4661,617,4086,248,3439,677,2342,3723,,,
176,1252,357,773,1690,4945,2848,4,4932,5,3217,5010,,,
177,1646,2280,4207,1412,4219,945,4778,3528,1172,1752,150,,,
178,740,630,3089,1812,1066,3229,104,4908,2088,3849,7790,,,
179,3314,98,2160,4798,2472,1684,4439,205,95,4981,7449,,,
180,708,9,4570,4086,30,2478,571,4674,4107,205,7887,,,
181,1246,2055,1532,3060,4433,4965,4534,1922,2799,3455,5106,,,
182,617,4086,2282,4396,459,1359,1199,4757,181,256,3723,,,
183,2326,2549,4575,1605,949,3319,2703,3770,3942,2860,1043,,,
184,983,4164,4868,1841,1827,1522,1087,3928,511,2976,3184,,,
185,3164,941,3779,2075,1714,3571,4493,4095,3491,3323,332,,,
187,1988,1856,1708,1630,3295,1885,3979,4312,4284,688,393,,,
188,1690,5,4955,4432,1128,1736,3510,1604,2968,2139,1124,,,
189,1984,4026,4899,211,125,3314,4642,2548,2511,3389,7367,,,
190,983,3201,588,3625,4642,1074,159,2063,49,3782,5180,,,
191,1945,3652,4475,1133,145,216,505,1695,515,64,1168,,,
192,1254,4814,4461,2246,1202,725,4844,3217,636,4576,6009,,,
193,2549,193,173,2543,333,94,2794,2256,1192,1429,5024,,,
194,1409,3295,2851,1715,828,1217,1751,4577,4890,3930,1505,,,
195,870,4243,3232,4304,4126,2334,43,4040,1764,4720,1297,,,
196,70,744,3963,983,1254,2523,136,3217,2246,1202,6009,,,
197,3355,383,18,1879,391,4981,3459,3935,140,152,2499,,,
198,4091,1753,4440,1493,14,361,2442,2229,4955,4844,2757,,,
199,1125,764,62,4916,1857,192,3410,3555,713,2113,5502,,,
200,1055,3501,1080,2637,3328,82,4561,3144,2572,4521,2200,,,
201,109,3155,645,458,2639,4533,4128,3794,1564,3151,1093,,,
203,248,4408,740,2549,1646,98,40,3375,3781,4876,800,,,
204,704,4720,4360,1993,472,513,2278,4302,4126,2296,1297,,,
205,2246,3391,148,3386,1431,492,4693,3420,3900,2551,6426,,,
206,98,4493,488,710,2472,1936,234,3571,408,698,335,,,
207,1184,4270,2455,3335,1174,3204,240,3802,239,62,3203,,,
208,1646,2280,4778,4776,2533,4898,4789,4514,4478,63,150,,,
209,3501,2843,4771,983,4305,1740,4778,4097,4459,4814,4308,,,
210,2612,252,1178,4932,4187,2315,2135,2349,160,1270,4253,,,
211,2848,1049,4042,3955,1145,3659,593,2082,871,122,2777,,,
212,3336,4791,930,114,4366,2267,2178,4340,2087,1999,912,,,
213,4533,813,4752,4283,4396,249,457,548,677,2155,6696,,,
215,1143,2887,3375,3820,1993,221,4126,181,4226,3616,2817,,,
216,3483,9,3431,4026,617,3336,3781,2058,2658,647,1511,,,
217,1172,1821,3446,1403,2975,2816,3185,2559,109,3155,3512,,,
218,3645,4533,3344,4534,4396,627,567,4091,2816,457,6696,,,
219,4245,1431,437,4692,1650,4665,160,4670,2063,3607,3668,,,
220,4481,1415,1999,2744,114,1572,4817,4366,1474,4024,912,,,
221,3118,4723,4661,4195,160,2,2784,852,3794,3001,4623,,,
222,4349,803,2750,812,268,1995,853,4691,3335,1611,3203,,,
224,276,740,27,186,1857,3198,617,4652,2835,2409,1786,,,
225,1695,225,2912,3145,2188,3084,4332,1174,3189,2354,4384,,,
226,740,2756,630,4132,1066,2300,2478,767,2319,4838,7790,,,
227,682,3643,1557,2126,1357,1611,3991,2820,712,4392,4231,,,
228,2608,3456,586,3337,4936,659,450,276,1994,979,5966,,,
229,4005,3381,416,4462,744,688,4836,3524,4577,1604,298,,,
230,1479,2221,4828,1253,3098,3935,2686,2872,99,3774,4574,,,
231,2848,4290,38,1430,3510,4338,2639,3670,453,4708,5010,,,
232,1158,1020,3571,3383,323,827,3423,3873,4411,2353,5058,,,
233,4828,3472,4406,383,1498,3206,3888,924,3647,114,5298,,,
234,4493,2025,2816,2778,3875,3446,2263,2146,3465,3553,1833,,,
235,1252,1690,324,3732,3174,4918,238,946,1758,4836,5319,,,
236,1646,2280,856,3019,945,301,1475,1172,1752,2495,150,,,
237,193,4462,1868,3768,3217,4312,99,472,934,4131,2378,,,
238,3456,17,4568,2188,1933,1618,2796,3793,1174,896,4384,,,
239,1918,4049,505,3307,3456,1509,2165,2191,4683,4791,6654,,,
240,3314,45,2326,2445,3655,4406,2656,4463,4457,1824,3355,,,
241,357,4953,3102,4228,577,3438,1429,581,2072,3300,6324,,,
242,740,4104,4715,505,2170,69,2179,3456,4197,2646,7258,,,
243,772,827,1705,1014,4652,3261,2326,627,3423,4899,5058,,,
244,4635,3450,2646,3707,3391,3036,3826,4143,4396,1695,3502,,,
245,3207,2828,2830,532,3571,3198,2548,3086,4025,1921,2683,,,
246,2342,4661,1455,4842,4757,4268,2218,4107,2311,300,3723,,,
247,10,361,2,3369,3685,3565,4496,4839,461,1184,4836,,,
248,284,3509,361,4814,2799,1740,1137,2356,145,4342,7213,,,
249,2549,3662,935,3820,688,165,1711,4534,4762,1411,4053,,,
250,4228,2072,3192,4922,3781,357,4090,3102,4304,3438,6324,,,
253,2447,38,2941,4093,1197,4771,2101,3799,2377,895,4189,,,
254,1087,3335,2401,2964,3459,1715,3109,3628,2352,1388,1119,,,
255,2657,3189,1333,3930,1217,286,2912,1642,1715,3600,1505,,,
256,4704,1836,1178,356,3375,289,242,1736,1093,2968,4623,,,
257,1287,708,9,2874,2821,4914,2335,2544,30,3406,7887,,,
258,2848,165,2522,4304,3282,1821,4642,1238,2912,744,3184,,,
259,248,4396,1782,3439,2987,4086,942,2375,3210,459,3723,,,
260,2063,3737,983,4265,1567,1421,1287,2924,2619,57,2512,,,
261,2267,4481,114,930,4985,3442,3444,4024,1253,3267,912,,,
262,630,2203,3315,4987,4570,4140,554,856,4680,3962,342,,,
263,4783,647,786,6,125,2280,4573,1846,3660,1578,6906,,,
264,193,2256,3685,617,81,2639,2876,1254,4177,1517,590,,,
265,361,1074,4349,4658,1753,2217,72,1131,833,2732,339,,,
266,62,4950,348,3537,1062,272,3891,3846,198,979,2001,,,
267,472,4720,2334,870,3047,4040,4243,4126,1775,12,1297,,,
268,276,617,1999,2835,4652,3198,1156,3883,740,2033,1786,,,
269,3880,276,3908,2256,2434,3237,1722,3003,122,1912,5966,,,
270,3421,3226,2828,1812,3472,1071,3888,2963,916,2632,5298,,,
271,2549,173,432,1825,3944,2523,1578,4634,2256,4142,3217,,,
272,2280,2996,1619,4876,4699,3383,2111,4960,4149,201,3497,,,
273,1871,1753,4496,3932,1088,2637,3818,4063,2608,2181,5180,,,
274,1829,3808,3265,2953,4637,2334,4211,1370,3628,3036,3502,,,
275,1961,361,3459,1580,935,1254,2525,3607,1184,986,4836,,,
276,4342,4986,3237,983,1667,1983,361,4814,1196,1631,5006,,,
277,3685,4352,3775,2548,4338,3282,4372,1871,25,3487,3184,,,
278,4954,1522,634,3573,437,2055,1623,2996,1791,1604,5010,,,
279,2392,145,530,1736,3454,3096,4784,3198,444,1322,1168,,,
280,2300,1961,251,2678,3329,1708,184,2494,3794,439,3440,,,
281,88,4275,4683,739,361,58,4005,4803,2746,4869,6276,,,
282,647,3494,1856,554,40,4124,617,2595,4377,4203,4964,,,
283,416,4453,3811,2455,2553,2163,1980,2279,315,1229,2200,,,
284,4458,3063,4501,516,811,2260,2532,615,2223,1684,1388,,,
285,4708,307,2911,3019,2086,3643,4509,1557,682,1899,4231,,,
286,953,2549,1957,2155,4398,3533,4867,4524,232,1711,4053,,,
287,4128,716,4477,1270,593,3594,1752,3007,20,2830,2022,,,
288,4814,983,1740,2843,4778,2553,4836,106,2988,1562,4308,,,
289,1492,4292,3545,24,4233,1262,605,2266,15,2421,3484,,,
290,1252,2549,4762,165,3820,953,2633,509,4398,1430,4053,,,
291,4710,4005,4373,69,1695,664,2247,1605,217,191,1257,,,
292,3307,1253,326,845,3910,3519,1371,4265,3647,3024,5298,,,
293,4382,3685,2599,4233,1262,4765,3612,2494,4649,2149,3484,,,
294,2639,4531,1357,3438,2495,3713,1244,2800,1252,3613,4253,,,
295,2639,1611,1244,1270,1522,4968,1276,2798,160,3949,4253,,,
296,2280,44,3383,989,4960,2248,2756,2740,2996,701,3497,,,
297,267,3828,1786,2356,4757,3438,3644,3567,1734,4635,7620,,,
298,4019,2988,2500,3648,3146,3849,1087,200,2051,3537,5915,,,
299,1854,1253,1812,383,177,4876,1041,68,4828,1835,5298,,,
300,960,4888,1846,1317,4393,1873,3958,648,4240,3499,840,,,
301,266,145,2575,4693,4005,4275,505,1841,123,3917,4863,,,
303,2295,2828,3519,4115,4340,383,710,701,750,2222,5298,,,
304,2609,239,2551,2773,4693,3391,3802,3837,2157,321,6426,,,
305,449,3403,2796,25,1642,3930,1933,2851,67,3295,1505,,,
306,4507,577,3438,1139,660,3102,1755,3795,184,4922,6324,,,
307,177,3472,2632,662,3226,114,710,1854,3958,3857,5298,,,
308,2639,3897,760,2224,4206,1556,3018,4986,2885,99,2212,,,
309,2773,4955,3753,2548,3685,4887,309,4686,713,4683,2856,,,
310,1252,1984,648,1879,4533,20,1287,3091,69,4383,7557,,,
311,3459,2970,2549,4143,4851,251,1087,1648,1306,3109,1119,,,
312,708,9,4914,30,3406,1782,1287,2518,554,408,7887,,,
313,3510,4922,2616,191,4297,449,2139,1405,502,4661,1124,,,
314,193,465,3567,4143,2501,2970,565,3424,1523,3665,5168,,,
315,2,4093,3685,361,4344,398,2188,4874,2006,152,4836,,,
316,14,3982,4177,1684,1559,3428,343,2970,4760,69,4096,,,
317,3210,2657,3496,56,617,983,1663,1667,2161,4718,2832,,,
318,3571,827,3873,2649,772,252,218,2905,1020,4003,5058,,,
319,882,4642,438,4724,941,3004,4088,211,2029,3369,7367,,,
320,1174,6,1095,2912,2188,896,4568,469,1145,1005,4384,,,
321,4675,3857,2663,2530,4828,4379,229,2474,2409,2730,7470,,,
322,1764,4803,3047,4730,870,4304,3594,307,4286,4319,1297,,,
323,205,3019,1242,3519,3910,845,809,3472,206,2096,5298,,,
324,4286,1049,870,413,4825,4803,4243,4302,2334,1190,1297,,,
325,465,298,193,3173,3689,3944,3128,2501,241,1054,3217,,,
326,1557,861,4261,303,2794,4091,3942,4533,782,245,3248,,,
327,4533,1984,2784,1252,1854,1373,2088,3935,245,2041,7557,,,
328,2549,2848,193,708,4665,4533,2355,80,3424,4463,6270,,,
329,4091,953,3511,285,4534,4147,432,4579,2912,2188,6696,,,
330,4099,1818,472,4302,1993,1856,556,480,513,413,1297,,,
331,4128,3942,3410,20,3628,2830,626,1037,723,3007,2022,,,
332,125,3165,3685,4926,4642,4396,3660,4086,3607,2088,6270,,,
333,284,98,3498,665,3113,3754,150,4124,708,956,2499,,,
334,256,2691,1980,3487,617,30,2125,677,3715,1681,3723,,,
335,2523,3018,3183,3558,1957,1262,2799,4893,2671,70,7229,,,
336,492,421,2773,3420,239,181,1056,309,3386,3047,6426,,,
337,1118,2848,1018,4560,1235,2970,4335,1746,804,593,2007,,,
338,1398,4318,3483,782,4879,206,4876,391,3024,3043,332,,,
339,1415,3267,1572,454,4340,2130,4024,4190,4256,663,912,,,
340,812,2188,2912,225,2354,1278,1173,4332,3084,3337,4384,,,
341,2544,4501,2666,2614,1684,2022,415,4406,4870,470,1388,,,
342,2847,1561,2160,4601,657,4537,3480,927,2178,104,5695,,,
343,125,4177,4642,2452,2530,4899,4026,3290,4724,1944,7367,,,
344,2912,4091,1601,4396,2188,4534,674,4887,432,3511,6696,,,
345,4372,4382,2691,4635,1522,3282,251,2300,4352,25,3184,,,
346,4683,361,115,1550,4865,1074,1382,2548,885,4382,6276,,,
347,3826,4101,1841,118,4445,4093,713,1532,4752,1018,3399,,,
348,555,4737,1024,1209,4701,4798,91,1355,1472,475,7449,,,
349,4245,4665,3431,1650,352,3607,2100,796,2063,228,3668,,,
350,4752,2188,3007,1835,3628,1545,4760,3895,2848,3094,2809,,,
351,2799,2975,3837,193,3768,1673,995,3350,874,1505,3217,,,
352,2478,125,3439,908,3165,647,505,4642,2220,1681,6270,,,
353,4342,361,3102,3565,3262,132,3048,1611,1304,2639,5006,,,
355,708,2342,4738,1774,3207,3498,4729,4022,1776,2281,7956,,,
356,855,1128,3446,2040,2646,3391,296,69,99,586,1257,,,
357,924,1225,1585,3828,3636,892,4635,3567,4226,2440,7620,,,
358,532,2503,4828,36,4783,1287,331,1116,2726,2319,2509,,,
359,109,432,2559,2722,1605,3185,4149,1172,4488,1821,3512,,,
360,1270,1821,1837,2912,513,2300,2229,3590,2524,2523,3184,,,
361,4955,1736,3510,2988,4475,3798,4778,1405,1178,4337,4623,,,
362,2377,4814,1306,3501,1740,2500,1562,2903,760,1020,4308,,,
363,361,1667,4270,3732,1880,983,4926,3524,1738,1611,5006,,,
365,245,4911,1519,388,634,3590,4533,4409,2784,165,1252,,,
367,3537,4126,1856,2930,1993,3775,4226,4954,3616,221,2817,,,
369,3593,4533,2968,4844,28,39,2179,1087,3537,1333,5915,,,
370,2342,415,234,1911,326,3923,3307,2120,3109,166,3355,,,
371,3885,1821,1600,3293,664,1748,3068,2513,2033,4373,1257,,,
372,740,4908,630,3571,4772,4207,816,2088,2478,3336,7790,,,
373,1870,4954,99,4233,1708,4248,2782,2300,251,3165,3440,,,
374,2495,711,2250,1567,252,2872,3015,2999,3935,2769,4574,,,
375,3410,562,1749,713,62,3496,3555,3636,3576,1395,5502,,,
376,2086,1795,1118,4335,2848,2970,3420,183,1051,4640,2007,,,
377,4683,4546,4337,2548,932,1660,2436,900,3524,4386,2856,,,
379,2342,1751,2912,30,4491,4193,4341,2311,617,4757,3723,,,
380,3459,880,261,126,586,2422,484,186,1926,279,4717,,,
381,4752,4012,2516,509,4867,3133,3592,2229,1791,2524,3399,,,
382,2031,998,1330,837,391,4470,2835,475,1697,1097,332,,,
383,4440,3335,1868,1778,245,2639,610,1404,3952,484,3203,,,
384,2531,4411,2975,1647,425,3995,3446,109,570,4149,3512,,,
385,1804,586,2200,2548,4869,3041,3677,3955,3099,3293,1257,,,
386,3314,4798,1684,1472,2921,475,488,205,4084,4569,7449,,,
387,4292,1617,895,1778,4290,1632,1690,2356,3174,3345,5319,,,
388,2280,301,1475,201,4124,1646,945,4478,2478,1194,150,,,
389,648,18,532,960,284,3083,4573,2255,397,1846,840,,,
390,324,1240,174,2251,2334,4283,3262,389,4478,2568,5319,,,
391,740,2088,2076,2300,4018,767,2478,3551,2441,4408,7790,,,
392,3798,2499,1928,3953,284,2377,940,2356,145,3509,7213,,,
394,1945,241,4828,36,488,2676,532,331,3498,2440,2509,,,
395,2639,1178,1522,2055,1611,1252,1200,668,434,4444,4253,,,
396,1728,3335,3262,1611,1762,4774,3183,4954,3041,4302,5185,,,
397,2280,2533,682,1752,4124,1646,220,1172,2304,4778,150,,,
398,3594,20,1752,1026,4128,2990,2830,3600,593,4179,2022,,,
399,2848,1951,283,284,1519,109,2830,2050,1412,4757,4987,,,
400,205,1522,953,1028,990,1709,214,3370,543,3483,2683,,,
401,105,324,1698,1113,2538,2273,4912,268,1486,4929,5180,,,
402,117,1080,3816,4902,1005,298,3041,2021,474,2907,1170,,,
403,2377,183,2970,522,505,3456,1338,53,3438,1548,1329,,,
404,713,62,3555,4916,3867,1749,4390,3410,192,1125,5502,,,
405,1667,4704,4396,3905,845,56,617,335,3369,2548,2832,,,
406,4560,2799,3558,2617,2784,2671,1262,4739,3734,1338,7229,,,
