,0,1,2,3,4,5,6,7,8,9,i1,i2,nl
66,1240,1150,4910,2101,4432,3537,565,3775,2051,866,5915,,
67,4091,14,361,1404,2442,4955,4096,4598,160,2703,2757,,
68,1252,3808,1013,2799,3113,2392,191,2801,2,4411,3440,,
69,617,630,1357,4194,453,1751,2548,3340,4493,4622,2683,,
70,2549,3942,3108,4817,3677,1051,2503,3094,2188,2390,1043,,
71,3676,3685,1854,1445,3625,2098,3459,1472,2638,3650,4717,,
72,3018,4338,2970,4986,2545,634,2101,4206,1556,1795,2212,,
73,4814,4965,69,240,2755,461,198,2377,2799,952,7213,,
74,4005,1804,3928,598,4432,3145,2439,2516,1486,4325,1257,,
75,1306,2118,839,4049,3144,2988,198,544,152,983,4308,,
76,740,104,2756,4408,3849,2478,4018,3571,4207,4908,7790,,
77,4091,4069,1960,4533,861,41,3064,4340,4283,4266,3248,,
78,4551,2377,2101,3932,251,3322,1246,2941,456,3405,4189,,
80,983,3259,3974,3295,123,3537,3018,2549,544,3781,7946,,
81,112,2702,2874,1418,1681,300,874,2848,3866,1899,7655,,
82,67,2523,1217,4455,4098,1278,3942,1715,4890,565,1505,,
83,3183,3652,1711,3295,3781,3165,983,2359,1611,2136,7946,,
84,4104,1552,4012,4286,252,4533,2764,687,1519,2100,1252,,
85,2251,2139,1690,1752,586,4284,391,3198,2595,2971,1093,,
86,1646,1554,1709,80,705,3198,3923,908,617,3207,2683,,
87,1667,4564,3856,2560,3019,300,708,2102,3018,772,7655,,
88,1254,3459,495,1720,241,3287,2198,1961,289,361,4836,,
89,68,2809,3226,186,4240,2178,3813,3290,3647,3788,5695,,
90,343,2287,4760,522,934,69,2970,544,2784,1097,4096,,
91,3058,2377,4762,2118,4552,251,3322,3974,1053,3038,4189,,
92,160,3424,4989,565,2830,1648,4110,1728,2501,1960,5168,,
93,495,3459,2243,361,1825,152,1880,373,1236,398,4836,,
94,1252,1197,648,4945,4336,3073,839,3057,1037,1879,7557,,
95,193,934,3499,1197,3880,4131,1037,472,3022,2970,2378,,
96,4573,4005,3459,1398,1856,2835,2025,2031,1715,1609,4717,,
97,4665,2530,4828,1561,4379,2757,2474,2409,4841,3667,7470,,
98,1860,4670,4692,3607,3575,2063,870,4245,437,2661,3668,,
99,3183,1532,744,2162,4814,4532,1254,2246,983,1411,6009,,
100,4477,1270,1087,2204,20,1752,4187,219,53,3942,2022,,
101,3571,3551,4018,630,2756,1281,4207,740,3089,104,7790,,
102,2188,1278,469,4332,1005,2354,1409,4568,1695,2912,4384,,
103,3300,1728,3335,321,1725,1611,1429,1332,4578,2392,5185,,
104,3459,72,1749,4752,1522,2266,413,427,3450,2339,5010,,
105,80,4493,3198,1879,3483,3754,532,2160,4798,3958,2683,,
106,4533,923,1252,1725,3100,2784,1970,522,3409,1189,1252,,
107,2472,2518,4366,516,4408,2955,2544,1071,3923,132,1388,,
108,4565,2530,4570,4573,415,4599,1684,750,3949,186,1388,,
109,2912,896,2523,1409,1118,3189,3450,3084,812,1278,4384,,
110,2848,284,2830,1951,4698,3424,2354,4171,283,1519,4987,,
111,4005,145,1236,2639,1100,159,2102,536,817,505,4863,,
112,4828,177,1071,710,701,114,3019,2866,3519,1854,5298,,
113,67,4336,794,3942,251,3880,4615,828,3295,4104,1505,,
114,1287,1478,3494,4024,1357,983,4265,1945,3340,3551,2512,,
115,3805,617,3860,1970,1455,1867,4966,2175,3198,4203,4964,,
116,2619,983,4275,2446,1421,2924,3269,1287,1175,2063,2512,,
117,1926,3209,1984,4408,163,976,554,1846,3483,1684,335,,
118,4101,3424,4194,1089,2689,3781,3455,3338,3866,3901,7233,,
119,4243,4245,1491,437,1860,880,1431,1856,1970,4012,3668,,
120,4793,2443,4394,3012,283,3624,2478,248,554,140,869,,
121,4005,145,505,1100,1841,2639,1993,3232,266,3928,4863,,
122,1404,4096,4954,160,361,3778,14,3061,1088,591,2757,,
123,789,917,2165,125,2251,2702,3340,507,146,3445,6906,,
124,3375,94,556,2224,193,4101,874,895,2549,2523,3217,,
125,676,983,4436,3963,4450,421,356,4386,1178,3196,2148,,
126,425,413,245,3995,100,2559,1821,109,2510,4149,3512,,
127,4683,558,2937,3667,3685,1698,3182,2548,483,3753,2856,,
128,4783,1357,532,4828,2503,3269,1287,488,1116,4943,2509,,
129,361,3003,181,1074,72,2438,828,2741,1131,4759,339,,
130,2848,2830,109,2833,4698,2632,613,3293,4239,81,4987,,
131,1405,276,4810,3022,3895,3939,4047,4807,4927,1443,5966,,
132,4533,4261,2338,245,1557,303,4091,382,4340,3963,3248,,
133,2113,3636,4916,3410,2051,1008,1125,1857,192,3576,5502,,
134,2991,2548,3308,483,4691,2937,3753,4411,4626,3432,2856,,
135,4565,1684,4501,615,3968,3453,3923,2544,4870,3949,1388,,
136,708,789,1621,1287,2088,1788,1106,3032,2530,2835,63,,
137,1984,2756,648,4945,4533,2666,1578,4090,813,2179,7557,,
138,505,2694,2179,740,2458,3456,2170,1080,3615,1409,7258,,
139,264,3391,3047,3802,2551,2168,2273,321,2157,2294,6426,,
140,3555,145,240,2356,2755,3091,4814,1495,3509,1089,7213,,
141,3269,2063,4203,1567,2924,1175,1804,4275,983,3427,2512,,
142,4960,2119,3687,2721,2031,1116,4717,255,4513,856,342,,
143,251,3217,4814,2523,3329,836,3386,760,70,2796,6009,,
144,2229,1736,4398,4778,3232,4226,2101,4151,1555,3677,1124,,
145,4564,2496,1495,4044,2714,2639,4135,1611,934,198,2320,,
146,3565,4390,586,2608,2256,3337,1370,3659,3811,122,5966,,
147,1190,373,4848,3102,3300,4090,3799,4507,4304,2158,6324,,
148,4382,716,3262,2392,600,2678,266,4826,4302,2434,5185,,
149,2924,2619,2730,680,741,1704,4627,1930,4203,3234,2512,,
150,3143,3650,3391,3094,1713,1628,201,3581,3265,1412,3497,,
151,976,1728,1519,284,617,3573,1813,1725,4757,4239,4987,,
152,3600,1441,3942,20,219,53,3628,3594,2352,4179,2022,,
153,2458,4332,3084,896,3337,2523,2099,6,469,2796,4384,,
154,4091,1552,3963,337,1519,2595,3189,526,245,4826,3248,,
155,562,3555,1749,4390,764,713,3636,3265,3410,132,5502,,
156,14,56,1667,4704,4094,983,3111,3210,1631,3275,2832,,
157,4814,1254,744,1202,2796,4844,2770,3963,2101,2976,6009,,
158,4698,2833,3424,4661,2744,571,4319,284,4443,1728,4987,,
159,3102,1139,3781,4507,3799,4090,3300,4867,2888,509,6324,,
160,1983,225,2970,981,593,4577,2755,1746,183,1795,2007,,
161,117,4034,4902,1205,3816,2021,3041,1005,4165,2824,1170,,
162,1089,458,874,3650,4556,4635,900,1871,4534,2055,5106,,
163,2740,2248,2280,4064,4028,4876,2221,4699,465,4960,3497,,
164,1995,2442,14,4954,160,1559,4844,1038,4955,1062,2757,,
165,1178,27,3410,1736,4187,4778,3794,3940,3308,2370,4623,,
166,2088,2478,3439,2756,180,3089,1066,1333,3551,1737,7790,,
167,238,4961,2608,1604,4742,508,569,4462,4698,688,298,,
168,4096,2639,895,2102,3441,276,1904,4954,3565,1029,8021,,
169,3314,337,2207,4709,3923,4084,3307,4841,1943,2656,3355,,
170,64,1562,276,2207,740,2170,1739,456,1870,2041,7258,,
171,922,4226,2970,1960,141,4327,3096,2501,4766,193,5168,,
172,413,12,1775,1190,1818,2152,1764,4803,2296,1049,1297,,
173,3486,4197,4867,3746,2835,241,925,3628,276,740,1786,,
174,2246,3391,4693,2773,3420,239,148,2963,3659,3386,6426,,
175,654,1411,2549,3820,2155,2384,953,1711,4534,688,4053,,
176,4446,1252,4918,238,3676,1388,946,335,2105,1758,5319,,
177,2530,336,3571,3406,2474,40,44,2445,57,4960,7642,,
178,3732,1409,1288,4954,4640,1341,1686,332,2041,3146,2320,,
179,1128,1276,4714,3928,829,2430,3467,1428,1708,2773,2856,,
180,3793,2033,225,2523,2354,1118,2070,4603,4568,3145,4384,,
181,3685,1212,4282,1087,617,4940,932,4579,3799,4194,728,,
182,569,839,3636,2633,4097,4443,2294,2288,4635,4746,7620,,
183,3424,2549,193,2101,2678,505,4390,4398,4560,53,1329,,
184,276,2458,2118,2646,4016,2377,4044,3450,740,3251,7258,,
185,4005,416,1785,4445,3804,3066,4836,870,999,3901,298,,
187,2139,4338,272,2313,3386,687,1667,3379,1602,4847,2816,,
188,4026,1605,109,2459,3045,234,2975,4256,795,413,3512,,
189,205,4071,3024,4876,3472,4481,326,114,3439,3854,5298,,
190,1984,2756,767,8,1205,3676,14,1904,1088,3995,2499,,
191,2063,1357,2924,1287,4595,3427,4275,57,1478,680,2512,,
192,193,94,2238,2970,4524,3446,227,1429,333,2543,5024,,
193,2101,99,4338,373,1510,1686,1224,3018,4527,4772,2212,,
194,1854,1087,1126,4126,2478,1578,648,1370,2178,184,7557,,
195,4564,112,2674,3071,4783,3165,688,71,3350,4826,7655,,
196,3685,1894,3192,3501,1517,4072,373,4634,704,4147,590,,
197,361,1088,1559,2703,14,4598,240,3759,2690,4091,2757,,
198,4126,4337,1522,768,2798,1903,109,3613,3593,1611,4253,,
199,1505,1832,1648,2113,4986,4482,4634,1950,4583,2480,3217,,
200,2430,452,2536,2041,544,2105,2191,302,4771,1846,6654,,
201,141,1752,53,4477,3942,219,2830,4179,3594,2352,2022,,
203,2478,2304,1646,945,63,3594,1172,2607,220,301,150,,
204,1615,1294,4142,1192,286,556,193,465,874,4357,3217,,
205,4573,1667,1611,2063,3209,4793,945,4561,960,3611,840,,
206,4336,2912,449,3456,1370,251,1751,828,4615,2339,1505,,
207,3459,1857,3335,2436,4143,2549,4851,1325,458,1055,1119,,
208,4091,4533,303,3942,1960,936,543,4568,3423,782,3248,,
209,2179,145,2271,4961,2210,3805,909,505,3198,3670,1168,,
210,145,4477,2251,3121,4955,3805,160,1764,4926,389,5648,,
211,2988,4844,565,2851,4267,2841,3516,1150,3593,4560,5915,,
212,925,2349,241,4197,1333,276,3536,4867,617,175,1786,,
213,554,1946,532,2503,1357,4262,3269,1994,731,2676,2509,,
215,2288,3210,2301,4836,2522,398,4742,4284,3989,3144,298,,
216,1602,654,160,157,2355,4955,803,3976,3048,484,5006,,
217,3962,2718,2295,2250,3417,182,3226,3813,1024,196,5695,,
218,2288,3690,4226,4757,1437,463,1786,2440,569,4635,7620,,
219,1341,1871,3018,1087,2139,3183,3934,70,3866,2494,7229,,
220,4446,3170,730,96,3505,3091,324,577,2275,1493,5319,,
221,4016,3450,1278,1683,4001,1409,276,2179,740,2657,7258,,
222,3314,1201,98,3164,9,1230,2649,1138,1398,2756,332,,
224,1089,1871,3424,2941,4560,3681,4110,3930,3338,509,7233,,
225,1708,4955,2937,4683,1067,916,4465,3928,4047,949,2856,,
226,1089,1605,1728,484,3604,4096,4533,3335,2639,923,3203,,
227,4635,2740,3036,4869,4208,3289,1722,2113,4637,4396,3502,,
228,4814,136,70,983,4844,836,1254,2996,1166,3378,6009,,
229,4005,1715,331,4003,3685,2104,3397,296,4136,126,4717,,
230,4352,4556,2408,3650,2368,1871,601,2538,577,21,5106,,
231,4275,4005,145,4357,1605,2899,2940,1367,2349,3928,4863,,
232,946,2508,1646,4194,738,3483,953,767,2180,3369,2683,,
233,3805,1197,4851,4270,3068,688,4352,1066,2387,1630,393,,
234,1116,2860,1357,36,1287,320,1946,4770,554,3619,2509,,
235,4491,4955,1128,2105,14,1088,150,1933,1093,1531,6335,,
236,4091,1557,4283,337,2354,3942,1960,4568,3189,3557,3248,,
237,4482,2549,193,3685,2970,4208,135,2975,2136,1950,3217,,
238,2222,4394,1646,18,4272,4562,4828,63,946,4463,2683,,
239,3885,458,3781,855,1341,313,2890,251,1821,3942,2131,,
240,2280,1412,4960,1400,3555,1619,3034,3982,701,4064,3497,,
241,1826,3847,3336,114,1999,2532,4340,3267,4481,4366,912,,
242,2342,2912,3715,4098,4745,4396,3275,3793,4757,1582,3723,,
243,2354,4659,3337,3799,4603,2912,2523,3145,3450,1695,4384,,
244,1750,4674,630,2221,267,2817,114,3774,2527,3098,4574,,
245,1667,3386,3657,4396,14,928,4718,56,3369,3575,2832,,
246,2848,2274,1681,4595,4226,1571,3260,1085,1670,1281,7655,,
247,4270,20,3259,4609,3068,2976,1069,3917,909,2139,393,,
248,1412,73,2392,4851,4275,3949,2088,1150,730,4477,8021,,
249,1828,2096,1613,68,3591,104,4643,583,186,1024,5695,,
250,1894,1480,191,3582,145,3738,2895,3903,1219,874,5648,,
253,3018,4131,427,1493,940,1871,4656,4888,4090,20,5010,,
254,1725,3243,4826,3335,2100,2392,521,3953,4382,565,5185,,
255,2639,2097,4527,870,3379,276,4261,1778,1095,2617,8021,,
256,1818,3506,870,4270,1069,1671,1504,909,3183,1784,393,,
257,1479,563,4876,1984,2256,2322,2434,554,2884,3980,869,,
258,1818,2434,1725,1139,3183,1611,4720,266,3455,4319,5185,,
259,1736,109,4005,402,1349,1522,3229,1545,3781,855,5010,,
260,67,4683,1088,2986,2155,866,1050,812,4041,3578,6335,,
261,145,2775,988,4793,3355,2281,4782,236,3755,299,2499,,
262,1262,3908,4101,3592,1018,1734,2511,2869,81,4093,3399,,
263,1519,4581,2616,2263,1214,1605,4699,2393,1263,3868,1833,,
264,4071,2317,3421,2222,4115,916,3307,2619,2295,1253,5298,,
265,4396,1695,1722,2101,1449,3707,1140,3576,411,449,3502,,
266,4338,4580,1324,4847,3753,4730,2093,1133,54,588,2816,,
267,3942,2657,2851,449,1217,3880,1715,2523,1933,3295,1505,,
268,4810,2549,193,4738,18,284,4642,719,3018,2162,6270,,
269,4698,67,4098,2511,923,2520,298,3936,187,14,6335,,
270,2097,3732,2638,620,2105,238,2204,3198,2104,1765,6270,,
271,2304,3923,630,488,2221,3935,2872,3143,3098,30,4574,,
272,1113,4203,2063,1184,1088,88,4194,4642,983,4929,5180,,
273,1504,2086,1983,2217,2755,183,456,2970,1784,387,2007,,
274,679,115,4382,4096,960,4683,4039,4005,1074,2095,6276,,
275,925,4475,740,4867,3883,3506,186,2349,3198,241,1786,,
276,193,465,3944,4790,2651,1673,3526,1950,2543,4583,3217,,
277,687,780,3873,2139,1178,160,3386,4533,1667,3459,2816,,
278,3942,3600,20,1270,141,2459,4187,3410,3594,1087,2022,,
279,3905,2990,3210,1667,4704,3216,4396,3046,14,2161,2832,,
280,2975,4256,109,1605,3995,245,4149,2683,1821,425,3512,,
281,1646,4115,1879,4194,1244,1582,3307,4283,3295,577,2683,,
282,3607,4243,1136,228,1431,4245,4665,796,1970,1650,3668,,
283,4683,2251,598,3936,3270,1087,389,3582,2895,704,5648,,
284,2821,4086,1782,2874,2478,391,554,205,408,2518,7887,,
285,1545,3258,1835,923,3895,4756,3007,3628,4043,510,2809,,
286,3165,3914,2523,1143,4752,3183,2251,113,4888,2097,5010,,
287,4603,1695,3084,2458,1933,3313,2912,1005,4659,3799,4384,,
288,20,4788,1069,1784,870,1630,1856,4090,4284,21,393,,
289,3080,2210,4049,2138,4653,1785,542,3652,4535,2105,1168,,
290,3314,1684,4149,391,1116,3116,4207,1824,2613,2476,335,,
291,2274,1522,786,3165,4783,2795,2874,2086,4298,1749,7655,,
292,268,1184,1428,1074,4642,975,1294,2,3073,2799,5180,,
293,3018,39,2633,3344,123,4398,4290,2101,4524,3286,7946,,
294,193,3424,4529,2101,4398,509,2549,183,3037,4637,1329,,
295,3109,2317,3421,845,2632,3206,4340,2866,383,2828,5298,,
296,3410,1270,1087,4187,2459,20,141,298,219,3615,2022,,
297,976,1936,1287,4798,2730,4793,1788,2756,337,3604,63,,
298,1868,565,38,3183,1134,4720,2681,1611,4954,4234,5185,,
299,2220,1521,1479,2342,3207,2702,80,1359,1774,4783,7956,,
300,704,4497,1069,3259,3229,4851,1262,4352,2387,2976,393,,
301,193,3058,2543,840,2238,2970,325,2549,1192,4520,5024,,
303,983,4661,676,2387,2033,1456,807,4386,4252,181,2148,,
304,2820,125,2274,4828,1619,2422,486,1585,2702,42,6906,,
305,866,1362,4005,4907,1133,636,1145,3066,1080,1178,6335,,
306,983,741,2730,1287,524,1804,2726,2063,4627,4024,2512,,
307,4745,3715,1155,2058,2282,4086,2955,677,617,2375,3723,,
308,239,925,148,421,6,264,3900,181,2773,1431,6426,,
309,4179,3058,4814,1927,198,983,4546,952,1294,4049,4308,,
310,3198,2996,4715,3612,4110,4292,3866,3424,2345,3985,7233,,
311,3600,1695,2101,1583,3391,949,2334,4216,1933,425,3502,,
312,2636,657,2638,331,1715,2681,4149,3480,484,2031,4717,,
313,1252,1984,2104,1642,116,4074,1578,2430,4807,4564,7557,,
314,4954,4963,866,1143,181,3775,295,4626,3820,123,2817,,
315,679,88,115,463,1088,4128,4096,960,4683,4704,6276,,
316,465,3580,204,3003,648,3045,159,1755,145,3558,3486,,
317,2377,4762,3322,509,251,1197,691,895,3974,324,4189,,
318,2255,647,1921,1960,239,3650,171,571,710,2833,1511,,
319,193,4836,1736,2639,3018,4960,1102,2908,3048,4665,6270,,
320,1983,2139,361,4337,4270,3575,2750,1995,870,511,5006,,
321,740,4207,1812,3571,3336,2088,104,3229,1172,2319,7790,,
322,145,2102,2946,4005,1605,1633,2639,3928,2575,536,4863,,
323,3198,3781,1069,2996,15,2421,3338,634,4965,4194,7233,,
324,2349,2968,276,4927,3565,3811,54,1405,2993,122,5966,,
325,1646,818,4876,475,953,63,2638,2821,2683,2181,2683,,
326,4091,1552,1557,4826,936,3557,148,1960,4533,2354,3248,,
327,505,4005,2639,4887,2899,3917,2931,3061,4693,2489,4863,,
328,708,4128,2274,1412,4049,1667,2086,2375,3847,4590,7655,,
329,1252,3165,191,3142,4047,1906,1089,2266,1545,4922,3440,,
330,2025,203,1554,2958,1263,3314,3483,4393,475,2465,7449,,
331,2654,24,2251,3885,2890,2524,1106,4110,251,1341,2131,,
332,193,3499,2970,3022,1054,1868,1630,1856,3217,3100,2378,,
333,617,983,1667,3216,1631,2811,14,3369,2090,56,2832,,
334,2970,4904,3018,4986,2639,2885,2224,2832,373,4527,2212,,
335,3424,1266,4398,4445,4101,979,4752,1587,2338,1261,3399,,
336,225,4659,1695,4603,2458,3145,1062,1618,3799,469,4384,,
337,284,3028,1813,2188,81,1066,1519,829,3067,2830,4987,,
338,1448,2238,1715,4932,940,388,209,4888,2256,934,590,,
339,3424,2654,1522,2097,505,4352,895,72,357,1324,5010,,
340,1455,4396,3275,323,1514,4341,4722,4086,4098,677,3723,,
341,4195,4090,449,817,1142,3099,2968,1856,191,4955,1124,,
342,1684,4071,98,941,3786,248,1582,1984,4299,1230,335,,
343,4394,205,1926,2255,3314,98,3441,4876,2481,789,332,,
344,2730,1945,1421,3269,741,1175,4203,983,3427,4265,2512,,
345,1087,2980,617,3796,4940,3685,1212,2560,4622,2158,728,,
346,98,3185,705,1711,2093,2894,740,2401,1846,1681,800,,
347,246,157,1219,960,1005,2931,3635,2392,4228,4005,6276,,
348,903,3037,2549,193,411,2377,3292,820,3438,4477,1329,,
349,266,75,2224,403,1074,1601,679,361,131,2217,339,,
350,3794,1178,4660,3940,1736,1212,4735,4718,2945,4711,4623,,
351,2549,3963,2559,3391,3605,2860,2503,3105,1970,3094,1043,,
352,4194,617,1087,932,4940,4854,3685,2560,940,2158,728,,
353,2639,4005,505,1993,3061,145,536,1100,817,4088,4863,,
355,740,2478,104,2756,3571,1333,767,4908,2144,1561,7790,,
356,4783,2220,2820,4665,2274,98,4028,4511,1684,2224,6906,,
357,24,314,3837,1075,3685,4398,1550,4292,2494,2538,3484,,
358,532,1244,63,3958,4115,2638,1357,3571,4463,711,2683,,
359,740,3791,2694,3450,437,3869,3985,69,1739,3058,7258,,
360,2773,3802,309,321,421,1202,181,3900,1056,3837,6426,,
361,1711,3170,953,4524,935,2549,1411,3405,1202,2599,4053,,
362,4256,3593,1048,4299,2445,988,3788,1782,3695,2088,7642,,
363,3338,251,3799,2377,456,2118,4093,2507,2543,994,4189,,
365,4149,1821,4488,4026,4,3889,1605,2113,2459,109,3512,,
367,1197,4047,2616,12,4372,1555,2229,1169,1604,3183,1124,,
369,357,679,88,115,4275,1088,4096,4683,739,4477,6276,,
370,2422,4783,1681,3498,3408,2342,2220,4022,2589,4729,7956,,
371,536,1409,2430,69,1174,3555,4564,4042,4187,1695,7557,,
372,1646,4778,301,2304,3034,2307,4478,1752,2235,2478,150,,
373,866,4533,1791,3826,1532,4752,870,3146,3347,320,5915,,
374,1740,2377,983,4349,4049,2988,4412,2637,1294,1020,4308,,
375,2280,4960,3700,2221,465,2478,3285,2248,2987,1613,3497,,
376,140,4470,1684,1287,708,2937,3519,925,2560,40,63,,
377,4352,4556,404,577,2392,1089,4433,3060,21,4635,5106,,
379,2848,4042,2155,4576,3955,3628,522,2082,3260,3526,2777,,
380,3555,132,562,192,754,713,764,3168,2051,2026,5502,,
381,3813,1979,470,4240,2075,2096,2769,2160,2178,1181,5695,,
382,2717,4042,4936,723,1720,1994,812,4390,2848,3293,2777,,
383,1749,1097,181,1856,4226,258,4954,3375,4126,3537,2817,,
384,4396,4493,2854,677,799,2025,4699,1214,4404,1263,1833,,
385,2833,3917,266,4443,3692,3028,3873,1776,1889,4493,4987,,
386,1128,4783,2987,438,3227,1549,663,3528,3185,1048,5825,,
387,2970,4131,193,3100,3499,4143,472,2443,696,4740,2378,,
388,4533,4270,191,4398,4349,1129,2126,4890,2780,3335,3203,,
389,3689,1262,2970,3100,4131,193,1868,1069,3768,4090,2378,,
390,925,3459,4445,1445,3177,2520,2694,1736,145,495,1168,,
391,2155,723,122,3628,812,1732,456,3237,2188,1145,2777,,
392,1791,3831,4305,69,953,4049,3450,2848,3354,4888,5010,,
394,2178,2096,4830,186,3267,4084,2809,583,1979,3226,5695,,
395,983,544,4814,2637,2377,2553,4459,1306,3411,4836,4308,,
396,3289,4005,69,4945,723,3145,802,3293,1966,1804,1257,,
397,4888,58,2638,3650,484,3151,299,3290,145,705,2499,,
398,1871,3837,4895,3685,4233,1923,4410,4772,15,4202,3484,,
399,160,3626,4524,3121,4847,4338,3329,3897,565,2536,2816,,
400,2508,4194,617,4774,2560,4282,3685,1087,3662,1686,728,,
401,630,2958,2560,767,3439,4207,453,4793,4493,3571,332,,
402,3519,1812,1854,2828,3230,4265,916,2619,1371,4690,5298,,
403,193,2256,2549,1200,1054,2136,4524,94,3350,3446,5024,,
404,4005,145,505,4497,1591,1686,2940,4693,2639,2489,4863,,
405,2459,4963,4091,4887,4396,4945,1601,813,4099,2500,6696,,
406,1287,205,571,708,4789,2972,2944,30,2503,1014,7887,,
407,284,2755,2442,2,979,240,1752,3165,69,813,7213,,
408,852,1306,1219,1555,3798,2370,2161,3510,502,3791,4623,,
409,4738,4783,80,1774,1014,2589,1479,1776,2282,708,7956,,
410,2821,3483,214,1646,1926,946,1894,3949,4128,630,2683,,
412,2500,953,2459,4091,3071,1240,2691,2155,4098,4533,6696,,
413,4187,4128,3410,3942,4560,1752,53,1270,4477,716,2022,,
414,4665,1332,4245,870,1860,4714,228,3431,4012,4138,3668,,
415,1611,4954,934,3768,3146,173,1514,3428,3018,4097,2320,,
416,1993,866,2887,1749,1143,1564,3289,2631,283,3537,2817,,
417,1599,738,2848,4043,457,4803,3555,2500,3344,4752,2809,,
418,983,3778,3496,1128,54,4396,234,3369,4767,335,2832,,
