,0,1,2,3,4,5,6,7,8,9,i1,i2,hl,nl
132,4783,740,4091,647,1646,786,1601,193,3704,708,,6335,,
133,2820,125,361,882,2661,2352,3778,789,2666,145,,840,,
134,1667,2549,3564,3834,3295,3018,4069,2491,4642,4880,,6906,,
135,647,1984,4814,4336,2549,4932,4390,193,1755,3732,,3203,,
136,4783,1690,2549,2220,4932,3165,3900,4573,4005,2970,,2499,,
137,740,647,2756,4760,1709,2280,2155,2454,1681,4337,,7449,,
138,4723,3857,1128,141,4783,4406,186,604,416,740,,3203,,
139,532,3438,2203,3282,1751,3519,1628,1371,2911,3456,,5006,,
140,647,1646,4814,4955,2646,2342,674,54,960,4642,,3203,,
141,4446,4783,4091,812,1646,4814,866,648,2549,1357,,1252,,
142,647,4945,839,2274,4245,3510,532,3335,268,3459,,5006,,
143,4446,4783,1252,908,866,3194,4482,2848,4932,3939,,1124,,
144,1984,3198,4642,2499,2139,4396,2095,827,3565,4428,,840,,
145,1142,1150,14,2470,2820,882,1686,3624,3198,3510,,840,,
146,4783,1252,484,1602,839,3238,14,1519,548,12,,332,,
147,2949,2848,3584,3300,145,2468,467,4091,665,2559,,840,,
148,1970,240,4783,3847,4091,4118,708,4847,629,2196,,840,,
149,416,3092,708,3706,4382,786,14,3812,2666,361,,840,,
150,71,3519,708,1595,3314,4573,357,2549,2970,3939,,5006,,
151,647,1984,4945,2848,4735,1357,193,1755,3217,1567,,5319,,
152,1218,1176,4228,4143,416,1960,125,2301,1550,1611,,7655,,
153,740,4091,1984,193,3798,2968,3410,1122,4752,4110,,840,,
154,740,4091,647,4814,4782,1357,193,4493,2820,4955,,7655,,
155,4446,4091,193,2280,532,3335,4642,145,4527,4111,,5010,,
156,2949,416,1122,1287,205,1080,4583,2835,3282,581,,800,,
157,4091,648,1602,4096,3510,361,2633,3459,112,2632,,6906,,
158,647,794,1472,3371,3282,1129,2021,836,70,2178,,5010,,
159,4880,284,3459,240,1178,1893,4730,4337,2295,4064,,335,,
160,2784,203,4874,4433,4730,708,125,105,3330,1199,,840,,
161,1646,866,4894,4390,3182,4372,708,4880,2280,3397,,5010,,
162,647,1252,1646,767,786,2549,1601,4390,4493,3175,,5006,,
163,2105,361,740,1178,112,3057,2251,2872,827,1740,,840,,
164,708,2653,4894,3611,1646,1412,3098,960,416,2334,,1252,,
165,2274,3510,127,3083,945,1893,4642,284,3491,621,,5319,,
166,4091,647,1089,3732,2377,2280,2912,3198,3335,3168,,2499,,
167,484,3102,37,2210,794,1952,3928,1157,1740,99,,840,,
168,647,4918,2342,4245,2912,960,4683,361,45,2970,,2683,,
169,4270,4573,3894,3282,2274,2858,3366,2549,4642,2063,,5319,,
170,3335,1431,341,4836,56,1178,193,276,4961,1809,,800,,
171,4091,1646,4814,193,3182,9,125,3885,2608,1519,,6335,,
172,1118,4446,4783,740,4091,647,4810,983,4814,1955,,335,,
173,2549,1602,361,3226,882,3046,3099,4986,444,1681,,2499,,
174,4783,740,1646,2342,3102,3198,416,1048,2639,4337,,2499,,
175,809,2666,4084,2820,3282,3424,112,1927,2773,620,,4253,,
176,4446,3823,4783,740,4177,3300,812,647,4810,1252,,2683,,
177,4446,3300,647,1252,3551,3813,976,4814,1197,767,,4717,,
178,4270,4798,882,361,3057,525,4533,1864,1129,134,,2499,,
179,4446,740,4177,2,647,357,1984,1646,1690,2549,,6335,,
180,2355,1753,2280,145,2274,1270,2504,2949,4091,4798,,840,,
181,708,4442,4738,3519,882,2355,3805,1458,4707,4091,,5010,,
182,4945,2848,3732,4683,2549,397,2970,2784,4533,4986,,2499,,
183,2274,145,2468,4501,2204,2504,4683,416,1371,2088,,5006,,
184,647,1984,4814,193,4918,2256,4245,4270,3900,3798,,4253,,
185,1698,1118,2773,44,4595,193,51,2530,2274,1611,,5010,,
187,4981,4720,4765,141,648,361,1160,2944,72,3335,,6906,,
188,4783,4091,647,2756,983,1646,4026,4814,767,866,,5319,,
189,4005,812,3804,4569,1646,4290,575,453,3732,3715,,3184,,
190,4446,740,2,647,1252,357,1984,2756,983,3813,,6654,,
191,4091,72,4836,2111,647,3319,2949,4458,4963,4642,,3203,,
192,4270,3715,284,4396,1894,3519,749,1926,4131,1662,,6906,,
193,4783,4091,4177,647,2848,4894,3732,986,1605,484,,1329,,
194,3885,3335,4005,4396,682,85,583,4788,289,2280,,2499,,
195,2649,708,4730,361,1485,923,289,920,465,4096,,840,,
196,647,45,2377,3963,3438,4106,4128,1592,2970,3510,,5006,,
197,193,1038,4436,3282,3003,2355,112,3018,2872,882,,2499,,
198,647,3939,4955,1205,4760,3102,2274,1304,588,4683,,5010,,
199,4446,4783,740,3813,4945,1755,3732,4093,125,1053,,2499,,
200,647,4932,2274,2988,4642,361,1458,2468,945,4019,,2499,,
201,1736,1740,354,4836,2434,3102,4676,193,2784,1244,,840,,
203,1129,4428,361,459,882,4918,4534,2377,3366,2658,,2683,,
204,4245,125,2256,4304,1174,908,62,2349,986,3655,,5010,,
205,908,2848,4954,2210,361,900,1984,2661,4836,740,,840,,
206,324,361,856,4194,1198,1999,4674,3333,565,4292,,840,,
207,708,4337,3293,2342,397,2368,2478,837,1479,361,,5319,,
208,4783,740,4091,647,1252,4814,767,866,297,648,,4623,,
209,3269,3073,276,2274,2874,4989,4245,2549,3519,4352,,5006,,
210,4177,145,1142,251,2377,2848,945,4470,1809,2280,,3203,,
211,4446,1,4783,740,4091,1252,1984,2756,3551,983,,6335,,
212,4783,647,1984,866,679,2820,4045,4760,2663,2155,,4717,,
213,569,3102,2251,300,4177,4650,2949,882,804,1129,,2499,,
215,127,448,361,2474,908,836,2970,484,181,2691,,7655,,
216,4128,453,361,4126,3335,2377,105,3510,17,3078,,2499,,
217,4642,3905,4005,4702,2773,1740,4386,3888,2274,2970,,840,,
218,1562,874,2803,45,3732,936,3829,145,598,2773,,3203,,
219,647,109,4573,145,112,4778,4940,2666,3594,1391,,5006,,
220,416,2595,1224,1736,2508,3282,4270,1230,3164,1646,,5319,,
221,1437,3965,361,4177,2392,1736,3216,4096,1698,72,,3184,,
222,4091,361,870,1184,2274,4493,1722,2384,4342,71,,840,,
224,2549,708,2274,4245,361,3472,112,2111,2326,3930,,840,,
225,1646,4880,2342,361,1412,2773,505,2576,1493,3098,,6906,,
226,4177,647,1984,767,786,648,4945,2220,1755,4854,,5006,,
227,4642,1184,3930,1287,2639,4954,2120,827,575,2501,,840,,
228,176,3066,2970,983,4652,1601,4270,1711,62,3107,,2499,,
229,4091,4177,647,1253,4270,4005,3780,145,3660,3237,,840,,
230,125,3335,4642,321,4140,2730,3771,2384,4646,3035,,5006,,
231,1740,532,2368,4239,2511,2454,953,708,648,4194,,4717,,
232,4177,1711,284,2639,4642,112,62,1178,1695,3459,,6906,,
233,3073,4245,3198,3942,160,3510,896,4836,4640,1129,,840,,
234,2,357,1984,2756,648,1601,3174,1602,2949,4836,,2683,,
235,3823,4091,3300,812,2,647,1653,357,2756,908,,1093,,
236,4446,4783,740,4091,647,1653,357,2756,903,908,,3723,,
237,4446,4783,4091,1984,3037,297,786,4945,2848,1357,,3203,,
238,593,4676,3409,4922,1522,3965,145,1948,3431,664,,5319,,
239,4446,4783,986,125,2949,4836,2342,2663,4722,3510,,3184,,
240,4446,2,357,1984,2756,3813,1646,976,4814,297,,3203,,
241,647,2377,397,1074,1611,2548,505,4193,2958,236,,2816,,
242,4446,4783,740,4091,4177,812,647,1252,2756,908,,335,,
243,193,1755,125,586,1740,4642,4005,2773,3431,1315,,335,,
244,4810,193,2820,1605,2949,2377,4382,3510,4270,361,,63,,
245,2280,345,4926,2459,361,532,4194,3424,45,3241,,7449,,
246,4446,1646,4814,866,193,2280,2155,2274,3715,286,,4717,,
247,3564,2531,3958,3965,4005,2782,1728,1116,581,3192,,332,,
248,2949,4971,2280,3888,532,3224,4005,1918,1684,2509,,5180,,
249,740,193,1854,3497,145,4989,1836,509,1074,1571,,2683,,
250,1089,704,3314,647,361,2874,4318,1715,4968,3409,,840,,
253,3175,125,1602,2342,4270,416,4642,499,804,1322,,5010,,
254,2820,4338,2050,505,465,647,2198,2,3078,1143,,2499,,
255,2280,4738,2274,1065,2970,1270,3759,4479,1671,3078,,2499,,
256,2549,4164,4954,4642,361,4005,4686,4457,3510,3094,,840,,
257,4814,125,4245,4752,740,361,2139,2082,4738,1522,,840,,
258,740,4091,647,193,2949,1406,2274,4245,1362,4642,,840,,
259,740,4091,1984,648,4735,193,3174,708,125,4634,,2683,,
260,2780,4532,337,4478,588,3237,262,3510,4585,3715,,332,,
261,3342,4245,276,527,2274,1004,978,4778,505,3510,,840,,
262,4446,740,4091,4177,2,1252,908,3813,1646,786,,63,,
263,4783,4177,983,4336,2549,986,4432,125,1602,2105,,4717,,
264,3823,1984,1646,4026,4814,1089,786,648,3939,3732,,4717,,
265,647,4814,648,4894,193,3165,4665,2739,2342,1740,,5319,,
266,882,2548,2744,4190,986,3594,1253,165,2718,3068,,63,,
267,4783,647,4945,679,193,125,4665,2739,2246,2280,,6654,,
268,1984,4814,3732,1605,4918,3885,3510,532,4683,416,,800,,
269,4069,266,112,4635,2377,1492,827,2511,141,2911,,840,,
270,4783,453,2251,1198,953,2694,3285,4018,361,1755,,2499,,
271,983,3732,708,4971,4565,2718,267,3685,2274,3510,,800,,
272,2280,4446,4783,882,300,1517,145,1550,4793,297,,5010,,
273,324,3939,1854,361,4005,4106,3497,1074,69,4501,,840,,
274,1118,4446,740,647,2756,908,983,1646,4026,4814,,3203,,
275,4446,647,767,1690,1357,4894,193,4493,708,125,,2131,,
276,4783,708,4683,2454,3083,49,882,2511,3071,1708,,5006,,
277,4091,1646,4814,2549,193,4275,2274,4270,416,1535,,5010,,
278,2256,4642,2355,4005,4986,1287,2342,2501,4817,786,,3203,,
279,1993,3314,648,960,4080,2158,2111,2607,938,2911,,5006,,
280,4327,388,3342,519,4880,4970,4489,357,647,4352,,840,,
281,4783,4091,647,1252,2756,983,866,4782,4932,4390,,2683,,
282,2105,4567,1531,3571,3444,3519,72,827,85,2975,,6906,,
283,2280,98,4396,945,95,4734,3164,2575,1755,2820,,5010,,
284,648,1933,4394,2447,945,2210,284,1074,4960,1683,,4717,,
285,4814,4932,4836,4245,856,4573,3497,2970,4243,1126,,2499,,
286,2280,361,145,1244,2390,3594,4945,4814,2247,3109,,840,,
287,361,4194,2468,2251,145,1224,2924,2511,416,4932,,840,,
288,193,2933,2210,740,1628,3781,217,2170,4206,3675,,4717,,
289,1984,2549,193,4093,2739,3510,4642,4005,4106,4396,,840,,
290,4783,740,647,2756,125,4634,2949,2377,1736,3510,,5006,,
291,3459,2377,4216,4623,2342,617,284,2136,80,4945,,5319,,
292,4501,3963,1684,1952,665,4005,1662,3066,4709,2988,,840,,
293,1118,4446,4783,647,1984,908,983,4814,648,2848,,800,,
294,3174,2739,2194,1921,882,2499,4396,4270,217,2906,,840,,
295,740,4091,1984,983,1646,786,648,2549,2848,1601,,6654,,
296,4446,4091,647,1984,1197,297,648,2549,193,2820,,6276,,
297,1984,555,4880,2274,3510,4533,1621,4642,1287,621,,5006,,
298,4791,4352,1970,4665,4479,3102,138,3238,145,716,,840,,
299,2549,708,4642,527,1244,4734,3060,4564,4573,3510,,5006,,
300,4783,2848,4880,1406,416,4396,3125,211,3351,459,,840,,
301,276,4954,4783,3097,1993,3329,4699,740,357,4625,,3203,,
303,740,647,786,708,125,2274,4567,4642,4005,4106,,5006,,
304,740,4814,2820,4918,2155,3102,4683,416,4828,268,,2499,,
305,2610,145,713,127,203,786,4290,2639,1354,2824,,3184,,
306,45,648,1244,4524,3078,3164,2125,4411,3081,2547,,5010,,
307,4501,1752,4247,4642,4106,4645,1129,2354,4578,1074,,6906,,
308,4814,866,437,2848,3732,1567,2377,2342,2488,4245,,2499,,
309,4005,2280,882,1437,1007,165,361,647,1034,42,,840,,
310,4783,740,812,1653,1984,908,3551,3813,1646,976,,3184,,
311,4091,3198,4836,903,827,4945,3571,1219,4778,3128,,840,,
312,4918,4683,750,2832,3571,4642,1868,1787,2194,2222,,5010,,
313,4446,740,4091,1984,648,2549,679,3939,193,2155,,5010,,
314,740,946,2105,548,772,361,2506,1074,145,2548,,840,,
315,740,3300,812,647,1984,2756,786,2816,4482,2549,,5006,,
316,145,2293,2949,2610,1244,3581,1926,4304,740,4880,,840,,
317,2549,3510,4270,4683,2639,361,1065,4444,2468,3444,,6906,,
318,361,1118,3063,505,4302,1278,1485,302,266,33,,6906,,
319,4945,193,3732,1253,3510,4270,465,4683,2639,3421,,1168,,
320,4783,3271,4642,2251,3910,1698,4342,1611,2949,160,,2683,,
321,1118,740,4091,4177,647,1252,983,3813,1646,976,,6335,,
322,415,45,3743,4789,1038,1270,4642,3424,284,3336,,5006,,
323,14,3372,3652,4458,3555,2210,4783,1253,4005,3968,,5006,,
324,4446,4091,983,193,2458,1602,1446,2105,181,2646,,7655,,
325,866,4390,9,3885,3185,3102,3685,2988,4642,24,,5319,,
326,3300,2,647,357,908,2220,4390,4493,986,484,,800,,
327,3098,1330,1324,3424,2179,2280,1076,145,532,4929,,5006,,
328,647,1653,1252,2756,1646,786,2549,708,238,605,,6276,,
329,647,324,1602,4128,27,4710,2912,2511,3305,320,,2499,,
330,1728,2210,1196,1129,2179,2229,3602,882,4738,3102,,63,,
331,361,3067,4194,4764,2949,772,2350,4922,990,2911,,840,,
332,647,4493,1736,54,4642,276,4005,1074,794,145,,840,,
333,361,882,4501,1374,3198,2436,172,4981,2639,2221,,840,,
334,361,4245,3966,2904,983,266,4783,1129,2958,2672,,5010,,
335,1118,1602,1740,3510,3198,4642,2355,2522,1174,499,,6906,,
336,4177,1646,2549,2274,4245,4642,3424,3225,4501,236,,5006,,
337,708,125,2949,4793,18,1854,465,3314,2530,4642,,3203,,
338,4945,1605,484,4918,4880,2280,3397,1736,4245,3510,,7655,,
339,193,2949,2377,4382,4926,361,1479,4233,4194,3509,,840,,
340,3335,361,416,95,1755,72,4527,1667,4177,4382,,2683,,
341,1646,565,1129,1698,4680,986,2082,239,4106,2274,,2499,,
342,4789,2833,2549,1646,4270,1732,3198,643,391,2155,,6654,,
343,4091,2155,532,416,3335,4337,4005,3571,145,945,,6906,,
344,2105,3102,2501,1522,505,3018,4043,880,2377,2256,,840,,
345,4091,4177,3300,4810,4945,2549,2848,1601,193,2949,,63,,
346,357,4932,3732,8,3885,1406,4128,2342,820,109,,6906,,
347,2549,3510,3425,4128,484,109,112,2595,772,4642,,5319,,
348,740,4091,2,647,1653,1252,1984,2756,908,3551,,6276,,
349,647,2549,1755,3732,484,708,125,1556,2280,4128,,1257,,
350,131,3295,741,601,4960,3942,3706,1899,80,75,,6335,,
351,3676,956,361,856,1960,205,4949,1828,1751,1209,,5010,,
352,484,2170,2447,112,1782,4961,1896,516,3510,1988,,6906,,
353,1129,4409,4005,1486,4738,4245,960,4955,236,3857,,7655,,
355,4446,4091,4177,647,1252,1984,903,1646,4814,3037,,7655,,
356,740,4091,1653,4814,2549,2220,4932,3939,484,708,,2683,,
357,2799,4445,2575,1667,141,829,331,4965,1504,1531,,6654,,
358,2820,3685,4352,3497,239,2970,4272,4373,3034,1449,,5006,,
359,740,4177,4827,2756,1646,4814,297,786,648,2549,,3184,,
360,3330,2377,882,2681,2649,2989,4106,3432,3459,2904,,5006,,
361,4446,740,4091,4177,1984,2756,908,3813,1646,4814,,7655,,
362,647,4642,1474,740,2970,193,4829,3834,2355,3661,,5010,,
363,4765,183,3510,4665,3122,1984,284,3097,2342,2779,,5006,,
365,4091,193,4918,2155,1171,4187,2342,205,960,4880,,5010,,
367,2949,532,2178,1074,945,1782,4847,2206,3923,204,,5010,,
369,1118,3823,4783,2,647,983,1646,4468,4814,866,,7557,,
370,1252,1602,2274,2639,4642,2773,2139,56,1235,3942,,840,,
371,217,23,3604,3942,2657,2509,2576,4318,3510,2100,,2499,,
372,647,1605,2274,3510,532,268,4573,2828,1778,3459,,5006,,
373,4446,740,4177,1653,1984,3813,1646,4814,297,1089,,3184,,
374,4783,647,1074,1555,172,2436,470,3043,1531,3923,,3203,,
375,3300,1343,532,3198,1142,1056,112,3519,2787,4214,,6906,,
376,647,1984,2756,1646,4814,786,2549,3732,4918,3885,,3203,,
377,647,2549,193,2819,2274,4642,2828,1611,488,4586,,6696,,
379,1646,786,2549,193,4270,3335,4455,1611,495,85,,2499,,
380,14,1715,2179,4128,3510,1921,1681,2095,3271,17,,332,,
381,4945,2820,4836,2377,4382,2342,3888,3510,4683,284,,5006,,
382,740,4091,297,2220,1755,3732,4954,2342,3258,3888,,7655,,
383,4005,3102,882,2799,3942,4088,1522,2194,140,274,,840,,
384,193,3459,361,134,125,416,4245,4270,708,3372,,1252,,
385,4642,4709,4005,4533,4826,2547,4561,3109,125,361,,2499,,
386,4446,740,983,4814,324,4932,3955,2949,1446,4971,,6906,,
387,4091,297,193,3715,3335,4642,4005,112,2320,176,,2499,,
388,3976,125,2319,4270,995,4005,2349,4239,240,1970,,2499,,
389,740,4177,648,4932,4093,238,2949,4128,2342,4270,,6906,,
390,3942,4783,62,2516,882,4245,125,2773,2912,3510,,840,,
391,647,1711,3472,1753,4164,4245,4091,4642,2342,193,,2499,,
392,3510,2949,2377,1522,1538,2421,4642,1004,2610,203,,840,,
394,4396,3942,1602,324,80,2514,140,1921,4932,2470,,840,,
395,882,532,647,18,1085,85,3198,3942,87,2368,,3184,,
396,112,629,45,2342,3612,232,3475,3891,663,4070,,6906,,
397,708,2215,112,85,1178,1753,193,145,109,1602,,840,,
398,740,4091,786,193,772,4642,2355,4005,145,1244,,840,,
399,4783,4091,3300,1646,4493,484,4955,2256,2739,3715,,5010,,
400,72,1923,786,105,1809,297,4126,1628,647,2296,,840,,
401,4446,772,4642,4005,4501,1755,4782,2746,4793,2200,,800,,
402,4446,4270,1983,3226,882,121,2987,1406,4501,4447,,6906,,
403,4177,1984,1519,4738,4245,2210,361,4194,1244,989,,840,,
404,3802,4106,2029,983,1418,809,2392,3188,4074,3102,,6906,,
405,484,4760,740,3862,112,2462,125,2161,3510,1709,,840,,
406,1252,4245,4270,4533,3314,2355,361,1224,1818,145,,840,,
407,708,1253,2274,361,2356,112,2368,4778,3509,1926,,840,,
408,4177,2549,4971,2657,2499,2503,145,4338,3661,1715,,840,,
409,4814,2820,708,3238,2155,1304,674,361,145,4396,,840,,
410,4091,866,2848,2377,2988,4642,4005,2420,72,2908,,840,,
412,2848,4475,4533,4831,416,2200,4798,565,112,82,,2499,,
413,193,960,3426,3611,4382,837,4623,2274,145,647,,5010,,
414,4642,1198,2274,2280,145,3643,4091,772,708,633,,840,,
