,0,1,2,3,4,5,6,7,8,9,i1,i2,nl
72,4091,903,1646,2549,2848,4932,193,4918,708,1602,,4717,
73,647,2549,2608,1556,3510,1879,4642,617,145,2207,,3203,
74,4814,125,238,4245,1983,4106,524,321,945,1667,,2499,
75,1984,1690,193,4836,532,960,2210,284,544,361,,7655,
76,3571,3537,708,726,4072,1084,4639,2646,1038,3314,,840,
77,648,708,14,2280,2663,2155,2274,4793,465,2210,,7449,
78,740,4814,437,2549,1601,4390,193,4493,708,125,,5319,
80,1118,740,4091,4177,1984,3813,4814,3810,1446,1711,,5319,
81,2988,532,27,45,3237,1178,2217,3535,361,4342,,5010,
82,4783,4177,647,976,648,4945,2848,1357,193,3732,,4623,
83,4270,2442,2274,391,4783,32,1522,4814,2207,1904,,840,
84,4823,4989,3282,37,4642,1646,3785,389,98,4270,,5010,
85,740,4245,4841,145,1294,828,3732,37,960,3375,,2683,
86,2274,1821,127,1899,2155,2848,2200,4098,1921,558,,2499,
87,1287,708,740,112,4661,2639,238,1715,4691,361,,840,
88,4783,2274,3905,2086,2430,3557,4894,1555,2848,484,,840,
89,983,2549,193,986,3814,1519,4245,3510,2833,4642,,3203,
90,4783,647,3037,2220,1276,3102,416,361,4005,3817,,840,
91,3335,708,4098,193,2210,2816,2274,4091,3979,4720,,4717,
92,1574,4642,804,3971,4533,2274,2355,1196,2639,2139,,840,
93,2274,882,125,331,4960,3337,3262,3227,4771,4501,,840,
94,1118,4783,4177,3300,2,647,1252,357,2756,908,,2757,
95,740,647,908,786,2549,4854,484,9,2949,4760,,5010,
96,4783,4177,3300,903,1646,4945,2549,4,2458,708,,5006,
97,1118,4446,3823,4783,740,4091,4177,1252,357,903,,63,
98,2549,2274,4106,1684,4665,1493,3018,4961,4653,4245,,2683,
99,740,4372,413,1519,1904,2155,54,2210,284,2200,,6906,
100,4091,1984,983,4026,4814,2549,2848,2220,2820,4955,,7449,
101,882,645,2160,112,80,4327,4642,4791,2549,1583,,5010,
102,2274,3198,112,3375,157,240,1129,1037,1753,4245,,2499,
103,4783,740,812,4827,647,1984,2756,903,3551,1646,,1252,
104,112,4814,193,827,3154,130,2973,4722,2504,2773,,4717,
105,4177,4634,1406,3048,2274,4106,145,505,1270,2741,,4717,
106,1795,1880,1404,1270,1712,557,429,3314,3557,1549,,5010,
107,125,2342,1740,3335,2639,645,145,4534,2575,3318,,332,
108,4446,3823,4783,740,4091,4177,3300,647,1653,1252,,4623,
109,4783,740,4091,1984,983,4814,1690,437,4336,2549,,6335,
110,4091,647,1646,2549,2848,2820,708,181,4128,4738,,7557,
111,4446,4783,1601,4894,193,1406,3995,3048,18,1854,,5010,
112,1211,4836,2800,2773,125,1999,465,1430,3459,1984,,6276,
113,2274,1304,4270,2210,416,3335,361,2773,4670,4106,,2499,
114,647,4098,3198,505,3386,1764,4091,855,127,2858,,2499,
115,1288,708,2280,2210,3905,3335,2396,1684,2136,2037,,5006,
116,2848,248,80,27,945,3305,1970,1178,152,2101,,6906,
117,484,361,1430,4091,3017,1184,1904,1667,2703,3337,,6906,
118,772,2830,4642,4501,112,3335,3058,4874,1578,238,,5006,
119,112,1212,1007,4677,2773,4573,3372,1287,708,1993,,5006,
120,786,648,960,4573,2407,186,330,1287,3985,1457,,5006,
121,4177,4814,648,193,125,532,3900,98,397,2773,,6276,
122,2256,3995,3685,4683,2210,80,1684,2632,882,1994,,3203,
123,647,4106,112,2439,3198,2031,276,2773,2549,1572,,5006,
124,4091,647,1646,986,2274,4096,3198,416,3335,2773,,335,
125,3510,4493,3660,112,3928,1457,391,3379,4118,2105,,840,
126,558,4642,105,3018,4106,4177,2390,3072,3198,114,,840,
127,2549,193,3510,361,4561,116,3953,2436,2504,1143,,2499,
128,3823,4783,740,4091,2,647,1984,908,3813,1646,,590,
129,3901,3198,4245,112,519,3826,416,2851,866,4683,,6906,
130,1118,3823,4783,4091,4177,2,647,1252,357,1984,,3484,
131,569,4111,645,2041,3335,4369,750,2681,1113,3057,,2499,
132,740,4091,647,976,297,2848,708,2280,3995,3397,,6335,
133,3643,3628,3102,2988,4783,320,4847,1149,3141,3963,,840,
134,145,3732,3330,251,1667,4167,1359,2903,532,2549,,6906,
135,4091,647,1984,908,3551,983,1646,2036,4482,2549,,3203,
136,647,3102,2274,3625,2139,112,3282,664,3489,2949,,2499,
137,648,2549,2848,4894,88,125,1602,2949,4836,2280,,7449,
138,1970,18,4142,361,983,4966,3099,3438,695,3728,,3203,
139,3519,882,416,4961,3183,2342,203,1218,3977,1684,,5006,
140,4783,648,4665,3127,2274,2210,4888,416,4106,398,,3203,
141,4783,4177,2,1653,1984,983,1633,4814,767,297,,1252,
142,125,4760,4836,2274,4923,1287,2770,175,3282,1674,,5006,
143,983,2549,1601,193,4493,2820,3201,1602,14,828,,1124,
144,4091,2274,37,2355,4106,1178,116,259,262,4493,,840,
145,4105,4894,4814,1951,3068,4791,4642,2709,2280,217,,840,
146,4783,4091,4177,647,983,297,2549,2848,1601,4735,,332,
147,740,2549,193,4194,1196,3491,112,427,109,674,,840,
148,4270,3198,932,2544,870,465,2912,261,4226,1957,,840,
149,2970,6,4142,42,2912,647,4640,4722,2549,2792,,840,
150,744,708,1270,3287,4695,989,692,3892,4106,2944,,5006,
151,4091,2,647,1984,903,3551,983,4814,3037,297,,5319,
152,621,2755,69,4119,2549,299,4986,2238,3174,4131,,7655,
153,2549,484,2280,2274,145,4034,3670,2086,2694,1330,,840,
154,1118,4091,647,1984,983,3813,4814,648,1690,4945,,7655,
155,648,125,2949,3885,361,4091,1899,2051,2206,4096,,5010,
156,4245,3118,4501,125,4907,2313,2773,2697,3211,882,,800,
157,4091,2549,3048,54,276,4005,4106,2474,1517,3113,,6906,
158,647,3883,2274,268,2610,62,4677,127,1418,3519,,5010,
159,4814,986,2274,4683,1404,268,361,1712,4194,2447,,335,
160,882,983,4245,4270,112,3198,437,2274,251,1984,,840,
161,193,2342,3335,4642,4740,2031,556,1217,3895,4177,,5010,
162,4783,647,1197,2549,708,2646,2274,4245,3510,2988,,5006,
163,2549,3102,2848,4783,1952,1020,308,1993,3888,1994,,840,
164,2355,3907,1595,3982,1164,1554,3228,373,125,2384,,1252,
165,983,145,3198,3459,2848,3510,593,203,2274,3314,,5319,
166,4783,4091,647,983,4814,2549,986,3704,1728,125,,2499,
167,708,125,3102,4642,3018,361,2773,2188,2803,4088,,840,
168,2549,4894,2820,708,10,2280,2274,2210,4888,2355,,2683,
169,647,2377,2274,3335,4771,648,3078,3269,2773,203,,5319,
170,3459,4284,4496,1156,112,4783,3573,3211,4390,1952,,800,
171,4783,4177,647,1653,1984,983,1646,297,648,2549,,6335,
172,4446,4783,4091,4177,2,647,1653,2756,908,3551,,335,
173,1357,828,3510,4118,3078,4778,4783,3330,609,4091,,2499,
174,2949,1711,2280,1008,4270,1362,4683,361,803,1458,,2499,
175,3905,660,125,1879,2949,145,1409,2274,361,811,,4253,
176,1118,4446,4783,4177,2,647,2756,903,3551,983,,2683,
177,4783,4091,647,4810,903,983,1646,4814,1089,1690,,4717,
178,2912,2086,4461,2280,558,4760,397,3942,2139,2571,,2499,
179,4783,740,4091,4177,647,2756,908,3551,1646,648,,6335,
180,2949,3930,647,193,3111,3670,2549,2820,593,112,,840,
181,4814,3810,960,2215,3660,391,1618,3778,3609,4045,,5010,
182,461,20,2549,3122,4245,4929,4639,3813,2848,953,,2499,
183,647,2549,63,4894,2988,109,2610,1157,2301,1809,,5006,
184,4783,4091,647,903,3263,648,193,2949,2280,4742,,4253,
185,4961,3282,1087,2606,1178,125,2342,2274,4086,3537,,5010,
187,2139,1200,1400,2355,3144,882,80,2462,2549,3048,,6906,
188,1118,0,3823,4783,740,4091,4177,2,647,1984,,5319,
189,4814,519,109,1879,2773,567,4275,4990,2189,4894,,3184,
190,4783,740,4091,4177,647,1252,1984,2756,908,983,,6654,
191,361,2280,2949,1646,3628,1270,3892,2139,1554,1140,,3203,
192,4446,357,3814,4760,3510,3198,2210,1034,3083,4005,,6906,
193,4783,4091,647,908,983,3263,1089,4945,2848,679,,1329,
194,2274,4270,2970,882,287,1351,1244,117,1951,1953,,2499,
195,1246,647,2951,4995,1572,4836,3138,680,3567,484,,840,
196,2658,2803,1601,3963,4245,416,4642,3660,507,2801,,5006,
197,647,3198,416,453,3378,1517,455,4501,361,3351,,2499,
198,2549,2274,3335,1561,4573,840,3519,2138,4646,4961,,5010,
199,4783,4091,2,983,679,193,3810,1057,4880,2943,,2499,
200,4091,4177,193,2280,2274,4270,4642,4106,1437,2993,,2499,
201,2549,647,4642,1952,1215,4106,3424,2848,4955,230,,840,
203,505,4245,2730,112,361,4318,4136,1184,4642,4646,,2683,
204,3817,882,276,1443,4245,1646,1899,1178,416,1357,,5010,
205,4814,2848,4106,1715,1457,2251,3078,1674,1048,361,,840,
206,297,4372,4665,2280,4128,3102,4245,4270,416,361,,840,
207,2773,4749,193,2970,647,708,1174,2274,3335,4724,,5319,
208,4783,740,4091,908,983,3813,4814,297,648,1690,,4623,
209,1595,2773,201,4090,3462,4573,345,458,4894,4101,,5006,
210,201,3078,1879,1762,276,3491,4814,945,3437,2819,,3203,
211,4783,4091,647,1252,983,648,4782,2549,2220,4932,,6335,
212,647,983,786,2549,193,3732,708,1388,2949,3885,,4717,
213,2063,2988,4686,4625,2004,3036,4091,1547,457,3225,,2499,
215,3510,4270,930,1918,3068,3078,647,1671,2072,3342,,7655,
216,2274,4270,3080,2773,125,361,986,2210,4139,3337,,2499,
217,4642,4106,4270,416,2604,4814,679,3337,3080,1184,,840,
218,3905,4698,3282,98,361,4400,145,2359,945,337,,3203,
219,2949,1879,1504,4396,827,4501,130,2549,3715,112,,5006,
220,4799,3335,1324,4839,2387,2468,3282,866,4698,740,,5319,
221,2610,2970,882,3102,2139,193,1287,4245,366,4760,,3184,
222,4043,2210,2773,708,2470,3068,1984,125,1005,740,,840,
224,2549,2848,4738,4245,4270,1821,3269,505,301,1951,,840,
225,740,4270,4683,2831,1522,1999,2872,2801,320,4090,,6906,
226,740,3300,1252,1984,903,908,1646,3050,1197,866,,5006,
227,4501,1443,708,4642,289,4177,301,2210,145,3262,,840,
228,1646,2549,953,1520,3905,3438,647,268,2375,4783,,2499,
229,4783,14,2274,1983,882,1951,4814,4270,145,127,,840,
230,2549,2949,2819,1406,828,2377,2274,1854,532,4124,,5006,
231,2608,3510,104,1178,416,4798,3102,4989,160,105,,4717,
232,4091,4814,1197,2549,1601,3732,4683,4143,361,112,,6906,
233,3337,2354,2549,3102,3472,391,2841,2274,4479,3342,,840,
234,4446,4177,983,4945,708,4760,2280,2281,2274,2988,,2683,
235,4783,1906,4091,4177,357,3551,983,3813,4468,4814,,1093,
236,1118,4446,4783,4091,4177,2,357,2756,983,4026,,3723,
237,4783,740,1984,903,3551,983,1646,4026,786,2549,,3203,
238,3241,1287,2180,40,1472,3643,1722,2999,4190,3905,,5319,
239,740,2,647,1984,648,193,484,2949,4760,4836,,3184,
240,4446,740,4091,4177,647,1252,1646,4782,193,3732,,3203,
241,4783,2816,1357,2220,555,2949,4760,3857,2646,2274,,2816,
242,4446,4783,740,4091,647,357,2756,4814,297,4945,,335,
243,740,983,1690,2274,3510,3198,2210,513,109,2355,,335,
244,1252,4894,3732,2280,3048,532,2639,2773,527,2750,,63,
245,532,3533,361,4932,1711,1715,2274,837,2499,416,,7449,
246,2549,2820,708,1446,4836,2280,4128,1740,2274,4245,,4717,
247,1711,4270,2522,916,4986,467,3386,1899,3625,1522,,332,
248,4783,4894,3732,14,2280,2274,532,416,4573,4005,,5180,
249,145,3142,2970,127,2392,112,3582,2105,4005,3324,,2683,
250,708,361,2155,2949,2646,303,125,704,4245,276,,840,
253,740,193,986,3102,416,4642,361,2396,1074,4798,,5010,
254,4091,2549,4661,907,2086,2139,112,1457,4573,4637,,2499,
255,4177,1646,4814,2274,3510,1821,2356,2052,397,3424,,2499,
256,4177,2280,3510,4270,1048,4698,4239,2251,145,3509,,840,
257,1406,4738,3510,1174,116,4895,2274,80,647,1294,,840,
258,647,4814,193,125,3710,4738,2274,3510,3198,2639,,840,
259,1118,4091,983,866,2816,3704,3810,4955,708,3676,,2683,
260,2890,525,4257,4446,2949,2866,2538,4228,343,4814,,332,
261,3381,934,2970,1404,4661,404,2989,4635,125,898,,840,
262,4446,740,4091,812,2,647,908,983,1646,4026,,63,
263,4091,4177,4814,3263,2549,2820,1728,708,4836,1088,,4717,
264,4091,647,1984,983,2549,4894,1605,4955,708,125,,4717,
265,4783,4091,983,1089,193,3704,3238,2739,2280,4954,,5319,
266,193,4960,4683,3774,324,4814,23,4312,4118,18,,63,
267,4783,2,647,983,2949,4880,4164,4635,1074,4767,,6654,
268,1601,324,484,125,4665,3510,4270,3335,4642,276,,800,
269,112,2139,416,2355,2970,58,4096,3174,740,2632,,840,
270,361,4270,4642,1667,945,2342,2377,507,4446,1080,,2499,
271,357,908,3551,4814,786,648,2848,4894,4932,193,,800,
272,945,125,145,1601,361,2549,116,4642,1113,276,,5010,
273,4091,2549,708,3011,4575,1456,1149,1178,2295,2119,,840,
274,2,647,1252,983,1646,786,2848,1357,193,3732,,3203,
275,740,4091,4177,647,983,4814,4482,193,3732,4093,,2131,
276,647,4493,828,1934,2274,3510,3198,24,397,2178,,5006,
277,647,648,2549,193,1445,361,2773,3571,565,2610,,5010,
278,1646,125,416,1443,361,2773,2632,882,4778,4501,,3203,
279,3510,682,3625,57,3366,4642,4327,4791,1457,3647,,5006,
280,4814,505,2549,4245,361,3536,357,1715,983,2773,,840,
281,1118,4091,647,1252,983,3813,773,4814,3263,297,,2683,
282,4091,983,2549,605,588,416,3078,505,1174,3942,,6906,
283,740,3939,193,673,4533,583,920,1178,1711,361,,5010,
284,391,2549,4164,2848,3977,1740,3174,99,495,4091,,4717,
285,4814,2549,1306,2846,3510,37,361,4131,3372,2041,,2499,
286,1443,499,4527,1550,2988,708,2549,1522,62,4665,,840,
287,2949,4791,2086,320,882,3966,4245,193,726,4778,,840,
288,648,925,453,361,4986,193,262,3892,4043,3885,,4717,
289,2549,2848,708,3258,2210,4698,1970,4248,2525,361,,840,
290,4894,125,2280,3995,532,2454,268,4635,4670,3431,,5006,
291,4814,2274,4270,465,470,169,505,4642,3740,4286,,5319,
292,4686,361,2295,2210,4814,4005,4270,238,2970,3341,,840,
293,4446,4783,1252,908,983,648,2848,3939,2820,2827,,800,
294,4091,3977,127,2937,2139,2155,2179,976,2256,2549,,840,
295,4091,983,3813,2549,2848,4932,193,1053,2949,2256,,6654,
296,4446,4783,647,1984,2756,908,983,648,2549,1601,,6276,
297,4783,4665,1711,18,37,1854,532,4683,284,3083,,5006,
298,361,2773,1970,1684,259,4754,3835,3602,2280,1623,,840,
299,2274,2774,276,4206,1684,2210,945,205,4432,98,,5006,
300,983,88,8,1588,3979,1550,3781,4167,574,437,,840,
301,882,647,145,4578,4106,2274,2632,4966,112,45,,3203,
303,1984,2549,125,3685,2274,465,2200,3078,1774,882,,5006,
304,4783,4814,4945,2549,2949,4760,2280,3510,2586,1048,,2499,
305,2161,3386,2280,4665,1287,3849,467,4573,248,3237,,3184,
306,1443,1911,1178,2206,2779,1715,2890,3382,4953,2792,,5010,
307,3282,2210,4642,691,3537,1722,1911,9,2632,2499,,6906,
308,740,4814,866,2549,193,9,4708,3048,4738,37,,2499,
309,4642,361,4106,3592,731,2200,4501,505,1398,2274,,840,
310,4446,3823,4783,740,647,4810,357,3551,1646,4814,,3184,
311,2549,2149,125,403,112,1970,3985,4661,1178,1516,,840,
312,4642,4446,4270,648,2548,4961,1162,98,4342,4665,,5010,
313,4091,1646,2549,3939,708,125,2949,2280,2155,784,,5010,
314,4814,2549,4270,276,2773,4106,4748,3977,2300,4718,,840,
315,740,3300,2,1252,1984,903,1646,1633,648,2549,,5006,
316,112,2912,4642,4680,708,193,4142,262,598,3424,,840,
317,4091,4177,3732,1605,4128,2342,4270,3198,4005,397,,6906,
318,1465,3609,648,3102,145,983,811,979,740,4270,,6906,
319,238,3685,3510,4926,3083,276,945,2970,2547,882,,1168,
320,4091,1464,4064,4634,983,2274,82,3018,3670,708,,2683,
321,4446,4783,740,4177,647,1653,1252,357,2756,903,,6335,
322,882,648,4245,108,945,189,2222,2251,4524,3939,,5006,
323,856,112,4098,3095,239,1169,1646,3259,2988,2638,,5006,
324,4091,986,2280,3102,1048,2911,361,4573,3078,1611,,7655,
325,297,88,416,2355,4106,925,56,882,4752,2848,,5319,
326,4783,4177,2,647,1252,1984,908,983,3813,773,,800,
327,935,2377,1646,416,2549,79,647,1405,925,284,,5006,
328,4091,3813,4814,193,1755,4493,1567,14,2674,2280,,6276,
329,193,1711,3198,4106,3472,945,3278,953,3322,828,,2499,
330,4783,648,125,3102,2274,4270,3335,276,4005,3459,,63,
331,744,4245,4881,1602,261,1828,1731,2970,621,1430,,840,
332,2210,276,4798,1184,2549,80,145,4128,361,1602,,840,
333,4139,1457,3728,416,740,112,3337,4091,361,125,,840,
334,193,647,2165,3102,361,4088,2649,10,4642,1984,,5010,
335,4091,2848,679,3704,2200,2795,2355,361,1983,3078,,6906,
336,4783,740,4177,647,3813,1646,2549,2848,413,2256,,5006,
337,3037,193,708,2949,1253,2274,4245,18,3715,98,,3203,
338,2756,3194,4918,1602,2949,2105,2646,1253,4245,2988,,7655,
339,866,361,2468,3780,203,4270,1270,3183,1517,4195,,840,
340,647,4851,3164,2988,4016,2549,4270,145,4093,4829,,2683,
341,125,3905,361,882,4960,1970,2274,3282,1722,1464,,2499,
342,3510,2632,1103,2368,4177,284,4270,3102,3397,2320,,6654,
343,4894,88,3732,4738,4270,4691,1097,109,1404,276,,6906,
344,647,708,1618,3895,855,4091,4894,4675,2274,3510,,840,
345,740,4177,357,983,4814,4390,238,2949,1711,1556,,63,
346,1690,4270,4691,960,4683,361,2139,3078,34,1611,,6906,
347,1516,216,2149,4642,2937,930,2890,4096,4270,1457,,5319,
348,0,4446,4783,740,4091,4827,2,647,1984,2756,,6276,
349,4814,1089,1690,4493,3704,125,2949,2274,4245,3510,,1257,
350,4177,2334,398,3078,1670,3565,4335,4167,18,4270,,6335,
351,1984,88,4665,4245,3083,2355,209,827,97,1072,,5010,
352,181,4683,1428,4814,558,1140,664,2782,1762,4106,,6906,
353,2549,145,2854,1143,3510,1879,107,4106,4501,1331,,7655,
355,740,2,647,1252,2756,908,3551,983,3813,648,,7655,
356,2,647,1984,983,2549,2848,4894,484,2274,1304,,2683,
357,1476,3308,259,2694,245,2274,4275,416,98,2347,,6654,
358,647,1252,1690,4493,708,3955,14,4836,2274,3510,,5006,
359,4446,903,648,193,3704,1728,484,125,4708,4665,,3184,
360,46,2549,4642,1778,1178,989,3905,1813,555,1270,,5006,
361,4446,4177,647,1984,2756,983,1646,976,1357,4894,,7655,
362,1984,2155,4738,960,4683,4642,2160,112,262,1995,,5010,
363,3459,2142,276,4783,439,3111,3510,882,2359,3078,,5006,
365,1022,125,150,2210,1684,945,112,157,1162,1485,,5010,
367,647,648,772,3335,3083,956,3078,1254,4396,1287,,5010,
369,4446,4783,4177,3300,647,357,908,983,1646,4814,,7557,
370,2280,3198,80,652,1952,4791,3670,1752,2055,250,,840,
371,4836,4874,1485,1522,2210,268,4814,1951,4783,4754,,2499,
372,647,708,2949,3885,2280,4683,4888,617,397,2503,,5006,
373,4783,740,812,2,647,1984,908,1646,1022,786,,3184,
374,740,2549,1821,2499,3517,3519,72,3643,4215,4461,,3203,
375,3102,4683,2454,284,3314,361,2086,1337,127,4918,,6906,
376,740,4177,647,1984,908,4814,297,193,708,125,,3203,
377,647,2848,88,125,4836,4245,4698,3459,895,4501,,6696,
379,4091,4814,112,4983,3262,2749,3386,3424,1457,4274,,2499,
380,3078,2280,3438,3210,112,1779,2831,3510,245,3459,,332,
381,647,2549,9,2949,335,4836,2280,1740,1037,1455,,5006,
382,4091,193,3732,1602,2949,14,4836,181,2440,4104,,7655,
383,3602,1069,983,301,2355,4836,3885,1715,3111,2773,,840,
384,2274,268,3476,792,2355,66,4091,4985,3732,106,,1252,
385,983,2949,2342,2639,1209,2549,1933,3640,2251,4798,,2499,
386,983,4814,4945,4493,1128,1711,1556,4245,3510,1304,,6906,
387,125,3885,3883,4691,361,1454,112,2970,2368,3282,,2499,
388,4305,4091,3100,2796,2549,4501,828,1287,4783,3497,,2499,
389,4177,1646,866,648,2848,1601,3732,3704,484,4270,,6906,
390,4501,1443,4043,621,239,80,856,4261,416,1331,,840,
391,983,1690,2274,4270,1778,4070,69,4986,3092,2442,,2499,
392,112,4290,1201,2295,505,827,1722,882,2988,299,,840,
394,4691,416,1504,1690,1812,2086,4091,3095,2949,3730,,840,
395,361,740,297,1952,126,708,416,2194,687,2355,,3184,
396,740,14,3018,3573,37,3048,1561,2773,262,4642,,6906,
397,2848,4658,3198,4642,2795,629,4106,145,4960,3290,,840,
398,4091,4814,4971,3198,2215,112,882,621,4919,3262,,840,
399,1646,125,3102,1854,4270,532,4691,960,276,268,,5010,
400,647,112,56,4783,127,4501,2274,2375,3198,2848,,840,
401,986,4005,3389,4561,1178,3903,505,4583,4533,1088,,800,
402,2355,882,4211,2632,3083,4789,1778,3314,4926,4683,,6906,
403,2549,4691,416,4642,2355,4106,1517,1287,1178,2139,,840,
404,2610,2549,3573,3102,112,2848,1169,321,2355,1994,,6906,
405,2155,361,708,1178,4893,4332,4635,175,4091,4218,,840,
406,4493,125,2274,1879,276,925,2970,4105,2848,240,,840,
407,1984,484,1602,1736,1037,544,4005,2773,112,2970,,840,
408,2988,3198,2139,2420,744,4765,4298,3183,1531,2970,,840,
409,1984,112,1129,4751,203,4005,3355,2773,903,1522,,840,
410,1690,193,3885,3869,2274,2912,4352,2773,3078,3227,,840,
412,647,3813,4814,2549,2949,3710,586,2274,3715,3198,,2499,
413,3409,704,4783,3342,138,4839,4491,181,772,4177,,5010,
414,193,882,4814,647,3092,3885,983,4496,1457,4874,,840,
415,3102,2210,4698,4252,203,2280,3643,1178,1048,4270,,840,
416,4836,2280,80,882,112,2436,3071,240,2300,3817,,2499,
417,4783,4091,2274,1983,4005,3444,2138,4960,4677,874,,3203,
418,112,2139,2280,145,3048,1007,3681,1951,708,2549,,840,
419,4270,239,1169,1030,2392,4124,505,3510,2988,246,,840,
420,4177,983,4814,193,2820,708,4708,605,4971,2280,,5319,
421,4091,3102,4475,2210,3314,3820,3094,1343,276,1602,,840,
422,2246,181,2988,4270,3905,1902,495,3653,621,2390,,840,
423,565,2975,62,1223,634,3383,151,2949,3510,1711,,332,
424,740,4814,125,2949,4793,2122,1879,3198,2210,772,,3184,
425,505,4396,112,2294,4665,4305,3835,3643,4270,882,,840,
426,4091,4177,647,1984,2756,903,983,4814,3263,767,,6276,
427,2139,976,2773,2355,3483,2536,2549,112,740,708,,3203,
428,2549,708,112,2474,3985,1517,3424,4642,744,4005,,840,
