,0,1,2,3,4,5,6,7,8,9,i1,i2,nl
87,3094,1133,1306,3704,2447,4836,1611,4091,4698,4783,,,"[135.9, 7.0, 23.0, 50.0, 4.0, 3.0, 7.0]"
88,297,251,361,664,3695,4642,2422,4637,647,1458,,,"[388.8, 24.0, 17.0, 21.0, 25.0, 40.0, 17.0]"
89,2949,1289,1854,3352,2342,945,1539,125,4757,37,,,"[305.6, 19.0, 103.0, 9.0, 18.0, 35.0, 13.0]"
90,4798,4573,203,125,4071,3982,740,1646,2037,4115,,,"[221.0, 5.0, 119.0, 0.0, 2.0, 11.0, 10.0]"
91,4961,2619,2265,4989,14,3736,983,4245,97,621,,,"[417.8, 43.0, 19.0, 33.0, 31.0, 79.0, 8.0]"
92,98,2949,2607,2111,1809,4876,301,4757,1218,450,,,"[306.0, 18.0, 105.0, 3.0, 13.0, 23.0, 16.0]"
93,3459,416,882,3080,4945,361,193,909,2377,3524,,,"[734.4, 82.0, 1.0, 16.0, 97.0, 159.0, 2.0]"
94,3930,1138,1056,4005,3015,205,4912,4793,285,1448,,,"[307.9, 23.0, 15.0, 23.0, 17.0, 32.0, 12.0]"
95,1698,56,2912,324,4049,852,1690,2691,923,344,,,"[330.2, 20.0, 22.0, 46.0, 84.0, 14.0, 2.0]"
96,1871,3736,1736,505,1007,732,2251,165,617,4284,,,"[554.1, 43.0, 51.0, 75.0, 79.0, 48.0, 10.0]"
97,2469,3188,953,3753,1980,4397,2334,4322,4533,4880,,,"[305.4, 28.0, 20.0, 8.0, 44.0, 24.0, 5.0]"
98,1667,1128,361,1740,3221,2830,27,2681,3905,4204,,,"[271.6, 34.0, 10.0, 8.0, 26.0, 38.0, 1.0]"
99,3459,4642,1091,2105,3652,648,361,613,4683,3343,,,"[318.1, 42.0, 1.0, 11.0, 30.0, 72.0, 0.0]"
100,3571,2638,1171,2532,4894,186,945,2949,4115,989,,,"[276.2, 19.0, 115.0, 47.0, 9.0, 39.0, 10.0]"
101,532,3996,1509,3459,708,3102,145,3271,940,2170,,,"[301.1, 31.0, 11.0, 25.0, 22.0, 29.0, 7.0]"
102,3501,145,1667,158,3732,505,1162,1126,483,4228,,,"[301.1, 31.0, 11.0, 25.0, 22.0, 29.0, 7.0]"
103,56,4803,4390,1762,674,4661,2801,2528,4551,4091,,,"[303.9, 26.0, 1.0, 35.0, 65.0, 20.0, 0.0]"
104,193,4533,284,953,3048,1451,3510,4034,4642,3612,,,"[261.0, 13.0, 1.0, 9.0, 81.0, 8.0, 0.0]"
105,3459,4128,193,3497,416,4642,1458,1715,2547,4941,,,"[352.4, 26.0, 15.0, 7.0, 14.0, 50.0, 14.0]"
106,1484,4496,145,4642,416,1611,4489,1088,2545,1091,,,"[396.0, 46.0, 7.0, 62.0, 37.0, 70.0, 3.0]"
107,1688,2158,14,3506,4910,1398,532,3732,3489,56,,,"[542.5, 36.0, 32.0, 41.0, 81.0, 42.0, 12.0]"
108,24,1857,1695,3533,1607,4735,4214,1821,1405,3965,,,"[281.3, 17.0, 13.0, 16.0, 39.0, 17.0, 7.0]"
109,2063,1106,1547,4683,1889,870,4034,3224,2944,3282,,,"[565.2, 44.0, 12.0, 15.0, 39.0, 89.0, 19.0]"
110,4645,116,3098,936,2050,2056,3432,2951,2139,1681,,,"[321.6, 20.0, 53.0, 10.0, 7.0, 13.0, 16.0]"
111,1495,1695,4284,3424,2951,2210,3510,990,708,3068,,,"[643.5, 41.0, 33.0, 49.0, 53.0, 42.0, 24.0]"
112,1509,2189,1404,98,4594,3210,3652,4814,3217,1778,,,"[288.1, 39.0, 10.0, 17.0, 18.0, 35.0, 2.0]"
113,4071,989,4245,1415,85,62,1946,1953,4573,2031,,,"[722.7, 35.0, 255.0, 13.0, 15.0, 98.0, 42.0]"
114,3459,3996,1088,4961,3890,2920,193,4683,3888,1740,,,"[349.1, 37.0, 9.0, 23.0, 38.0, 53.0, 4.0]"
115,2958,98,1936,112,989,3127,3660,610,3973,3856,,,"[231.5, 12.0, 67.0, 4.0, 5.0, 25.0, 12.0]"
116,3783,1362,3048,4793,2499,361,983,505,4601,895,,,"[150.7, 11.0, 29.0, 6.0, 5.0, 11.0, 6.0]"
117,1464,3164,1667,3028,1234,989,145,3905,1753,416,,,"[150.7, 11.0, 29.0, 6.0, 5.0, 11.0, 6.0]"
118,525,3985,4941,88,544,1485,2342,2750,4450,4642,,,"[172.9, 8.0, 17.0, 6.0, 8.0, 6.0, 9.0]"
119,4573,4106,740,2274,3111,2194,3393,203,1202,4341,,,"[154.2, 0.0, 145.0, 0.0, 0.0, 0.0, 13.0]"
120,844,1455,505,276,4760,1844,1359,3432,4698,1715,,,"[200.3, 8.0, 30.0, 32.0, 28.0, 10.0, 8.0]"
121,1711,2401,4665,3432,1705,3774,3068,145,1474,361,,,"[407.0, 25.0, 84.0, 3.0, 80.0, 24.0, 7.0]"
122,945,2949,1646,2610,112,3483,125,85,1171,1263,,,"[182.5, 12.0, 75.0, 2.0, 6.0, 17.0, 8.0]"
123,1854,1630,586,4005,4194,116,647,1785,4270,2266,,,"[312.1, 22.0, 78.0, 52.0, 50.0, 24.0, 6.0]"
124,1778,2874,3032,2639,4455,4005,2975,4869,2247,145,,,"[280.6, 15.0, 26.0, 39.0, 27.0, 9.0, 12.0]"
125,786,2342,4167,4218,2905,2495,3503,2949,4070,2613,,,"[79.6, 0.0, 56.0, 0.0, 1.0, 0.0, 6.0]"
126,3282,1175,2143,1485,2686,1143,175,113,3885,4091,,,"[337.1, 14.0, 25.0, 19.0, 45.0, 6.0, 12.0]"
127,2816,567,1728,1306,4396,4194,2436,1611,3781,4710,,,"[359.0, 19.0, 25.0, 77.0, 53.0, 25.0, 12.0]"
128,1197,2713,1443,2609,69,1736,3760,3557,2155,2816,,,"[359.0, 19.0, 25.0, 77.0, 53.0, 25.0, 12.0]"
129,361,165,617,1854,112,4469,286,4932,62,577,,,"[431.2, 55.0, 55.0, 2.0, 8.0, 107.0, 9.0]"
130,1731,3452,4051,827,3216,4943,1921,2119,3581,4106,,,"[333.5, 0.0, 276.0, 0.0, 3.0, 0.0, 28.0]"
131,361,2639,708,3014,4373,4091,2439,2548,4143,2102,,,"[352.4, 26.0, 15.0, 7.0, 14.0, 50.0, 14.0]"
132,1752,1224,3084,1325,31,3018,1324,3259,2523,113,,,"[267.9, 2.0, 90.0, 167.0, 3.0, 1.0, 13.0]"
133,4783,4329,145,3066,1762,647,1807,2210,3976,1722,,,"[348.9, 10.0, 11.0, 13.0, 15.0, 5.0, 21.0]"
134,4245,3483,3675,4804,4561,4665,882,3626,4127,4912,,,"[1466.3, 111.0, 319.0, 46.0, 182.0, 178.0, 37.0]"
135,1994,458,71,4319,3206,4899,3198,708,4086,3963,,,"[427.2, 2.0, 54.0, 27.0, 57.0, 1.0, 25.0]"
136,3510,483,251,4493,2055,972,217,4005,505,284,,,"[145.8, 12.0, 2.0, 0.0, 7.0, 5.0, 5.0]"
137,2274,4111,3431,4798,4167,894,2395,2852,1779,4828,,,"[294.0, 7.0, 198.0, 10.0, 7.0, 20.0, 19.0]"
138,2612,586,1486,935,4440,373,2848,2575,2639,3438,,,"[254.8, 22.0, 89.0, 105.0, 11.0, 9.0, 10.0]"
139,125,945,688,1599,4525,2650,337,2194,3820,3564,,,"[285.8, 16.0, 133.0, 8.0, 6.0, 31.0, 15.0]"
140,3198,1662,4171,2439,294,4005,361,3685,708,4814,,,"[415.8, 39.0, 14.0, 5.0, 76.0, 15.0, 2.0]"
141,2355,3046,4493,160,2780,4453,3207,4814,3905,1951,,,"[263.6, 32.0, 10.0, 2.0, 7.0, 14.0, 3.0]"
142,284,3459,361,145,4814,4642,3695,953,2547,4226,,,"[377.4, 44.0, 7.0, 17.0, 27.0, 58.0, 4.0]"
143,3061,1007,920,1970,193,1184,2551,284,361,3652,,,"[318.9, 32.0, 16.0, 21.0, 47.0, 39.0, 2.0]"
144,284,361,4344,2198,145,509,4960,1611,4302,1740,,,"[377.4, 44.0, 7.0, 17.0, 27.0, 58.0, 4.0]"
145,2377,532,3888,4005,1374,4298,38,2784,1509,4594,,,"[436.4, 21.0, 29.0, 18.0, 63.0, 30.0, 14.0]"
146,356,1611,324,1633,69,3105,2443,2524,4131,241,,,"[246.5, 24.0, 11.0, 61.0, 40.0, 26.0, 1.0]"
147,960,1708,1287,874,240,4642,4171,708,211,1240,,,"[441.4, 24.0, 21.0, 2.0, 24.0, 12.0, 21.0]"
148,4527,708,2179,3613,2559,123,1611,4126,532,3565,,,"[441.4, 24.0, 21.0, 2.0, 24.0, 12.0, 21.0]"
149,361,2215,2799,2848,1578,3602,4338,565,4194,4044,,,"[638.6, 72.0, 0.0, 32.0, 99.0, 61.0, 0.0]"
150,1740,361,3483,1254,1984,453,109,1464,4396,1905,,,"[205.1, 12.0, 59.0, 29.0, 32.0, 12.0, 5.0]"
151,1812,2232,1921,2663,2987,2484,1918,1263,2119,1437,,,"[235.7, 9.0, 178.0, 6.0, 0.0, 8.0, 15.0]"
152,4501,112,125,1129,203,4071,4129,85,2409,4894,,,"[208.1, 10.0, 97.0, 1.0, 3.0, 30.0, 12.0]"
153,112,2342,89,4265,2025,1960,98,571,1128,4954,,,"[47.2, 3.0, 14.0, 1.0, 5.0, 6.0, 1.0]"
154,647,4989,2275,4113,4814,1050,3545,839,3905,1294,,,"[115.5, 15.0, 11.0, 1.0, 2.0, 7.0, 2.0]"
155,2949,112,4757,4245,201,3099,4319,182,4913,1711,,,"[106.5, 5.0, 38.0, 2.0, 3.0, 9.0, 5.0]"
156,3102,193,1091,2139,2210,2342,1695,2425,1719,3545,,,"[478.7, 33.0, 14.0, 5.0, 18.0, 67.0, 21.0]"
157,2138,3251,4445,648,4342,4036,3459,145,4970,4831,,,"[317.6, 33.0, 4.0, 14.0, 56.0, 51.0, 0.0]"
158,2301,664,361,145,1088,1719,1464,3335,3424,4496,,,"[345.0, 33.0, 13.0, 28.0, 16.0, 59.0, 10.0]"
159,1403,4778,217,1007,145,151,3811,193,1695,1621,,,"[299.3, 18.0, 46.0, 9.0, 63.0, 14.0, 5.0]"
160,3282,648,4091,4778,4961,2509,4720,1128,2392,903,,,"[288.1, 15.0, 5.0, 29.0, 43.0, 22.0, 9.0]"
161,945,255,1646,3340,4798,2632,740,1252,4140,4573,,,"[5707.0, 561.0, 2214.0, 98.0, 87.0, 722.0, 204.0]"
162,3612,2155,532,2251,1495,1178,908,2860,2146,953,,,"[244.2, 18.0, 11.0, 42.0, 36.0, 11.0, 6.0]"
163,1087,708,276,532,2773,2499,648,1695,3459,27,,,"[244.2, 18.0, 11.0, 42.0, 36.0, 11.0, 6.0]"
164,2251,4556,923,2342,211,2480,4091,4319,647,3719,,,"[300.9, 12.0, 57.0, 23.0, 59.0, 12.0, 10.0]"
165,708,261,4970,361,3424,4890,2210,647,66,1740,,,"[310.2, 47.0, 17.0, 14.0, 3.0, 21.0, 3.0]"
166,4779,709,3735,3045,522,874,673,4533,2302,554,,,"[480.4, 17.0, 108.0, 9.0, 128.0, 9.0, 9.0]"
167,2872,145,2342,3732,3293,1715,2989,4665,4642,610,,,"[121.6, 5.0, 15.0, 0.0, 17.0, 2.0, 5.0]"
168,1276,4091,3045,4312,2251,1178,2447,4634,1562,648,,,"[292.0, 12.0, 8.0, 37.0, 94.0, 13.0, 1.0]"
169,4836,4826,2949,3571,3185,125,45,1733,4760,4757,,,"[137.2, 3.0, 65.0, 41.0, 7.0, 1.0, 9.0]"
170,1646,4757,3269,4006,2210,4514,4501,2632,1711,630,,,"[394.9, 28.0, 124.0, 20.0, 11.0, 42.0, 17.0]"
171,50,3122,2076,3615,3225,3939,66,2136,242,396,,,"[171.4, 22.0, 22.0, 11.0, 3.0, 45.0, 3.0]"
172,3232,1764,1169,4338,1994,425,458,3942,833,570,,,"[261.8, 5.0, 32.0, 18.0, 28.0, 4.0, 14.0]"
173,465,1324,272,1095,1388,2970,4671,2294,2368,366,,,"[30.4, 0.0, 12.0, 49.0, 2.0, 0.0, 2.0]"
174,465,366,1324,2294,3341,3018,1388,3128,1270,4069,,,"[30.4, 0.0, 12.0, 49.0, 2.0, 0.0, 2.0]"
175,946,1157,1197,1740,4963,712,1464,990,4337,3039,,,"[223.7, 2.0, 1.0, 24.0, 63.0, 2.0, 6.0]"
176,4284,521,3798,1471,165,24,2507,502,3241,2874,,,"[382.8, 25.0, 23.0, 27.0, 38.0, 22.0, 13.0]"
177,2135,3602,459,1085,2390,3068,2220,3510,2702,23,,,"[221.0, 7.0, 5.0, 0.0, 13.0, 3.0, 12.0]"
178,465,3018,3341,1388,2294,366,1324,155,4835,4069,,,"[30.4, 0.0, 12.0, 49.0, 2.0, 0.0, 2.0]"
179,2465,3244,2949,112,1943,3004,1237,2924,663,1572,,,"[274.9, 21.0, 93.0, 3.0, 15.0, 43.0, 12.0]"
180,268,3459,3545,80,3594,3934,4453,647,2920,3665,,,"[84.3, 10.0, 4.0, 0.0, 1.0, 3.0, 1.0]"
181,708,923,2689,4049,4970,3424,3459,3238,2799,1313,,,"[348.2, 14.0, 14.0, 18.0, 97.0, 12.0, 4.0]"
182,1244,240,4899,3314,4642,4918,1178,1004,2667,1611,,,"[351.1, 8.0, 40.0, 15.0, 18.0, 4.0, 22.0]"
183,664,2516,484,1522,3510,1142,160,1418,3068,193,,,"[234.5, 13.0, 1.0, 29.0, 17.0, 22.0, 8.0]"
184,4786,2370,2295,3204,3910,3630,361,284,3459,1894,,,"[280.8, 39.0, 4.0, 22.0, 4.0, 46.0, 1.0]"
185,989,882,1943,1936,361,1472,121,2549,4501,2356,,,"[262.9, 23.0, 95.0, 6.0, 6.0, 40.0, 9.0]"
187,4642,3372,1611,145,2702,27,4960,1198,3625,2522,,,"[366.1, 36.0, 22.0, 48.0, 27.0, 71.0, 8.0]"
188,4169,361,648,58,70,281,1254,3073,4517,3381,,,"[271.6, 34.0, 10.0, 8.0, 26.0, 38.0, 1.0]"
189,1178,297,20,58,4646,2210,577,3293,2616,98,,,"[297.7, 13.0, 15.0, 3.0, 20.0, 7.0, 16.0]"
190,1514,4507,2560,109,1953,4836,3528,2754,2575,2718,,,"[308.9, 20.0, 98.0, 51.0, 18.0, 21.0, 13.0]"
191,882,4245,2530,708,524,4132,276,1041,112,3290,,,"[215.4, 16.0, 90.0, 9.0, 5.0, 45.0, 9.0]"
192,3791,3459,4342,2848,4561,361,1198,2494,3467,145,,,"[594.1, 66.0, 8.0, 68.0, 75.0, 114.0, 4.0]"
193,1306,1519,4325,4874,674,591,283,3974,828,4396,,,"[270.8, 14.0, 21.0, 55.0, 58.0, 18.0, 5.0]"
194,1922,3199,3885,4493,361,829,2070,4642,3238,953,,,"[1041.1, 24.0, 2.0, 48.0, 54.0, 11.0, 64.0]"
195,3060,647,98,1343,2730,2445,3423,3278,1455,1359,,,"[489.4, 32.0, 169.0, 30.0, 12.0, 64.0, 23.0]"
196,532,3282,4034,648,4382,3335,3545,934,284,3953,,,"[317.6, 33.0, 4.0, 14.0, 56.0, 51.0, 0.0]"
197,2377,1128,4099,3145,4091,4945,284,908,2342,4783,,,"[275.6, 18.0, 32.0, 27.0, 52.0, 23.0, 5.0]"
198,391,710,4283,1636,116,3571,924,4890,2829,1464,,,"[516.9, 45.0, 145.0, 19.0, 11.0, 49.0, 19.0]"
199,4187,1970,2191,3456,829,193,284,252,297,4848,,,"[384.5, 40.0, 3.0, 25.0, 54.0, 33.0, 2.0]"
200,125,3571,2949,119,4746,18,95,740,4573,3211,,,"[401.7, 28.0, 198.0, 12.0, 7.0, 62.0, 19.0]"
201,361,1736,3424,295,554,2210,1818,617,2105,1074,,,"[416.7, 44.0, 3.0, 87.0, 62.0, 19.0, 0.0]"
203,2105,2646,2200,284,4506,2339,4243,749,2271,58,,,"[385.3, 35.0, 0.0, 12.0, 15.0, 24.0, 12.0]"
