,0,1,2,3,4,5,6,7,8,9,i1,i2,nl
50,1604,2404,4535,1038,544,2990,2522,2425,3928,4683,6654,,
51,4757,387,839,2633,4896,4635,463,2288,1018,3636,7620,,
52,1611,3900,1428,2313,88,1711,4142,3344,691,983,7946,,
53,647,3805,3571,4377,402,1854,1821,3626,1475,880,4964,,
54,4760,2684,2848,3107,3258,4041,923,677,1049,4779,2809,,
55,4349,2377,1229,3170,4814,1927,760,4049,3501,2903,4308,,
56,647,2083,586,3392,1854,3198,4124,2957,617,1873,4964,,
57,2912,225,1618,1005,4568,4659,4603,2188,1200,3189,4384,,
58,252,4003,3267,3261,627,2126,1705,1014,4775,3667,5058,,
59,2274,4746,2972,1984,924,4573,772,2160,2921,3183,6906,,
60,465,2549,145,3580,2224,3045,916,3003,648,2830,3486,,
61,1690,3198,645,4373,3795,2595,3510,3725,1779,1970,1093,,
62,205,4876,3421,1371,2828,3206,1472,1041,4115,114,5298,,
63,3063,4501,811,2614,4573,1684,2530,4458,2749,341,1388,,
64,1943,4817,3551,3783,299,2874,4665,4674,2663,4501,7470,,
65,4940,617,940,1087,3799,2560,4579,4194,2508,1966,728,,
66,2970,3018,2101,2525,1069,2639,1556,60,99,4986,2212,,
67,983,3905,4252,2770,356,981,1844,3196,181,3122,2148,,
68,361,3635,58,4899,2101,4025,2100,4683,3372,716,6276,,
69,1214,200,855,191,5,1057,3510,4090,3612,2163,1124,,
70,1984,1621,1192,562,998,4028,4798,782,701,708,63,,
71,767,2076,4734,740,1281,3571,4207,2756,2319,3089,7790,,
72,3432,3144,427,892,4204,130,691,4409,3501,2455,2200,,
73,4640,2848,2217,1118,812,1706,97,3420,1983,1532,2007,,
74,2139,1581,2885,4270,4851,3736,909,1066,688,395,393,,
75,193,125,4394,1715,4149,3483,789,786,3424,3164,6906,,
76,4828,1478,331,2446,4783,2649,532,241,1812,2440,2509,,
77,2119,1015,260,3571,4111,2905,1705,3267,3406,3476,5058,,
78,4091,337,4069,3557,245,3942,4568,2595,41,861,3248,,
80,1235,4640,3358,2755,97,1983,2086,2848,4577,4560,2007,,
81,1089,2055,4433,2799,3060,3681,4635,2941,2368,1270,5106,,
82,2639,99,885,2525,1341,2970,3602,2885,1556,2866,2212,,
83,896,1409,3084,1695,2354,3799,2188,4659,3189,3456,4384,,
84,2799,4965,4432,398,1532,2408,1089,2392,458,2964,5106,,
85,341,663,2738,1071,2022,2260,488,132,2178,4406,1388,,
86,284,617,2632,4298,4239,3109,2050,4493,3710,3067,4987,,
87,2912,432,3072,1240,1601,1751,1545,4533,285,4443,6696,,
88,258,1181,4645,2458,4627,924,507,3381,299,1595,1910,,
89,3602,4730,373,4338,2545,2101,4527,4904,2639,1069,2212,,
90,4243,2661,4670,870,1332,4302,3575,4665,437,471,3668,,
91,1443,586,1118,54,3565,3576,839,2256,3644,4936,5966,,
92,2342,2282,4783,2281,708,1359,1014,2667,3498,1774,7956,,
93,934,633,3990,14,4659,4847,3337,1072,1715,1738,4096,,
94,983,1128,3073,14,617,736,2548,4396,1667,2990,2832,,
95,3105,4458,2860,2469,4299,4439,2260,3677,221,3043,1043,,
96,2274,4071,4086,1235,1349,1762,3670,300,2987,2251,7655,,
97,248,3423,475,4858,3343,1782,2088,3695,3406,4467,7642,,
98,4433,1983,2368,2296,1089,1716,2408,2651,2392,4941,5106,,
99,839,1246,1013,1418,4524,300,383,2848,1493,4564,7655,,
100,3300,983,588,105,577,217,331,1753,796,4194,5180,,
101,2549,4940,2101,4398,1711,2420,3165,38,3338,4689,7946,,
102,4956,82,3469,2142,2509,2637,4671,3030,4204,2118,2200,,
103,976,2833,856,4570,1977,3318,3479,1893,255,1116,342,,
104,1133,1602,1588,3873,3636,588,3897,2341,1794,2832,2816,,
105,4003,4411,4899,3571,2649,3267,3713,4652,4471,2119,5058,,
106,252,4478,3048,2334,4188,2439,2747,4014,1632,3732,5319,,
107,34,2646,2510,2334,3555,465,211,2953,4143,0,3502,,
108,1633,1755,3102,1236,1190,3780,3454,4922,509,3192,6324,,
109,1740,2516,544,1918,505,3173,4119,3322,3930,584,6654,,
110,2884,3519,4817,575,3285,4675,236,1984,4115,2445,7470,,
111,1089,3102,3335,2150,1667,2050,3932,483,1751,4912,3203,,
112,1835,677,2975,548,432,674,567,4945,4887,4098,6696,,
113,3261,772,3267,323,827,1020,2072,1014,3571,3436,5058,,
114,617,186,27,3097,3003,3796,276,925,740,3628,1786,,
115,2694,276,2179,505,3985,740,3017,4044,1683,2377,7258,,
116,4842,3094,677,2188,1118,1164,2848,1599,3677,4760,2809,,
117,4270,3068,909,4239,2139,1504,1581,1139,4352,1066,393,,
118,1388,3459,2313,4493,2401,3600,2778,4239,1306,3164,1119,,
119,4091,4440,4096,1113,1753,4893,591,3556,1535,4844,2757,,
120,2050,4698,1382,3424,4874,2188,829,2650,4757,571,4987,,
121,3873,3459,633,4342,2832,283,2387,4522,1085,1196,2816,,
122,617,4194,3662,3755,940,2560,4940,3724,1896,2158,728,,
123,3564,856,4778,1646,1752,4207,2607,4776,3854,489,150,,
124,505,145,3232,4887,4275,2100,266,4005,2801,4386,4863,,
125,4203,1588,160,1504,3990,2139,4842,4659,3753,4730,2816,,
126,2949,2458,3285,1613,4206,4577,416,2536,437,2163,1910,,
127,4826,4091,4568,3064,1567,3423,936,303,861,1557,3248,,
128,2246,2996,1254,4459,4877,744,2523,3378,251,3386,6009,,
129,4506,4738,80,2422,708,1578,2866,3498,2957,2342,7956,,
130,1605,248,2503,4458,2199,2326,2150,1692,607,3605,1043,,
131,3068,1630,3880,3805,1581,389,1069,4270,909,704,393,,
132,4954,4096,2639,276,1412,1970,3565,1252,610,4261,8021,,
133,4911,522,3409,4099,2784,388,1630,1451,556,1152,1252,,
134,892,3636,543,1662,4018,3690,4443,4757,3828,4097,7620,,
135,4382,2988,27,4778,2095,2412,695,2161,4195,3793,4623,,
136,252,3098,2303,4674,1253,320,114,3935,4340,2221,4574,,
137,2872,38,3022,4143,1262,1037,1630,1795,3499,934,2378,,
138,4047,4283,4954,3329,4922,4335,1574,3238,1870,3455,3440,,
139,1252,2639,4128,1837,3258,3604,3100,3510,3232,2188,1093,,
140,4730,1556,2970,2525,2639,1069,4206,885,3897,1772,2212,,
141,648,3258,1854,2178,2548,1126,1642,3267,1087,2784,7557,,
142,248,1128,1549,1642,4783,1201,1121,2795,571,4379,5825,,
143,2996,2280,3230,2756,4960,4726,2503,2951,3417,2215,3497,,
144,1053,4248,3259,4524,1611,49,421,983,4290,4142,7946,,
145,4955,3651,361,1404,4954,14,1753,4091,2229,4440,2757,,
146,176,148,3900,2551,2294,1202,1056,799,1482,3391,6426,,
147,4783,1357,1116,532,36,2319,731,488,3127,320,2509,,
148,986,483,33,2811,2773,570,373,3728,916,2229,2856,,
149,1752,1270,2459,2204,53,2830,4128,1087,3997,2352,2022,,
150,80,4086,708,4022,4738,1578,2220,4729,4783,2422,7956,,
151,4177,4634,2657,3602,2238,3685,141,99,4888,1894,590,,
152,3424,1270,160,3986,2334,1960,4143,4766,1749,2970,5168,,
153,2912,565,2851,1835,1751,1217,2796,4577,1333,3880,1505,,
154,2139,2799,2494,3018,4893,2784,3055,70,1139,3866,7229,,
155,4522,2511,3424,1261,1648,4019,844,200,979,4398,3399,,
156,2342,4783,708,1479,3207,80,4136,3408,3792,1014,7956,,
157,4292,4382,1877,4074,1037,4649,1028,70,4774,1430,3484,,
158,361,3459,10,1254,3073,2651,2198,1880,3735,4292,4836,,
159,4560,4318,2524,2996,1089,1871,3198,3781,4233,3985,7233,,
160,3386,3905,807,3963,4337,3817,4428,502,4461,3196,2148,,
161,4091,1270,2912,2548,4304,1670,2691,2904,2872,4907,3184,,
162,866,4955,1306,4880,4683,956,4005,4719,3759,4469,6335,,
163,4453,46,2455,2509,892,4521,3030,4861,4561,2553,2200,,
164,647,239,4966,1406,2848,3389,554,3770,1873,1646,1511,,
165,3571,40,2530,1936,4299,2445,669,4778,201,2267,7642,,
166,1711,4096,2639,3497,3459,69,2135,2525,4596,4477,3203,,
167,705,1665,9,1711,2445,4193,4459,2354,1475,4207,800,,
168,3102,2158,2861,3781,4228,4577,4867,660,4090,1633,6324,,
169,4793,3624,4394,792,345,2256,1984,2589,2481,1586,869,,
170,1581,198,1254,193,3108,1276,1721,617,2390,1674,590,,
171,457,3107,1164,1599,3555,4756,2848,2940,406,3344,2809,,
172,4177,4760,14,780,1720,1097,3428,2970,1559,633,4096,,
173,3267,4601,2178,583,3647,4071,2250,3417,3226,2076,5695,,
174,4740,2683,4411,1821,432,1172,4256,109,425,3995,3512,,
175,998,98,89,2858,740,2840,2779,1253,4207,4726,800,,
176,4760,14,544,524,1684,2970,69,633,952,4001,4096,,
177,4091,2549,9,3185,3763,548,4738,345,3341,98,800,,
178,4179,4325,4195,4968,4807,2199,439,130,1736,242,4623,,
179,321,421,2273,2294,239,3900,492,3391,3420,176,6426,,
180,2549,3942,2260,2199,248,3770,2188,2972,2445,2860,1043,,
181,465,989,211,383,2478,3865,2510,218,3982,3555,3497,,
182,3732,125,2342,1178,2251,882,3662,4014,3476,174,6270,,
183,4396,3883,617,2747,4693,740,175,401,4867,2401,1786,,
184,3995,2510,2975,4740,2459,1821,2531,1115,1605,1172,3512,,
185,3695,4287,3783,1048,40,3343,3151,2175,116,2518,7642,,
187,1495,62,3260,4409,2993,4814,1933,4974,1927,4546,2001,,
188,983,1128,14,3905,617,4396,3275,2990,56,4094,2832,,
189,3601,3519,2025,284,2902,828,2280,3494,4710,4888,6270,,
190,983,4814,1732,2796,1532,2101,3183,2246,2162,3963,6009,,
191,1209,4136,4599,98,391,4570,1684,382,3209,609,335,,
192,3510,3198,2639,3432,2559,432,4301,1087,4031,692,1093,,
193,193,4493,465,3428,2970,3911,2238,245,1157,2256,3217,,
194,287,4409,272,2095,2993,4950,3046,3260,604,4546,2001,,
195,4651,3923,1357,453,2830,3397,205,2037,2739,543,2683,,
196,4319,4302,1190,4554,870,2157,1818,4126,513,4825,1297,,
197,2530,4501,2614,30,4167,4573,4599,4734,1684,4458,1388,,
198,4457,4940,908,1330,4149,691,357,1313,2025,617,4717,,
199,3865,68,3910,3647,4084,4028,4149,2178,4537,2289,5695,,
200,3602,1556,2639,4527,2930,4730,4338,1510,2545,1224,2212,,
201,2549,2469,2445,2188,4299,3094,140,798,2559,2503,1043,,
203,2288,2440,2356,4746,1951,4635,4757,2633,4226,2298,7620,,
204,4302,4554,1049,3594,513,2296,1818,472,4126,3232,1297,,
205,3322,3974,2377,509,4771,4445,324,3605,3058,2941,4189,,
206,2222,337,2342,2207,1622,1911,2120,3212,1936,4463,3355,,
207,411,3526,1720,522,853,2848,1049,1118,1030,1362,2777,,
208,647,586,3392,1854,3198,1873,3571,3389,3873,2958,4964,,
209,4171,676,953,4762,4337,4450,2387,4275,4386,981,2148,,
210,2100,569,1278,361,4147,960,4745,2548,4686,3390,6276,,
211,4091,4945,2848,2912,2691,4534,38,2062,2654,1100,3184,,
212,839,4757,2294,4097,543,924,569,1951,3644,4398,7620,,
213,1252,439,4874,2462,1970,4658,258,3371,4143,344,1252,,
215,3636,839,2356,2440,3828,543,4226,2840,4896,4018,7620,,
216,2821,2031,4198,2470,206,3687,630,856,4951,2406,342,,
217,4888,3598,3100,193,4826,674,704,388,3335,3565,590,,
218,4396,276,1158,925,2409,3097,3198,617,2507,2843,1786,,
219,2676,4783,1790,1241,532,1287,2726,1994,4770,241,2509,,
220,4171,205,1695,2822,3652,4401,4312,1873,4082,710,840,,
221,3459,15,935,3719,4342,2747,152,1825,361,1254,4836,,
222,1253,2178,4791,322,344,3267,114,185,3847,3336,912,,
224,3715,1751,2912,181,323,646,303,2342,248,30,3723,,
225,704,3183,3510,2139,1192,4867,1066,3001,2412,4398,1124,,
226,2342,2207,3109,1911,234,1116,698,166,3314,186,3355,,
227,176,1753,181,4436,1601,10,131,2217,3810,159,339,,
228,4988,1479,2256,1984,2576,104,4876,1230,3624,2481,869,,
229,1306,4546,3791,3501,544,1294,1562,4165,3411,2903,4308,,
230,2549,2996,2530,345,98,740,3151,2459,177,4738,800,,
231,4005,2317,3097,3888,1870,114,1476,2949,4683,2163,1910,,
232,1087,1150,165,4489,2988,200,3146,1162,4844,2051,5915,,
233,3728,4783,2194,708,2298,3681,2274,522,700,1667,7655,,
234,2549,3685,4520,2296,1630,1054,1211,643,1200,2975,3217,,
235,2848,4390,1362,713,3237,1583,522,813,4042,3526,2777,,
236,976,4341,4198,2833,3406,2610,2821,554,4645,793,342,,
237,4091,303,4069,3423,1557,1960,3831,543,4826,4533,3248,,
238,3545,15,4765,2980,3837,1262,1581,216,1877,940,3484,,
239,3019,1936,2610,2119,4717,4513,2031,4960,231,2395,342,,
240,983,181,3905,27,2770,4428,730,807,2033,4337,2148,,
241,740,3229,767,630,2756,4734,3551,4908,3089,816,7790,,
242,704,2139,688,1100,1708,2885,909,1581,4270,4239,393,,
243,4689,4551,2101,509,1246,324,4093,691,38,2118,4189,,
244,1752,4128,53,1087,593,3942,2459,3628,2830,666,2022,,
245,2524,105,2890,4110,88,2229,2654,3879,4626,411,2131,,
246,647,2083,586,4203,4899,1821,880,4243,1854,3392,4964,,
247,4086,708,3406,4570,2821,2544,4988,391,2478,1164,7887,,
248,3551,1611,2484,712,1382,4039,1357,1557,4823,2086,4231,,
249,4895,1252,1961,2996,1448,184,2300,1235,2782,370,3440,,
250,160,1495,2500,62,3268,4814,3260,2095,3690,4719,2001,,
253,3593,669,2031,2530,1946,4960,95,2518,2474,4501,7642,,
254,4292,4233,15,1871,2599,3685,605,1923,4963,1069,3484,,
255,3432,4453,416,442,2455,427,2163,2279,3115,556,2200,,
256,3144,983,3501,198,4778,106,2637,2553,839,4927,4308,,
257,2500,1080,3292,1140,4044,2646,2694,3067,4074,3791,7258,,
258,2549,2970,2436,3335,4143,1306,3576,3420,3459,3768,1119,,
259,4446,2639,391,2251,3420,1375,3258,1100,3217,4537,1093,,
260,3041,3345,474,4034,1080,298,1841,28,4479,2197,1170,,
261,1517,404,3795,1055,1630,1970,4790,332,940,668,590,,
262,193,3217,4143,3045,4740,676,3100,3880,4090,49,2378,,
263,2912,565,3600,1835,1715,2523,3456,1409,25,1933,1505,,
264,3189,744,1129,1088,4396,4683,467,2430,303,3456,6335,,
265,3267,2666,114,663,4190,4340,4817,3847,2130,2108,912,,
266,2639,505,145,817,153,4275,2191,2004,2689,1100,4863,,
267,4783,4893,4207,2955,2232,2972,936,2795,4622,1706,5825,,
268,2996,3681,3198,1080,4194,4101,1224,3424,2743,4318,7233,,
269,3308,96,4887,4564,4683,1178,829,2548,4411,3728,2856,,
270,1276,978,4691,922,33,2430,3003,3753,2548,70,2856,,
271,866,4945,4683,303,1538,1642,3091,4411,1705,768,6335,,
272,2996,4814,4844,3329,744,3963,1254,2770,983,2523,6009,,
273,4888,3335,2639,4623,2699,4302,277,193,2657,3598,590,,
274,1559,343,1715,1072,3337,2784,14,2313,4760,934,4096,,
275,3479,4791,4501,575,2835,3910,1765,4665,367,710,7470,,
276,3381,3421,4005,2949,927,1991,1613,3024,3436,4830,1910,,
277,2260,3889,45,2342,2207,3655,186,1582,3037,1936,3355,,
278,4683,1428,4714,2773,70,4564,1660,3182,978,1698,2856,,
279,2975,3553,2188,2522,1037,744,4918,732,4683,1050,6335,,
280,2313,2436,373,1715,3113,2549,3335,2352,1262,3164,1119,,
281,617,4194,3796,1087,2508,2158,4282,3662,2560,932,728,,
282,1764,1190,4360,4302,4126,3753,76,43,704,556,1297,,
283,3335,4986,4302,940,1571,617,2784,3612,768,3932,590,,
284,3071,4945,3740,2975,2912,4091,3831,285,953,4098,6696,,
285,1752,1172,3406,2872,1412,4478,945,2280,3594,2478,150,,
286,680,1519,4091,782,1960,1567,4283,245,303,4533,3248,,
287,2217,2345,371,3810,934,361,421,2741,3003,3798,339,,
288,2342,1911,367,4463,2222,415,4457,524,4084,2120,3355,,
289,1871,4318,2996,1957,3901,3198,3930,4715,3424,1089,7233,,
290,125,2608,2274,4028,2160,3949,1230,1263,402,1942,6906,,
291,4534,1089,1922,1246,4556,2799,4352,1983,404,874,5106,,
292,2288,387,4757,4097,569,839,4226,4635,2294,2840,7620,,
293,1755,4493,484,3397,4817,1854,3198,2830,25,1429,4717,,
294,634,4533,3100,1715,3155,1835,2459,2191,982,1252,1252,,
295,4533,2851,3347,1217,2217,363,4910,3593,3432,2988,5915,,
296,4482,4372,4491,3238,2155,4683,4477,303,4005,3780,6335,,
297,1005,3036,2848,2500,2155,3237,3526,64,2316,3793,2777,,
298,3420,1202,2773,3802,2609,181,1166,239,2273,3386,6426,,
299,647,125,4876,1984,2356,846,18,205,3476,2274,6906,,
300,4086,3715,4098,2342,1782,2350,4702,2060,1980,1706,3723,,
301,4720,3753,413,3908,4126,3805,1764,513,2334,3232,1297,,
303,3391,3545,4064,4798,4149,2756,2996,1460,1026,1128,3497,,
304,2288,4034,3424,4836,3901,3652,416,3073,4284,4005,298,,
305,4149,1605,3559,707,2816,2722,2975,2510,1821,1647,3512,,
306,1994,532,2944,1357,4783,320,331,1287,4828,731,2509,,
307,1486,2296,4474,874,2538,2368,1504,3681,1270,2392,5106,,
308,1646,3564,945,3140,301,4219,2955,856,63,1172,150,,
309,2835,617,3198,2843,4652,740,276,2796,3066,2507,1786,,
310,2,4093,3073,2586,210,254,4194,1580,3565,2217,4836,,
311,4016,740,1080,2041,437,64,4044,2118,3930,4001,7258,,
312,3143,1253,382,3923,2686,1181,4726,2304,99,114,4574,,
313,1254,1674,3100,2639,2657,3685,217,634,308,1721,590,,
314,27,4396,186,3628,3003,3097,4197,2796,2409,276,1786,,
315,3732,4954,2646,2639,1224,60,1708,174,2041,3146,2320,,
316,1646,682,2955,2478,2280,1441,1475,4478,2351,63,150,,
317,983,2730,4601,1357,4275,2924,524,3269,4825,1930,2512,,
318,1857,62,713,4503,3576,4390,3636,2113,1008,2051,5502,,
319,361,3459,935,2188,2021,986,1140,4342,1804,184,4836,,
320,1764,3232,1190,4360,43,2152,1993,3753,4304,513,1297,,
321,1601,181,403,266,3798,361,1074,3003,72,176,339,,
322,4091,361,3342,4580,1088,2832,1559,240,2442,3061,2757,,
323,2549,4507,1711,2421,1266,1454,4524,2633,1747,4214,4053,,
324,4847,1097,2970,3337,343,1715,1464,4177,69,2784,4096,,
325,2511,2239,2200,1684,3314,2658,524,1944,1230,1993,7367,,
326,1646,2280,856,3019,2607,489,945,682,4478,1850,150,,
327,1288,1200,4338,1611,3732,3018,2646,173,3146,332,2320,,
328,4783,2686,1578,80,4729,2282,4086,1774,3408,2422,7956,,
329,1821,4912,3600,3292,1493,411,2689,4338,4110,3885,2131,,
330,323,2912,1582,303,4403,4702,300,248,256,457,3723,,
331,852,348,604,62,4814,1495,565,1498,3268,3891,2001,,
332,866,4126,713,4954,314,47,258,3820,3537,2631,2817,,
333,373,4177,4888,1276,2736,2639,617,193,1715,3685,590,,
334,3267,4190,2178,4366,4817,2267,4643,114,2666,1572,912,,
335,3439,4265,1071,3226,205,3647,2295,2250,3910,4876,5298,,
336,4406,4599,4570,186,663,30,341,4573,516,4501,1388,,
337,4208,4211,1140,605,4143,4576,2101,4396,4869,1449,3502,,
338,4091,4945,4533,4596,4740,4443,3057,4963,1519,285,6696,,
339,3955,2639,4284,391,2283,12,1192,874,3183,3024,1093,,
340,4445,324,2941,3338,1246,1308,4689,3974,2543,1197,4189,,
341,577,398,1983,2392,2095,2055,874,1922,1270,1089,5106,,
342,4961,710,3459,1218,2146,3498,3060,3914,4064,1851,4717,,
343,740,4396,276,2401,925,453,241,2409,27,617,1786,,
344,866,283,4963,2887,123,713,181,3289,1143,3375,2817,,
345,2755,4577,4640,804,456,1983,1532,2678,2970,1504,2007,,
346,1732,3526,2717,3237,1030,4390,3107,3260,4936,723,2777,,
347,4446,18,1681,3372,255,3335,98,2633,1428,3083,840,,
348,3551,1357,1930,4595,2063,57,1287,4024,680,1804,2512,,
349,4084,1684,63,98,4408,2842,4913,2160,630,391,7449,,
350,4986,2639,885,4206,2545,4338,60,2930,3018,99,2212,,
351,4396,4098,1252,434,1545,3645,4803,4069,4533,4372,6696,,
352,3923,1479,267,909,4408,3098,630,1157,711,2250,4574,,
353,3459,1667,1051,4847,1324,4522,266,2452,4524,1588,2816,,
355,784,1748,450,3237,122,3895,3055,1465,586,2434,5966,,
356,740,276,617,1158,175,3066,4396,2507,2835,3746,1786,,
357,2632,4393,3226,916,3024,4690,4265,809,3888,701,5298,,
358,3611,150,1330,1904,4377,98,4071,1713,4028,4318,332,,
359,109,2973,713,1270,4950,2829,2856,1670,2349,570,4253,,
360,2532,2744,663,4340,4366,454,1,3442,3977,2178,912,,
361,1139,3183,4560,1871,4433,3055,3455,2784,81,1341,7229,,
362,4783,772,112,3942,2274,4071,4640,1522,2260,4725,7655,,
363,4169,2856,245,1715,4779,3100,556,3590,2179,1451,1252,,
365,2941,4551,2447,509,3338,3405,1053,2118,3799,3322,4189,,
367,3820,258,1564,866,3775,948,181,3375,1749,2181,2817,,
369,3438,3644,2633,2803,892,4896,2294,2298,1585,4097,7620,,
370,3127,4942,3024,3431,3483,2445,2649,4702,2833,4026,1511,,
371,2480,3782,1493,2608,1395,268,2387,3719,4578,3146,5180,,
372,4128,4187,3594,20,1270,1752,3007,1026,2204,2459,2022,,
373,983,4337,2968,2993,1456,4881,1857,3122,1431,4661,2148,,
374,1736,4382,2988,1023,1555,4031,1306,2056,4711,4337,4623,,
375,4954,2782,4283,191,1075,251,2494,2801,4436,1545,3440,,
376,1806,1611,2681,4720,4748,2100,3455,1762,4826,940,5185,,
377,267,3015,99,909,630,4828,2872,2817,1567,114,4574,,
379,1984,1479,3143,1621,2530,3611,186,3467,708,104,63,,
380,3164,251,99,2912,333,3420,4143,3600,1857,3459,1119,,
381,3888,205,3421,3444,1371,3967,1071,662,1854,2390,5298,,
382,413,2657,158,4005,4226,4049,4101,4778,3734,1762,5010,,
383,4409,82,2163,4671,3501,315,416,2279,267,556,2200,,
384,3424,3592,1734,1262,4093,3908,4445,2524,4522,200,3399,,
385,4960,2474,2530,1782,248,2015,1116,4501,3898,1936,7642,,
386,1684,205,4879,1400,3439,391,4737,2518,40,3923,7449,,
387,3942,4560,2251,1106,2449,3292,2447,1235,411,3885,2131,,
388,866,1143,295,3820,3759,1837,3375,258,1749,181,2817,,
389,251,1715,1278,828,2339,2657,425,794,3600,2851,1505,,
390,593,1212,53,1037,3942,3594,1087,4560,2204,3628,2022,,
391,303,3593,2895,4553,674,1715,2256,373,1970,3944,590,,
392,4665,1795,3759,870,1860,2100,3575,4243,796,1332,3668,,
394,3942,1212,4187,716,2990,4179,1087,3615,219,3628,2022,,
395,4304,704,1775,472,3594,1993,870,4243,3805,413,1297,,
396,125,1684,3724,4642,2436,2200,1936,1201,3554,396,7367,,
397,922,193,3424,3567,3932,2301,465,1728,4564,2830,5168,,
398,953,4446,1778,1509,3048,3732,20,4290,3262,2105,5319,,
399,193,2872,2496,1495,4740,4090,3499,4131,4402,2970,2378,,
400,4783,1854,2848,645,647,1646,3270,2476,1582,3564,1511,,
401,1690,2390,1411,1100,1053,2229,1480,3510,21,3669,1124,,
402,2313,2287,522,272,934,2970,1464,309,4847,2784,4096,,
403,647,1854,2175,1567,40,3015,3571,4377,1475,2921,4964,,
404,544,3459,3335,251,1087,2912,1715,465,1133,1306,1119,,
405,1545,2263,4396,2887,3928,4493,2033,4099,1181,700,1833,,
406,983,3737,1287,680,3551,3340,1930,1945,524,4275,2512,,
407,158,3293,1509,1128,2890,3289,723,1633,2404,2146,1257,,
408,767,2756,3571,816,104,740,2607,2300,630,3551,7790,,
409,804,1018,1532,3420,2848,1118,225,4822,4640,4560,2007,,
410,3571,2306,260,1014,4218,3873,4111,3423,2905,3760,5058,,
412,3210,56,3046,1667,4396,845,14,1623,617,2548,2832,,
413,21,1057,3183,4195,3510,1555,4301,1324,4025,1066,1124,,
414,2300,53,4642,2912,3590,928,900,4337,25,1871,3184,,
415,2872,4674,2769,252,99,1567,2221,320,2250,3935,4574,,
416,1684,4394,3519,3571,1984,4599,1209,2833,1943,283,335,,
417,465,4714,193,302,4989,544,1388,870,1728,3873,5168,,
