,0,1,2,3,4,5,6,7,8,9,i1,i2,hl,nl
93,145,4005,505,536,4551,3917,2191,421,3928,1993,4863,,,
94,2756,708,1904,3995,2281,1621,1561,4506,248,3506,63,,,
95,4945,2166,4642,4568,744,1373,148,4609,1871,2872,3184,,,
96,3145,1062,3793,2912,17,3189,4603,3313,2796,1618,4384,,,
97,648,2549,1755,4880,2988,295,3728,145,159,3817,3486,,,
98,2639,4835,4275,1100,1633,2664,4005,2349,817,2885,4863,,,
99,1270,3282,1509,2496,870,4590,160,2902,4766,1388,5168,,,
100,1709,1270,2538,3650,1922,700,1246,458,1871,2799,5106,,,
101,302,515,3322,3372,2821,1030,2522,3786,4535,4071,6654,,,
102,4177,3337,1715,4847,2970,14,1684,522,633,4760,4096,,,
103,1556,1611,1174,2970,3003,4564,1495,1708,1029,885,2320,,,
104,2970,2266,1983,1716,183,97,53,903,2447,522,1329,,,
105,3102,1611,4270,505,4047,1653,4147,484,3459,1288,3203,,,
106,1720,2595,276,2968,2162,371,1994,2256,2843,586,5966,,,
107,54,56,4767,4396,983,14,2604,3143,3210,3905,2832,,,
108,4446,1252,1633,1197,1690,88,3217,3604,3955,413,1093,,,
109,3623,1202,3630,2536,1667,450,4342,3337,829,1197,2816,,,
110,2820,794,3643,682,4443,2086,1382,1611,4392,3551,4231,,,
111,98,2088,4793,3307,4570,3601,3483,2031,3923,1230,335,,,
112,1684,2702,2672,1984,2560,248,2422,3015,4120,367,63,,,
113,3143,708,125,1143,328,2820,4677,150,193,1437,6906,,,
114,3292,3456,740,276,1278,3930,1315,3251,4668,3450,7258,,,
115,2848,284,3370,3859,283,856,109,454,4493,2632,4987,,,
116,2543,251,1197,3322,4689,4093,3974,2507,213,1308,4189,,,
117,3942,3319,248,140,4458,1605,3783,3770,2503,3108,1043,,,
118,562,3636,1857,62,3555,2026,1043,227,2051,3576,5502,,,
119,2454,3650,2342,1458,2545,4876,1233,945,98,4287,840,,,
120,677,248,2549,4458,3417,3942,2445,1051,3783,2150,1043,,,
121,3221,2163,2101,3612,4770,449,1785,200,2139,3183,1124,,,
122,4091,3189,4283,4533,1557,3423,41,1960,313,4868,3248,,,
123,2342,4086,4738,708,2866,4136,1578,3792,3207,4022,7956,,,
124,3335,688,940,2639,193,4888,1721,79,3565,1517,590,,,
125,4093,2229,4445,2516,3424,3908,1734,1532,3133,3592,3399,,,
126,3386,744,2101,2996,4459,251,3963,3183,1732,1411,6009,,,
127,4005,145,1605,266,1633,2575,2489,520,2639,4286,4863,,,
128,617,3796,4940,969,1896,2158,940,2560,1212,3799,728,,,
129,2043,251,1075,1252,331,1822,1089,3142,4922,1235,3440,,,
130,1690,3732,4918,1546,2674,2528,1008,3048,3224,2957,5319,,,
131,4556,3735,3459,361,2747,1686,4209,10,289,3300,4836,,,
132,1445,145,505,515,3080,3890,4940,3914,4325,3829,1168,,,
133,361,4955,3651,14,240,1753,4954,536,3759,461,2757,,,
134,54,276,4319,2162,3046,4810,1679,4047,2256,556,5966,,,
135,4252,2968,27,4661,953,3122,3386,421,1431,3496,2148,,,
136,3779,4470,2874,2756,4318,1472,3949,4377,2984,4493,332,,,
137,1984,4793,4876,3624,2326,2576,4394,2860,104,151,869,,,
138,416,1055,4561,2142,691,3144,2163,2637,4671,2279,2200,,,
139,3901,4128,4836,437,3510,730,4770,1804,2055,4561,5010,,,
140,1667,617,4396,3111,14,2082,2548,307,3263,983,2832,,,
141,4945,437,2848,1160,4164,2377,4954,3510,284,21,5010,,,
142,145,4683,3221,389,2142,1764,3224,2271,1087,1600,5648,,,
143,4783,3907,2860,4828,554,2726,1116,4825,2446,4770,2509,,,
144,1812,157,4091,4993,1821,3967,177,2958,2401,1075,800,,,
145,3102,4294,357,3781,1755,577,1633,1236,1134,2843,6324,,,
146,4661,953,1178,2968,3386,4450,181,730,3905,3817,2148,,,
147,2179,4752,2988,3537,2899,401,3347,3146,4844,4533,5915,,,
148,4940,4854,3685,1056,1212,3796,4282,617,2158,4579,728,,,
149,3238,4874,398,1804,1162,935,4342,495,210,4833,4836,,,
150,4927,160,2425,2491,302,2,604,1178,2509,2988,4623,,,
151,3424,565,4714,1960,3282,1509,870,4590,1653,2301,5168,,,
152,2549,726,2390,3942,3043,3155,4299,607,2860,677,1043,,,
153,2639,4097,712,803,2884,4738,453,3732,556,2755,5006,,,
154,866,3690,150,2155,1933,1037,4683,4005,3780,3533,6335,,,
155,4787,1287,2666,4126,2179,2649,4533,2908,1087,1953,7557,,,
156,3408,1788,1421,4665,3459,3604,1926,2489,3685,4044,4717,,,
157,4798,1684,2511,4642,3554,2409,2658,1944,2548,3607,7367,,,
158,4436,191,4433,1252,3584,3238,4047,1089,331,2102,3440,,,
159,1418,448,3516,1465,4390,4188,1630,4104,522,131,1252,,,
160,2996,70,251,1254,2976,3846,744,2796,3183,4814,6009,,,
161,4738,657,2702,601,3498,708,3207,1774,4086,1444,7956,,,
162,484,3198,99,719,1611,505,239,3459,610,2750,3203,,,
163,3782,2970,4954,3018,1611,1667,3732,173,4730,3228,2320,,,
164,2510,4876,3628,4798,2221,701,180,3143,989,3555,3497,,,
165,1409,1611,2639,4730,1095,1667,1686,2970,4640,1341,2320,,,
166,983,266,4642,2439,3337,4337,2522,2848,1270,4945,3184,,,
167,88,361,80,1818,1623,1200,2750,1753,2755,659,5006,,,
168,3767,2784,174,1522,32,3318,4749,1523,3613,130,4253,,,
169,2280,1752,2607,2503,3854,4778,1646,3019,4776,682,150,,,
170,4098,1278,2851,286,2912,3295,565,4104,2523,1835,1505,,,
171,1646,2848,1060,3127,4783,4804,554,2658,2353,2108,1511,,,
172,1602,2488,3524,588,780,2599,336,3409,1588,2139,2816,,,
173,708,2298,636,839,125,1437,3423,3424,2921,4573,6906,,,
174,1252,3165,3329,2799,2782,1981,4851,99,4751,439,3440,,,
175,248,2256,163,1794,65,4031,2481,1586,3624,345,869,,,
176,2848,1519,284,109,2833,3424,3573,1806,4101,1270,4987,,,
177,532,36,852,554,4409,3907,4262,331,3127,3971,2509,,,
178,3322,38,251,3058,4771,691,2004,3338,49,1246,4189,,,
179,2608,2957,4698,58,4005,3652,3989,3934,4577,744,298,,,
180,251,4642,900,4091,674,2146,2522,4881,2300,4963,3184,,,
181,3018,4704,4270,3524,3003,4554,1611,2903,484,3802,3203,,,
182,4005,3928,2689,1993,4286,4088,21,2100,2102,1236,4863,,,
183,4143,3164,80,2454,4738,4318,465,1711,829,2779,6270,,,
184,3258,567,4615,1601,2575,4336,457,1835,4396,3487,6696,,,
185,4661,3179,4735,3997,2161,2,812,1178,1679,1736,4623,,,
187,2638,4945,2778,3928,845,4396,4776,2887,1154,4493,1833,,,
188,4814,2949,4722,3888,4683,3030,416,3005,4005,3011,1910,,,
189,1069,2996,1080,4110,634,4965,223,3338,1581,3198,7233,,,
190,3741,4382,1740,1278,3224,544,1918,3619,1980,3370,6654,,,
191,1055,2553,3144,1229,691,556,4956,4204,2572,427,2200,,,
192,880,3575,1970,1860,524,160,3431,1267,4670,437,3668,,,
193,3300,2,3685,4194,2188,3719,3287,1184,3342,126,4836,,,
194,4683,2773,4955,264,2063,1178,3333,1698,2811,4546,2856,,,
195,617,630,3582,4783,160,3424,40,238,4396,620,6270,,,
196,160,437,3607,4138,1860,2063,1136,228,4692,4245,3668,,,
197,4752,4005,3144,1454,2356,10,3901,4888,2288,4698,298,,,
198,2191,3155,1821,4751,439,4581,4390,1152,1465,323,1252,,,
199,193,1983,3424,3428,2953,509,505,2377,3037,325,1329,,,
200,1818,1764,556,4803,4730,4126,472,4609,2307,932,1297,,,
201,2313,2511,1684,1113,4798,2029,4026,1936,2283,1984,7367,,,
203,20,4187,2204,2830,1752,716,593,2990,4477,1270,2022,,,
204,2970,4730,1611,885,2639,1224,1559,2866,4640,1556,2320,,,
205,216,1550,3650,4945,4398,70,1492,946,2538,243,3484,,,
206,2256,1140,4349,1740,1538,1084,4778,2988,1011,1623,4308,,,
207,2890,2784,323,1532,634,2459,4581,2051,3030,388,1252,,,
208,4783,708,2342,1014,4086,2866,2545,1578,1774,2282,7956,,,
209,2832,3018,4338,2970,404,2639,60,4904,28,4986,2212,,,
210,1418,2197,4810,2377,4016,740,3058,437,4044,1409,7258,,,
211,4091,1567,1519,4826,861,2595,382,2794,2354,2166,3248,,,
212,2139,1957,4893,1139,4040,1871,2799,3866,21,3934,7229,,,
213,203,3244,4524,2619,4124,1921,4470,2280,917,4318,6906,,,
215,3459,4493,1262,2401,2549,1857,3109,1648,544,81,1119,,,
216,1552,69,99,3391,4005,1602,245,3293,285,3100,1257,,,
217,3164,648,3226,3282,916,2800,532,3397,1667,4767,840,,,
218,2987,4783,1642,1470,1114,1121,4570,4939,489,3558,5825,,,
219,4005,145,2639,505,4551,1686,3061,576,4386,4357,4863,,,
220,2714,2449,1686,3146,4640,332,3428,2970,4954,4564,2320,,,
221,4954,3775,3537,4953,1837,4126,181,4963,283,3496,2817,,,
222,3928,2393,1705,3185,3244,4776,1431,2885,1252,1545,1833,,,
224,3820,1957,1711,4773,146,2633,1707,1411,4524,1202,4053,,,
225,9,554,2335,4674,1287,708,4086,2518,2944,1782,7887,,,
226,4,1722,465,1224,4396,4499,3289,723,425,3880,3502,,,
227,2549,3391,2972,4817,2703,3319,2860,3942,4458,949,1043,,,
228,2548,2756,648,4506,953,4945,2247,2666,403,1509,7557,,,
229,4955,1270,3905,4302,3282,3685,174,10,2678,1152,3184,,,
230,4783,2355,4274,647,3212,4158,40,382,1902,1455,1511,,,
231,2377,2970,2549,3037,704,4676,2743,4635,2058,2897,1329,,,
232,70,251,744,1411,3329,3183,836,4814,983,4459,6009,,,
233,145,2251,4683,3738,389,1564,1671,189,902,1600,5648,,,
234,248,3116,151,2250,283,554,2256,2326,792,924,869,,,
235,4445,2516,3424,844,713,4101,1261,2334,509,67,3399,,,
236,4204,444,4561,892,2637,2191,4127,3144,619,3811,2200,,,
237,437,2949,4722,4683,4005,3226,2536,3782,3095,2511,1910,,,
238,562,62,2113,764,994,227,3410,713,192,1857,5502,,,
239,740,1080,3791,505,1619,2657,3058,4001,2118,3598,7258,,,
240,617,27,3097,1158,2835,3883,740,3198,2507,453,1786,,,
241,251,4338,458,2516,2447,3600,24,1486,3734,105,2131,,,
242,986,1934,1720,361,4838,4520,1254,1880,4194,3459,4836,,,
243,181,1178,2033,4968,3381,983,953,27,502,4337,2148,,,
244,2872,1037,193,542,3768,1856,4090,4143,4131,1262,2378,,,
245,4720,1611,3262,3041,4234,4302,1728,3052,4910,12,5185,,,
246,200,2988,3432,2179,866,565,1087,4489,4432,4752,5915,,,
247,116,2088,40,3168,57,2474,3593,3571,3151,3343,7642,,,
248,2897,1252,3795,1519,4615,4128,2639,3533,3510,3432,1093,,,
249,2970,193,1429,2256,1200,325,97,2543,4524,2136,5024,,,
250,3107,3237,2155,813,2082,2188,1145,1732,4936,1030,2777,,,
253,3974,1736,509,4290,216,1711,1270,3259,1221,2436,7946,,,
254,1611,1055,1711,2549,3058,3142,1270,3652,3736,1736,7946,,,
255,4445,2338,3424,2516,81,67,3826,509,1266,844,3399,,,
256,361,209,3774,4639,3757,3685,935,1236,2799,373,4836,,,
257,160,4652,3336,3767,4039,1619,2383,3072,1178,4807,4253,,,
258,2494,983,3974,1736,2645,674,2101,88,3781,1411,7946,,,
259,740,1711,674,98,2435,1353,4581,2779,1192,2980,800,,,
260,4337,1555,1048,1980,4112,4305,1178,2522,2256,2945,4623,,,
261,1202,1707,3820,3662,232,3545,3906,2743,1109,580,4053,,,
262,983,2770,744,1532,251,3386,636,4978,1202,2796,6009,,,
263,267,4896,3438,2356,2440,839,1585,2288,3636,4757,7620,,,
264,1448,4922,99,191,1822,2799,2782,3113,4169,2356,3440,,,
265,193,2377,855,1449,3351,3781,2641,1224,2912,2101,1329,,,
266,1813,571,4110,1806,3917,4599,1120,4757,617,2744,4987,,,
267,677,4299,3963,4458,3094,949,2549,3942,248,1164,1043,,,
268,1856,3375,2887,4871,3537,295,4954,3820,49,1749,2817,,,
269,1429,1806,1332,1611,3262,1709,3335,4233,521,2865,5185,,,
270,4493,2645,532,1646,3923,4128,1244,4601,1813,1752,2683,,,
271,983,2256,1140,2377,106,1562,3144,1785,2637,1084,4308,,,
272,1270,398,1983,1089,2055,2538,4635,2392,601,3060,5106,,,
273,2086,621,1204,4646,1611,1428,4708,1557,764,2451,4231,,,
274,630,2119,1893,2610,554,2833,2821,4858,2470,354,342,,,
275,3942,2390,4228,1103,3094,4458,726,1970,3391,2503,1043,,,
276,562,2051,192,754,1749,3168,2113,3555,1395,4295,5502,,,
277,3438,4335,1236,184,1755,2880,2861,4953,1429,4044,6324,,,
278,3480,4791,924,3340,3290,3519,1911,3910,2779,1782,7470,,,
279,3459,3164,4493,1894,2401,3109,99,902,1730,2912,1119,,,
280,2907,3437,691,2404,2021,1212,2225,1205,982,3041,1170,,,
281,1519,700,1705,2854,3553,2033,3185,3244,2559,2204,1833,,,
282,3102,4270,80,3068,505,803,3022,4142,193,1030,5006,,,
283,1984,2860,345,1697,4793,4876,2335,248,2478,2256,869,,,
284,536,2452,687,3409,780,4847,1514,4342,4533,1794,2816,,,
285,565,1835,3942,1751,3930,4336,1933,3295,1409,4890,1505,,,
286,4642,882,2656,4177,2200,1984,4132,3805,2548,428,7367,,,
287,2530,4642,617,708,1612,248,882,647,4022,554,6270,,,
288,437,4888,284,2447,1791,2310,2377,3928,3510,1522,5010,,,
289,740,453,186,3198,1857,3628,4475,2229,1999,3066,1786,,,
290,740,767,4738,248,4876,4287,2401,1957,1475,2854,800,,,
291,4337,4433,3282,4352,4642,2146,333,1261,2912,1602,3184,,,
292,2970,4583,193,4493,2480,2799,2702,3685,4290,2726,3217,,,
293,248,4960,4501,3423,116,2088,2530,3835,475,1782,7642,,,
294,2459,2784,3785,1715,388,923,1418,2890,131,439,1252,,,
295,2377,4233,505,2970,106,522,1449,1871,281,53,1329,,,
296,4783,1252,1984,3175,1567,4045,3810,708,125,2608,6906,,,
297,4084,3267,3813,2255,927,3962,68,2096,470,1979,5695,,,
298,4005,4945,3068,2548,2390,3036,1276,1708,1821,3289,1257,,,
299,1252,4493,677,2038,3446,4215,2146,81,1605,1013,1833,,,
300,1349,688,4524,2549,1430,4534,4579,935,2633,3545,4053,,,
301,4477,1752,1270,3942,4128,593,3600,4187,1794,141,2022,,,
303,193,3911,2501,840,4579,874,2866,2799,445,241,3217,,,
304,4665,437,160,4714,4245,2661,228,4302,2063,796,3668,,,
305,4615,2500,4152,3775,4752,320,2988,4564,1532,3432,5915,,,
306,3018,1711,1270,946,1736,1611,691,88,3259,3781,7946,,,
307,4342,2824,1178,1133,137,829,1196,2139,1667,3626,2816,,,
308,2549,145,70,2224,648,295,2510,2796,2988,1224,3486,,,
309,1517,3337,3908,1118,3001,4319,2434,4936,2256,839,5966,,,
310,740,3883,276,27,4396,925,3003,186,453,1994,1786,,,
311,4793,255,4318,3164,4394,1984,4299,4493,2649,2221,332,,,
312,457,3071,4971,3155,3746,4581,1240,3740,4091,953,6696,,,
313,3424,3901,3650,4194,1957,3198,2996,4318,216,4895,7233,,,
314,2824,474,2197,1791,2021,2225,4034,3345,691,2404,1170,,,
315,1728,2674,4143,922,3424,2970,4989,3109,1960,3282,5168,,,
316,4177,3335,2023,4302,81,4767,3944,1276,4634,4432,590,,,
317,114,2178,3267,3336,1572,4190,4791,2532,185,4643,912,,,
318,1178,953,1456,3287,3381,181,356,2394,4275,1482,2148,,,
319,2532,1826,114,2688,1999,185,3977,2178,4791,1253,912,,,
320,2251,1739,99,570,3885,458,1571,3600,1430,3602,2131,,,
321,2105,3888,4445,1445,2522,3413,145,530,505,3459,1168,,,
322,2970,3018,2639,4206,3602,4986,2866,3494,885,2101,2212,,,
323,845,2548,928,2990,2506,4704,3233,3073,14,3386,2832,,,
324,940,3755,3685,1966,2560,4854,2158,969,4579,3796,728,,,
325,4844,4615,2988,1778,565,870,1162,4533,4956,866,5915,,,
326,772,4218,2649,827,1020,4428,4111,1862,3423,2119,5058,,,
327,581,1611,4910,3335,716,4382,266,4447,4748,2021,5185,,,
328,104,1230,3601,3012,1697,2576,4793,2478,248,2256,869,,,
329,2639,1667,4954,1611,2646,3228,1708,1224,2970,4730,2320,,,
330,1202,2246,2294,181,2273,3900,176,264,4693,1431,6426,,,
331,2273,4912,3188,1601,3459,1646,169,1774,96,3267,840,,,
332,1287,3930,1013,4126,2179,1984,953,609,49,648,7557,,,
333,2510,364,1653,2740,802,1583,2953,1140,3036,34,3502,,,
334,1970,4670,160,2063,3575,1332,4665,4243,1856,396,3668,,,
335,4194,1825,2256,4735,2988,695,1178,2968,3690,2784,4623,,,
336,1611,1831,4989,2820,4646,712,1557,2484,794,1357,4231,,,
337,4798,95,554,3278,3015,1479,1684,2560,3116,2530,63,,,
338,3685,4686,4465,1698,900,1178,70,558,2063,986,2856,,,
339,4803,513,472,307,870,4126,1993,3880,2152,1784,1297,,,
340,2706,1595,2958,2250,203,396,2291,3483,98,214,7449,,,
341,1209,2706,2860,2958,3881,98,475,2025,4481,1935,7449,,,
342,4005,3695,14,4661,923,2520,1129,1932,3533,2511,6335,,,
343,908,1646,453,990,1071,255,532,2037,2495,296,2683,,,
344,2732,3372,1074,874,361,1317,960,1550,58,130,6276,,,
345,2256,3188,1230,2443,3601,4876,150,2576,163,2884,869,,,
346,679,361,2224,181,4436,10,3003,72,403,176,339,,,
347,4152,509,3795,1236,1190,2843,1429,3102,4922,357,6324,,,
348,2848,4207,284,2888,2830,4698,617,3424,2152,3370,4987,,,
349,903,2549,704,3424,2970,3058,183,2377,106,3037,1329,,,
350,27,2095,4968,2988,2161,4807,4711,4278,2034,4194,4623,,,
351,2088,4501,4778,4960,231,2175,4981,2445,116,4759,7642,,,
352,3259,20,4609,4788,1630,688,99,2139,704,4270,393,,,
353,4791,1253,4366,2532,1415,2744,3267,1474,3442,4024,912,,,
355,361,1074,2348,3003,2629,176,134,1753,2345,4349,339,,,
356,3732,1708,3086,2970,2639,4954,1556,3146,1224,1514,2320,,,
357,2970,3100,193,1197,4090,3022,99,472,3768,1069,2378,,,
358,4954,1429,1611,1868,1494,1725,716,600,4891,321,5185,,,
359,2021,3459,209,3073,2198,4965,3565,4874,1162,2004,4836,,,
360,2113,3152,2101,34,2953,1739,2740,802,3628,411,3502,,,
361,2280,856,4759,1646,3034,3528,2351,945,5,4478,150,,,
362,1952,165,935,1411,4579,4507,4214,2549,4534,1349,4053,,,
363,1879,1178,259,4194,3043,2037,2638,4254,3198,1142,2683,,,
365,648,360,953,1653,116,1854,692,3706,236,2298,7557,,,
367,2848,2086,2217,1118,97,4640,314,67,2970,4335,2007,,,
369,3185,629,3558,1172,2955,571,4622,1359,2090,3971,5825,,,
370,4475,160,4718,4195,3791,439,2608,4517,46,2056,4623,,,
371,2970,2755,2722,2086,3292,1504,2338,1983,3358,3675,2007,,,
372,4738,2549,177,397,2958,4592,1646,1711,2401,1475,800,,,
373,3198,276,617,27,4396,925,3097,3003,186,2835,1786,,,
374,2179,4576,1162,3347,2988,866,2968,1008,3593,870,5915,,,
375,844,3930,3198,509,1493,3338,3650,3866,2345,4895,7233,,,
376,4091,1601,4533,4098,3533,3344,4534,41,4053,1519,6696,,,
377,1443,3337,1405,3073,2256,3565,3055,586,1118,2657,5966,,,
379,2501,3873,1270,972,311,4444,3282,922,565,141,5168,,,
380,449,3510,4382,2509,2988,27,4968,1679,544,1011,4623,,,
381,2377,1836,508,3650,3670,4723,113,251,2933,3424,5010,,,
382,1854,3267,1695,1649,49,2874,2041,344,4190,648,7557,,,
383,4091,3942,4826,1960,2338,4568,382,936,4069,4179,3248,,,
384,836,1254,2976,2796,3846,4459,1411,70,744,983,6009,,,
385,2501,4986,3685,2726,1235,123,3167,325,263,4664,3217,,,
386,4814,416,4005,2096,1777,3598,4656,177,1592,3813,1910,,,
387,565,3282,2970,465,4652,4445,3986,4714,1270,2722,5168,,,
388,1178,205,940,3198,874,1122,3041,1646,998,4569,2683,,,
389,2741,2217,361,1601,371,266,134,3798,10,131,339,,,
390,1190,1049,472,4720,4609,1764,4803,932,2813,2334,1297,,,
391,1071,3307,205,2866,3226,156,3472,3421,3888,4876,5298,,,
392,571,2377,2595,2149,1538,2105,2536,3930,1030,4049,6654,,,
394,3424,2301,4445,1102,4766,4652,2801,2040,3567,1728,5168,,,
395,2392,2368,2296,2055,3650,2095,1504,2964,4635,1270,5106,,,
396,772,3571,827,3873,2905,3267,2326,3261,2353,4799,5058,,,
397,4888,508,1454,4961,2146,1785,4698,3759,2897,258,298,,,
398,3335,3459,2970,3164,2912,4766,4493,4239,4851,4143,1119,,,
399,3590,1671,2251,1491,4477,3270,3936,141,145,53,5648,,,
400,361,4194,4496,3719,4639,3238,3459,3300,4344,2217,4836,,,
401,4535,389,145,4955,3630,3590,472,1894,4995,1053,5648,,,
402,1913,3567,3438,839,4226,4757,2633,892,2803,3828,7620,,,
403,3459,3337,1085,1178,4730,4847,283,4342,343,1667,2816,,,
404,2666,4599,4565,3813,1824,4573,4501,3211,2178,831,1388,,,
405,276,556,2595,4209,3060,586,1682,3846,4319,187,5966,,,
