,0,1,2,3,4,5,6,7,8,9,i1,i2,nl
21,4960,2104,4735,708,4877,1178,1074,4603,4469,53,,,"[549.0, 40.0, 41.0, 20.0, 38.0, 34.0, 20.0]"
22,4783,3109,2455,2639,3885,4233,532,2778,908,1198,,,"[159.0, 2.0, 8.0, 13.0, 18.0, 1.0, 9.0]"
23,542,3719,505,1030,4521,196,303,2401,357,4005,,,"[432.9, 28.0, 27.0, 45.0, 66.0, 34.0, 11.0]"
24,2392,4683,4005,1667,268,3906,2795,1835,2356,361,,,"[423.7, 29.0, 47.0, 16.0, 19.0, 52.0, 17.0]"
25,989,1684,2666,2730,1076,945,145,4642,112,2476,,,"[1882.5, 155.0, 675.0, 77.0, 115.0, 312.0, 66.0]"
26,4382,708,2377,193,2499,3459,2077,647,3164,145,,,"[274.2, 12.0, 15.0, 18.0, 32.0, 22.0, 12.0]"
27,2912,679,4676,361,3781,567,4097,3237,4918,289,,,"[375.7, 26.0, 47.0, 28.0, 60.0, 27.0, 9.0]"
28,3510,240,3501,1611,2251,250,3078,708,4095,45,,,"[377.3, 45.0, 29.0, 25.0, 12.0, 21.0, 10.0]"
29,2421,505,1409,2454,3102,477,3378,647,3459,27,,,"[988.1, 122.0, 71.0, 93.0, 64.0, 112.0, 14.0]"
30,276,1715,633,3432,3510,4752,1836,3146,1287,80,,,"[274.2, 12.0, 15.0, 18.0, 32.0, 22.0, 12.0]"
31,1287,1522,193,1611,205,3078,4126,3337,284,1984,,,"[274.2, 12.0, 15.0, 18.0, 32.0, 22.0, 12.0]"
32,1715,570,145,4445,4949,2975,2540,1980,2247,986,,,"[274.2, 12.0, 15.0, 18.0, 32.0, 22.0, 12.0]"
33,3314,4323,1864,2833,3510,1244,3436,2470,98,2251,,,"[262.9, 23.0, 95.0, 6.0, 6.0, 40.0, 9.0]"
34,145,4512,4831,3506,2774,1877,3510,4960,903,2422,,,"[274.2, 12.0, 15.0, 18.0, 32.0, 22.0, 12.0]"
35,1545,3650,4188,3198,4337,1774,145,2830,2342,3775,,,"[92.7, 2.0, 0.0, 8.0, 26.0, 1.0, 1.0]"
36,521,1857,4016,2830,617,193,3048,3780,1458,1762,,,"[274.2, 12.0, 15.0, 18.0, 32.0, 22.0, 12.0]"
37,1980,3188,2799,1266,145,1409,1034,4093,43,1896,,,"[1025.6, 100.0, 54.0, 28.0, 130.0, 113.0, 10.0]"
38,145,960,1522,361,3102,4885,69,4126,296,4718,,,"[274.2, 12.0, 15.0, 18.0, 32.0, 22.0, 12.0]"
39,4680,1711,2267,232,1209,240,2470,3459,1075,2342,,,"[1940.2, 177.0, 650.0, 37.0, 46.0, 259.0, 71.0]"
40,3732,416,145,983,521,1736,4493,284,1961,882,,,"[272.2, 22.0, 10.0, 20.0, 50.0, 42.0, 3.0]"
41,4061,3431,583,4218,2444,4111,203,300,1121,4987,,,"[579.7, 35.0, 376.0, 7.0, 0.0, 72.0, 32.0]"
42,989,98,125,2274,998,2756,816,4746,2532,1252,,,"[610.2, 45.0, 259.0, 19.0, 11.0, 52.0, 27.0]"
43,3939,2420,4692,2536,1149,3665,2387,3242,3390,3007,,,"[2861.3, 388.0, 15.0, 157.0, 268.0, 695.0, 7.0]"
44,505,3519,4445,4411,2988,664,2100,4493,3314,928,,,"[835.2, 108.0, 0.0, 92.0, 86.0, 130.0, 1.0]"
45,518,3990,828,1601,145,196,505,2217,708,2988,,,"[97.4, 2.0, 9.0, 5.0, 28.0, 2.0, 1.0]"
46,4814,4904,2773,1254,4738,4826,647,2988,4752,960,,,"[1040.7, 75.0, 17.0, 38.0, 106.0, 123.0, 31.0]"
47,989,2356,3329,3835,1911,4096,214,621,3660,202,,,"[262.9, 23.0, 95.0, 6.0, 6.0, 40.0, 9.0]"
48,276,3799,4738,284,1681,4683,1588,902,150,2105,,,"[164.7, 20.0, 10.0, 11.0, 0.0, 9.0, 3.0]"
49,575,621,3395,4131,3895,813,2958,62,4683,1864,,,"[3340.1, 236.0, 1121.0, 102.0, 87.0, 108.0, 154.0]"
50,98,744,647,361,2614,1684,2256,1713,62,1748,,,"[728.2, 95.0, 148.0, 29.0, 3.0, 74.0, 15.0]"
51,276,3576,4318,459,4783,4338,3207,4941,4640,3965,,,"[2051.0, 49.0, 80.0, 157.0, 108.0, 90.0, 126.0]"
52,198,3198,4847,1204,647,4708,505,357,58,4970,,,"[1389.5, 185.0, 53.0, 45.0, 56.0, 264.0, 16.0]"
53,2161,1443,4683,1762,3810,276,1519,1564,1708,2095,,,"[2264.8, 178.0, 43.0, 191.0, 170.0, 186.0, 74.0]"
54,85,4913,1953,4323,3314,3094,3211,4149,740,4537,,,"[1039.6, 70.0, 367.0, 25.0, 29.0, 138.0, 48.0]"
55,4005,1611,639,4140,3335,4926,1315,361,268,3165,,,"[1853.2, 253.0, 45.0, 24.0, 134.0, 357.0, 5.0]"
56,4793,3930,505,4162,1600,4561,2481,4203,2,4090,,,"[3137.9, 254.0, 231.0, 341.0, 207.0, 348.0, 103.0]"
57,882,4760,1646,57,4043,42,617,2730,3445,3786,,,"[401.1, 28.0, 117.0, 10.0, 8.0, 28.0, 18.0]"
58,1405,484,2021,2553,4097,2508,71,3510,3068,3676,,,"[436.4, 21.0, 29.0, 18.0, 63.0, 30.0, 14.0]"
59,1632,2188,193,4960,2101,1217,960,1074,4284,4590,,,"[634.9, 40.0, 37.0, 18.0, 141.0, 19.0, 6.0]"
60,1178,125,361,357,2795,1244,239,1029,1230,72,,,"[658.2, 45.0, 151.0, 35.0, 24.0, 72.0, 29.0]"
61,2356,98,2478,1943,4645,846,1200,239,171,1854,,,"[658.2, 45.0, 151.0, 35.0, 24.0, 72.0, 29.0]"
62,236,4406,429,1554,3519,4245,4567,2949,62,979,,,"[658.2, 45.0, 151.0, 35.0, 24.0, 72.0, 29.0]"
63,4366,2342,2478,3125,2949,989,2730,3442,238,3152,,,"[658.2, 45.0, 151.0, 35.0, 24.0, 72.0, 29.0]"
64,361,960,98,3424,145,484,193,3066,1650,3798,,,"[628.2, 38.0, 66.0, 69.0, 36.0, 61.0, 26.0]"
65,2021,2949,2392,2227,4960,2210,1749,1048,647,989,,,"[658.2, 45.0, 151.0, 35.0, 24.0, 72.0, 29.0]"
66,1349,4951,2022,2848,2756,1926,2681,1087,4408,127,,,"[658.2, 45.0, 151.0, 35.0, 24.0, 72.0, 29.0]"
67,3459,2301,2063,3652,3040,3939,4412,515,648,880,,,"[782.0, 79.0, 4.0, 32.0, 56.0, 154.0, 18.0]"
68,4904,1122,4239,510,416,4874,4035,1074,2795,1379,,,"[1070.8, 28.0, 111.0, 102.0, 75.0, 47.0, 69.0]"
69,4124,301,2342,4951,1196,1398,3520,2139,2681,2619,,,"[1989.3, 148.0, 338.0, 38.0, 43.0, 122.0, 89.0]"
70,193,2657,2149,3974,1142,2553,4512,4202,3531,4533,,,"[384.5, 40.0, 3.0, 25.0, 54.0, 33.0, 2.0]"
71,198,193,1807,2553,4625,284,2745,145,357,1088,,,"[977.4, 120.0, 2.0, 9.0, 126.0, 92.0, 0.0]"
72,3706,4888,3915,474,3337,3573,521,4411,4034,2162,,,"[1840.5, 147.0, 44.0, 112.0, 113.0, 142.0, 61.0]"
73,3185,3564,125,2160,1137,1557,856,4573,2291,1549,,,"[296.1, 4.0, 130.0, 19.0, 37.0, 7.0, 17.0]"
74,4798,583,125,4071,2274,4913,203,1209,4458,3835,,,"[368.2, 19.0, 183.0, 4.0, 5.0, 37.0, 21.0]"
75,117,3102,648,2198,2906,416,3625,2536,3271,1288,,,"[695.4, 80.0, 5.0, 47.0, 97.0, 128.0, 2.0]"
76,2610,1704,2031,2468,4664,3564,2319,4954,989,3336,,,"[183.2, 3.0, 115.0, 5.0, 19.0, 6.0, 10.0]"
77,2313,4642,4342,2904,4683,902,1667,2903,983,145,,,"[947.1, 98.0, 50.0, 82.0, 42.0, 189.0, 25.0]"
78,3557,2421,4090,1611,3651,803,4325,780,3905,4131,,,"[393.5, 38.0, 21.0, 73.0, 50.0, 29.0, 5.0]"
80,2088,3290,4913,382,3004,2666,2949,2474,172,2999,,,"[384.1, 24.0, 132.0, 12.0, 8.0, 26.0, 18.0]"
81,72,1953,3571,1893,125,1563,4573,2610,786,1209,,,"[183.2, 3.0, 115.0, 5.0, 19.0, 6.0, 10.0]"
82,3431,85,2858,1646,2530,300,4501,2955,125,4797,,,"[2141.5, 170.0, 1164.0, 23.0, 20.0, 340.0, 103.0]"
83,2912,1287,4533,3102,2454,416,3905,1145,3337,3258,,,"[261.2, 26.0, 11.0, 33.0, 23.0, 31.0, 5.0]"
84,4352,3267,3005,3111,4876,125,1071,2058,2949,1304,,,"[524.5, 40.0, 195.0, 13.0, 12.0, 49.0, 24.0]"
85,2280,2119,192,827,4758,2311,4525,203,4106,2274,,,"[893.9, 7.0, 729.0, 11.0, 44.0, 5.0, 70.0]"
86,2095,145,268,3510,3037,453,882,105,2342,2217,,,"[345.4, 18.0, 20.0, 27.0, 16.0, 9.0, 18.0]"
87,4005,276,2355,98,4394,4888,284,361,3102,1254,,,"[359.1, 29.0, 5.0, 41.0, 51.0, 36.0, 6.0]"
88,1667,2747,145,648,461,4888,231,4147,4342,261,,,"[388.8, 24.0, 17.0, 21.0, 25.0, 40.0, 17.0]"
89,2454,3685,3584,361,4453,2161,2210,240,3467,1740,,,"[1021.7, 74.0, 23.0, 38.0, 56.0, 144.0, 40.0]"
90,4757,4573,4501,2409,894,125,2610,740,2576,1940,,,"[221.0, 5.0, 119.0, 0.0, 2.0, 11.0, 10.0]"
91,2610,2288,4573,3479,2530,4105,2160,112,85,710,,,"[1612.0, 56.0, 945.0, 45.0, 39.0, 89.0, 103.0]"
92,4913,4723,2342,2949,2756,3314,1918,630,4573,62,,,"[306.0, 18.0, 105.0, 3.0, 13.0, 23.0, 16.0]"
93,2619,240,920,2102,2944,2975,484,276,321,437,,,"[734.4, 82.0, 1.0, 16.0, 97.0, 159.0, 2.0]"
94,3611,3151,1475,4722,927,1472,2092,941,3554,430,,,"[4004.8, 317.0, 804.0, 135.0, 114.0, 616.0, 166.0]"
95,940,462,196,69,1160,2499,3506,4740,165,2401,,,"[554.1, 43.0, 51.0, 75.0, 79.0, 48.0, 10.0]"
96,483,240,3206,4955,158,4134,276,4292,205,2200,,,"[836.3, 0.0, 72.0, 2.0, 3.0, 0.0, 12.0]"
97,804,983,2355,4904,160,262,127,3337,4118,1458,,,"[2330.9, 343.0, 1.0, 14.0, 62.0, 151.0, 17.0]"
98,740,2280,2852,4798,2072,2987,2274,4524,4111,4656,,,"[893.9, 7.0, 729.0, 11.0, 44.0, 5.0, 70.0]"
99,4831,639,3102,3322,1825,3501,1611,3413,145,193,,,"[433.9, 36.0, 12.0, 46.0, 51.0, 52.0, 9.0]"
100,2522,416,3381,1149,3939,4642,2100,3102,4561,2454,,,"[1815.3, 268.0, 60.0, 170.0, 53.0, 344.0, 7.0]"
101,2508,4642,477,58,3335,276,882,3578,4683,4188,,,"[424.8, 39.0, 4.0, 15.0, 17.0, 76.0, 13.0]"
102,276,3164,4342,193,4206,647,3397,4910,459,297,,,"[301.1, 31.0, 11.0, 25.0, 22.0, 29.0, 7.0]"
103,1204,193,1028,2334,4880,2191,2620,3676,1762,3778,,,"[1065.5, 117.0, 3.0, 13.0, 172.0, 103.0, 1.0]"
104,240,2773,266,3510,565,902,4783,2295,3092,1429,,,"[3394.5, 477.0, 320.0, 24.0, 138.0, 148.0, 44.0]"
105,4113,1607,4735,2726,532,1479,1923,336,4342,3974,,,"[3137.9, 254.0, 231.0, 341.0, 207.0, 348.0, 103.0]"
106,4091,960,2051,4194,4097,4844,2816,4642,107,2370,,,"[626.8, 55.0, 18.0, 33.0, 104.0, 61.0, 6.0]"
107,505,2,3719,2454,3792,2646,2975,2179,3652,3612,,,"[3137.9, 254.0, 231.0, 341.0, 207.0, 348.0, 103.0]"
108,3840,2744,3307,255,1867,4190,2125,2111,3754,3095,,,"[6244.6, 585.0, 1655.0, 274.0, 145.0, 641.0, 217.0]"
109,145,3086,2911,648,1119,1184,70,1667,1804,643,,,"[1040.7, 75.0, 17.0, 38.0, 106.0, 123.0, 31.0]"
110,1896,4386,461,145,251,1719,3300,2494,4773,193,,,"[1876.0, 210.0, 155.0, 50.0, 223.0, 255.0, 14.0]"
111,2894,177,132,4713,1646,125,2495,3012,4478,3479,,,"[991.1, 86.0, 428.0, 12.0, 14.0, 109.0, 40.0]"
112,3565,276,4432,3905,3113,1854,1244,484,4683,3519,,,"[2180.0, 61.0, 370.0, 77.0, 111.0, 42.0, 135.0]"
113,989,702,2749,98,3640,3647,1953,4096,1879,1200,,,"[722.7, 35.0, 255.0, 13.0, 15.0, 98.0, 42.0]"
114,1429,1611,4342,983,3164,276,1198,495,4649,2355,,,"[835.2, 108.0, 0.0, 92.0, 86.0, 130.0, 1.0]"
115,1936,98,2666,18,2248,2638,924,3037,2876,2342,,,"[231.5, 12.0, 67.0, 4.0, 5.0, 25.0, 12.0]"
116,1854,3094,4477,3109,3144,3804,3210,882,708,236,,,"[150.7, 11.0, 29.0, 6.0, 5.0, 11.0, 6.0]"
117,3109,255,2730,1879,708,936,617,4722,524,139,,,"[150.7, 11.0, 29.0, 6.0, 5.0, 11.0, 6.0]"
118,2454,3939,3078,1457,4171,2138,4814,2931,3314,2773,,,"[424.8, 39.0, 4.0, 15.0, 17.0, 76.0, 13.0]"
119,4106,2194,4064,2274,2820,125,3730,1646,2468,2289,,,"[154.2, 0.0, 145.0, 0.0, 0.0, 0.0, 13.0]"
120,4793,4091,1522,2104,1074,1443,1762,276,4265,1728,,,"[200.3, 8.0, 30.0, 32.0, 28.0, 10.0, 8.0]"
121,505,4960,532,1984,484,1240,3092,565,2816,1230,,,"[942.8, 56.0, 49.0, 67.0, 81.0, 47.0, 35.0]"
122,3685,145,2903,2430,983,4888,361,2996,4949,2907,,,"[977.4, 120.0, 2.0, 9.0, 126.0, 92.0, 0.0]"
123,4760,145,3519,4738,284,647,3102,4642,238,2210,,,"[628.2, 38.0, 66.0, 69.0, 36.0, 61.0, 26.0]"
124,2945,145,1522,934,3565,3282,1984,4683,1821,1550,,,"[2264.8, 178.0, 43.0, 191.0, 170.0, 186.0, 74.0]"
125,2072,125,220,4966,300,4106,2049,2921,3143,3261,,,"[79.6, 0.0, 56.0, 0.0, 1.0, 0.0, 6.0]"
126,4203,4177,1254,3287,27,4131,648,570,193,1619,,,"[337.1, 14.0, 25.0, 19.0, 45.0, 6.0, 12.0]"
127,1313,646,25,416,1476,2436,4335,437,505,3794,,,"[853.8, 84.0, 5.0, 72.0, 98.0, 124.0, 12.0]"
128,930,391,4207,2908,1496,3441,4018,4764,4340,383,,,"[5356.3, 453.0, 1694.0, 202.0, 109.0, 134.0, 213.0]"
129,2377,3335,184,812,882,4649,361,1152,2111,989,,,"[626.7, 67.0, 101.0, 4.0, 16.0, 190.0, 20.0]"
130,1242,1209,234,18,663,2532,1684,4592,4115,42,,,"[2728.3, 173.0, 914.0, 147.0, 74.0, 335.0, 133.0]"
131,4778,648,4960,66,4761,259,744,461,3068,1485,,,"[391.0, 26.0, 16.0, 17.0, 25.0, 37.0, 15.0]"
132,2691,1698,2988,4885,1740,855,923,3524,265,3338,,,"[1817.3, 88.0, 60.0, 45.0, 601.0, 113.0, 10.0]"
133,4922,3459,240,1715,4698,268,2355,4131,648,3903,,,"[348.9, 10.0, 11.0, 13.0, 15.0, 5.0, 21.0]"
134,3466,4382,2988,575,565,1254,3510,1495,4386,2949,,,"[1466.3, 111.0, 319.0, 46.0, 182.0, 178.0, 37.0]"
135,956,330,2659,3003,1601,2958,4299,3484,1074,182,,,"[1466.3, 111.0, 319.0, 46.0, 182.0, 178.0, 37.0]"
136,2885,4284,4738,484,2657,3048,1522,3039,58,66,,,"[145.8, 12.0, 2.0, 0.0, 7.0, 5.0, 5.0]"
137,4520,332,259,3459,648,3080,1611,1317,744,532,,,"[809.4, 88.0, 1.0, 86.0, 77.0, 125.0, 11.0]"
138,98,1873,2873,647,145,1911,1953,2973,998,3820,,,"[489.4, 32.0, 169.0, 30.0, 12.0, 64.0, 23.0]"
139,240,276,4005,361,3598,183,818,1749,181,3810,,,"[804.5, 70.0, 72.0, 16.0, 25.0, 30.0, 29.0]"
140,2795,647,1621,2501,4265,4177,3510,2251,2422,3078,,,"[443.2, 55.0, 76.0, 0.0, 20.0, 22.0, 8.0]"
141,2908,2756,930,630,4478,270,2407,2544,1567,1879,,,"[3340.1, 236.0, 1121.0, 102.0, 87.0, 108.0, 154.0]"
142,284,361,679,4683,3782,145,4005,3732,3613,3826,,,"[377.4, 44.0, 7.0, 17.0, 27.0, 58.0, 4.0]"
143,2833,37,1209,1854,988,1539,2478,945,62,2440,,,"[5356.3, 453.0, 1694.0, 202.0, 109.0, 134.0, 213.0]"
144,145,4090,4793,221,1951,3198,882,27,240,4642,,,"[377.4, 44.0, 7.0, 17.0, 27.0, 58.0, 4.0]"
145,1178,3650,1984,4735,4091,4534,2657,4005,1611,2696,,,"[436.4, 21.0, 29.0, 18.0, 63.0, 30.0, 14.0]"
146,960,3198,495,1007,145,4698,484,1190,505,1178,,,"[946.6, 47.0, 53.0, 55.0, 124.0, 72.0, 34.0]"
147,322,3780,88,1832,2501,3510,1306,648,4216,882,,,"[441.4, 24.0, 21.0, 2.0, 24.0, 12.0, 21.0]"
148,4290,994,1611,240,3424,3102,4128,2271,2454,3459,,,"[441.4, 24.0, 21.0, 2.0, 24.0, 12.0, 21.0]"
149,361,708,4096,240,4783,287,3094,4954,2610,3314,,,"[429.1, 5.0, 123.0, 3.0, 7.0, 13.0, 34.0]"
150,2949,4876,323,116,3352,2666,2037,4913,4599,565,,,"[528.3, 34.0, 198.0, 23.0, 12.0, 67.0, 26.0]"
151,3113,2217,1681,2841,276,4720,4652,1087,4945,960,,,"[475.8, 20.0, 59.0, 25.0, 58.0, 16.0, 19.0]"
152,361,4844,1430,3337,2392,255,189,3905,193,1650,,,"[869.6, 112.0, 4.0, 47.0, 95.0, 222.0, 2.0]"
153,98,1595,2950,1252,3308,37,2342,2876,4096,323,,,"[47.2, 3.0, 14.0, 1.0, 5.0, 6.0, 1.0]"
154,2015,2536,3939,284,4342,2273,361,4035,175,395,,,"[1134.2, 149.0, 26.0, 14.0, 89.0, 250.0, 6.0]"
155,1684,4071,4408,2267,740,171,62,3958,3564,4917,,,"[106.5, 5.0, 38.0, 2.0, 3.0, 9.0, 5.0]"
156,2651,952,127,1611,4927,4635,4738,1084,617,744,,,"[1388.2, 196.0, 21.0, 88.0, 83.0, 305.0, 5.0]"
157,3459,3154,1313,361,2377,193,986,145,3066,284,,,"[734.4, 82.0, 1.0, 16.0, 97.0, 159.0, 2.0]"
158,361,145,251,2782,2848,3102,1418,2210,2694,1522,,,"[345.0, 33.0, 13.0, 28.0, 16.0, 59.0, 10.0]"
159,4918,117,4661,1611,1091,3793,1429,297,4005,1667,,,"[710.4, 66.0, 9.0, 53.0, 138.0, 87.0, 1.0]"
160,4961,3459,2773,240,2830,4659,3271,2975,69,2118,,,"[449.6, 48.0, 16.0, 23.0, 64.0, 81.0, 3.0]"
161,1567,85,4151,856,3438,562,1842,4670,3862,2908,,,"[5707.0, 561.0, 2214.0, 98.0, 87.0, 722.0, 204.0]"
162,3028,4203,2217,4665,4005,276,4945,3799,2,1983,,,"[628.2, 38.0, 66.0, 69.0, 36.0, 61.0, 26.0]"
163,679,361,2356,4496,1740,98,2747,4533,191,647,,,"[707.6, 52.0, 49.0, 59.0, 69.0, 77.0, 20.0]"
164,10,205,3472,3354,2355,2392,2356,3628,2454,647,,,"[5583.5, 371.0, 611.0, 66.0, 357.0, 188.0, 238.0]"
165,2342,741,930,4091,3198,2738,72,2718,1205,18,,,"[682.2, 56.0, 205.0, 30.0, 13.0, 54.0, 27.0]"
166,3289,276,708,505,240,1984,4640,532,2322,1983,,,"[642.5, 43.0, 87.0, 100.0, 36.0, 20.0, 28.0]"
167,1142,4240,483,4406,27,3113,3424,1254,361,3991,,,"[121.6, 5.0, 15.0, 0.0, 17.0, 2.0, 5.0]"
168,1854,1479,2189,3314,3438,2222,112,1069,1860,3476,,,"[654.3, 61.0, 172.0, 59.0, 10.0, 29.0, 25.0]"
169,125,240,1854,255,1611,3690,1373,3881,4836,3479,,,"[3982.8, 240.0, 1491.0, 191.0, 115.0, 151.0, 198.0]"
170,1762,1667,459,2691,1431,4783,1522,2501,3510,2220,,,"[904.6, 50.0, 21.0, 40.0, 51.0, 49.0, 37.0]"
171,3571,2949,945,3095,2223,3687,4473,2614,2744,62,,,"[754.0, 48.0, 270.0, 32.0, 20.0, 80.0, 38.0]"
172,3226,1475,3125,611,3519,2619,917,430,2973,3397,,,"[724.2, 73.0, 130.0, 2.0, 20.0, 142.0, 22.0]"
173,1324,465,1388,3341,272,2340,467,4069,2294,1671,,,"[30.4, 0.0, 12.0, 49.0, 2.0, 0.0, 2.0]"
174,465,2970,3128,1388,2294,1324,2368,467,3341,1671,,,"[30.4, 0.0, 12.0, 49.0, 2.0, 0.0, 2.0]"
175,1733,4501,1751,1855,4218,2949,4734,4473,329,4071,,,"[2385.6, 157.0, 1052.0, 56.0, 49.0, 96.0, 118.0]"
176,297,152,3576,3706,3121,2782,4691,4888,4686,1667,,,"[1840.5, 147.0, 44.0, 112.0, 113.0, 142.0, 61.0]"
177,4461,2632,1649,4096,2650,1782,250,1196,1304,3968,,,"[956.7, 127.0, 186.0, 0.0, 20.0, 36.0, 19.0]"
178,465,1324,1388,2294,3018,1095,366,2340,1338,3128,,,"[30.4, 0.0, 12.0, 49.0, 2.0, 0.0, 2.0]"
179,76,617,3963,4890,4299,4053,2251,2215,1465,331,,,"[650.0, 61.0, 101.0, 12.0, 79.0, 50.0, 10.0]"
180,361,4945,1287,2639,2342,3314,2890,923,1448,2739,,,"[775.5, 38.0, 39.0, 97.0, 95.0, 35.0, 27.0]"
181,518,145,193,3935,496,4469,4091,2637,1698,1740,,,"[957.9, 67.0, 3.0, 67.0, 253.0, 71.0, 2.0]"
182,4128,1983,2848,3510,1522,2422,3575,4005,3519,205,,,"[629.2, 54.0, 9.0, 28.0, 34.0, 58.0, 19.0]"
183,2004,2906,1984,3775,505,145,3510,648,55,4642,,,"[498.9, 39.0, 76.0, 32.0, 68.0, 46.0, 10.0]"
184,4642,3381,2480,2430,880,361,2773,4912,117,2678,,,"[1216.2, 112.0, 18.0, 44.0, 70.0, 224.0, 35.0]"
185,740,248,792,255,882,945,2532,3230,2409,3483,,,"[262.9, 23.0, 95.0, 6.0, 6.0, 40.0, 9.0]"
187,4344,4760,259,1178,296,1667,1464,3068,3804,3677,,,"[723.4, 62.0, 47.0, 84.0, 85.0, 98.0, 15.0]"
188,437,1981,4036,1091,2344,3459,909,2511,1322,4535,,,"[782.0, 79.0, 4.0, 32.0, 56.0, 154.0, 18.0]"
189,4764,2894,85,2530,4501,988,4151,2531,4798,3410,,,"[1824.1, 126.0, 982.0, 32.0, 51.0, 174.0, 86.0]"
190,23,1240,105,3083,4738,525,1085,1556,240,3391,,,"[1041.1, 24.0, 2.0, 48.0, 54.0, 11.0, 64.0]"
191,145,3510,240,2118,3584,3651,245,2697,4642,4338,,,"[1041.1, 24.0, 2.0, 48.0, 54.0, 11.0, 64.0]"
192,3510,3654,708,3719,505,145,2334,3198,4814,3078,,,"[1041.1, 24.0, 2.0, 48.0, 54.0, 11.0, 64.0]"
193,2820,2484,2280,4106,4392,827,2375,3216,4749,1921,,,"[1255.0, 1.0, 1253.0, 0.0, 3.0, 0.0, 107.0]"
194,3510,276,4194,3282,4298,2355,205,1287,4284,3524,,,"[1041.1, 24.0, 2.0, 48.0, 54.0, 11.0, 64.0]"
195,361,4303,193,3519,172,4640,3102,276,1715,3517,,,"[705.8, 69.0, 15.0, 11.0, 47.0, 34.0, 17.0]"
196,3510,3519,145,2691,3337,2050,2102,289,484,2587,,,"[466.6, 24.0, 25.0, 44.0, 60.0, 30.0, 16.0]"
197,2830,4005,4918,2342,145,4642,4091,3122,1217,296,,,"[275.6, 18.0, 32.0, 27.0, 52.0, 23.0, 5.0]"
198,2356,927,1244,3519,2178,789,171,505,4005,2958,,,"[516.9, 45.0, 145.0, 19.0, 11.0, 49.0, 19.0]"
199,3939,4270,2536,1055,3459,2102,4344,4961,25,4642,,,"[551.7, 70.0, 12.0, 68.0, 54.0, 143.0, 4.0]"
200,3510,4479,1287,145,483,570,648,4533,3355,1762,,,"[561.5, 27.0, 13.0, 2.0, 34.0, 35.0, 25.0]"
201,3152,3510,3805,3662,361,2210,744,4842,4094,3459,,,"[416.7, 44.0, 3.0, 87.0, 62.0, 19.0, 0.0]"
203,2342,3510,4482,953,4918,708,1667,373,413,3003,,,"[769.7, 79.0, 17.0, 84.0, 72.0, 98.0, 12.0]"
